key,original,translation,context
BattleFieldWin_Role3-24硬闯,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-24硬闯,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-25硬闯,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-25硬闯,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-25硬闯,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-26铁面人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-26铁面人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-26铁面人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-26劫狱,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-26劫狱,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-26劫狱,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-26室内埋伏,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-26室内埋伏,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-26室内埋伏,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role3-26室外埋伏,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role3-26室外埋伏,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Role3-26室外埋伏,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Day-2030-2闹事25级,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Day-2030-2闹事25级,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Day-2030-2闹事25级,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Day-2030-2闹事35级,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Day-2030-2闹事35级,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Day-2030-2闹事35级,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Day-2030-2闹事45级,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Day-2030-2闹事45级,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Day-2030-2闹事45级,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Day-2030-2闹事60级,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Day-2030-2闹事60级,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Day-2030-2闹事60级,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Story-2030-2-2命不凡,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Story-2030-2-2命不凡,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Story-2030-2-2命不凡,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M2110-1摸金门,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M2110-1摸金门,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M2110-1摸金门,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Story-2030-3摸金门,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Story-2030-3摸金门,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Story-2030-3摸金门,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Spe-2030-5书圣,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Spe-2030-5书圣,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Spe-2030-5书圣,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Spe-2030-5画圣,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Spe-2030-5画圣,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Spe-2030-5画圣,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Spe-2030-5棋圣,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Spe-2030-5棋圣,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Spe-2030-5棋圣,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Spe-2030-5琴圣,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Spe-2030-5琴圣,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Spe-2030-5琴圣,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Spe-2030-5四圣,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Spe-2030-5四圣,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Spe-2030-5四圣,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20300-31群芳馆小厮,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20300-31群芳馆小厮,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M20300-31群芳馆小厮,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10040-1帮忙,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10040-1帮忙,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10040-1帮忙,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10040-2帮忙,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10040-2帮忙,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10040-2帮忙,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Sur-2020-臣服释法寺,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Sur-2020-臣服释法寺,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Sur-2020-臣服释法寺,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Sur-2070-臣服琅琊剑阁,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Sur-2070-臣服琅琊剑阁,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Sur-2070-臣服琅琊剑阁,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Sur-2010-臣服道玄宗,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Sur-2010-臣服道玄宗,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Sur-2010-臣服道玄宗,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Sur-2030-臣服儒圣馆,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Sur-2030-臣服儒圣馆,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Sur-2030-臣服儒圣馆,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Sur-2040-臣服神捕门,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Sur-2040-臣服神捕门,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Sur-2040-臣服神捕门,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_Sur-2050-臣服九江水寨,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_Sur-2050-臣服九江水寨,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_Sur-2050-臣服九江水寨,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_A15003-1打刚烈,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_A15003-1打刚烈,Defeated <#61C3C8>Gang Lie</color>.,,击败<#61C3C8>刚烈</color>。
BattleFieldFail_A15003-1打刚烈,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M5014-2闯关,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M5014-2闯关,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_M5014-2闯关,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10005-10蛇阵,Only <#61C3C8>{PlayerName}</color> and <#61C3C8>Miao Caidie</color> are allowed to participate in the battle.,,仅限<#61C3C8>{PlayerName}</color>、<#61C3C8>苗彩蝶</color>参战。
BattleFieldWin_R10005-10蛇阵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10005-10蛇阵,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10099-3士兵,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10099-3士兵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10099-3士兵,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10099-3侍女,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10099-3侍女,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10099-3侍女,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10099-4儒圣馆弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10099-4儒圣馆弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10099-4儒圣馆弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10099-5云林寺,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10099-5云林寺,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>所有敌人</color>。
BattleFieldFail_R10099-5云林寺,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20300-22阻止下毒,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20300-22阻止下毒,Defeat the <#61C3C8>suspicious guy</color>.,,击败<#61C3C8>可疑的家伙</color>。
BattleFieldFail_M20300-22阻止下毒,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
,,,
