﻿FondTag_武器,Weapon,อาวุธ
ItemName_混元衫图纸,Mixed Yuan Shirt Blueprint,แบบแปลน - เสื้อรวมศูนย์
ItemName_烈火甲图纸,Fiery Armor Blueprint,แบบแปลน - เกราะไฟผลาญ
ItemName_锦襕袈裟图纸,Brocade Kasaya Blueprint,แบบแปลน - จีวรผ้าปักไหมทอง
ItemName_太虚袍图纸,Taixu Robe Blueprint,แบบแปลน - เสื้อคลุมไท่ซวี
ItemName_广袖流仙裙图纸,Wide Sleeve Flowing Fairy Skirt Blueprint,แบบแปลน - ชุดเทพธิดาพริ้ว
ItemName_坐形白玉人图纸,White Jade Person Blueprint,แบบแปลน - รูปสลักคนหยกขาว
ItemName_凤凰熏炉图纸,Phoenix Burner Blueprint,แบบแปลน - กระถางธูปวิหคเพลิงอมตะ
ItemName_鎏金杯图纸,Gilded Cup Blueprint,แบบแปลน - ถ้วยเคลือบทอง
ItemName_白玉碗图纸,White Jade Cup Blueprint,แบบแปลน - ชามหยกขาว
ItemName_墨黛图纸,Mascara Ink Blueprint,แบบแปลน - หมึกเขียนคิ้ว
ItemName_金翠黛图纸,Golden Jade Mascara Blueprint,แบบแปลน - ผงหยกทอง
ItemName_山花胭脂图纸,Mountain Flower Foundation Blueprint,แบบแปลน - ชาดดอกไม้ภูเขา
ItemName_玫瑰胭脂图纸,Rose Foundation Blueprint,แบบแปลน - ชาดกุหลาบ
ItemName_珍珠粉图纸,Pearl Powder Blueprint,แบบแปลน - แป้งผงไข่มุก
ItemName_玉簪粉图纸,Jade Powder Blueprint,แบบแปลน - แป้งดอกปิ่นหยก
ItemInfo_黑铁拳套,"Refined iron, after being hammered and tempered a thousand times, is extremely hard and can withstand the chop of a knife or axe.",เหล็กที่ผ่านการขัดเกลาแล้วหลังจากทุบและทุบให้เย็นนับพันครั้ง จะมีความแข็งมากและสามารถทนต่อการสับของดาบหรือขวานได้
ItemInfo_九阳,"The whole body is red, and it feels hot to the touch, as if it has the power of the sun, hence the name ""Nine Suns"".","ทั้งตัวเป็นสีแดงเมื่อสัมผัสแล้วรู้สึกร้อนราวกับมีพลังแห่งดวงอาทิตย์ จึงเป็นที่มาของชื่อ ""เก้าตะวัน"""
ItemInfo_青云剑,"The sword is light and holding it feels like holding a cloud in your hand, but it is extremely sharp and can cut through water.",ดาบนั้นเบาและถือได้ให้ความรู้สึกเหมือนถือเมฆไว้ในมือ แต่มันคมมากและสามารถตัดผ่านน้ำได้
ItemInfo_龙首刀,"The knife is heavy, with a dragon head as decoration on the handle, combining lethality and beauty.",ดาบที่มีน้ำหนักมาก โดยมีหัวมังกรเป็นของตกแต่งที่ด้าม ผสมผสานความร้ายกาจและความสวยงามเข้าด้วยกัน
ItemInfo_青龙戟,"A traditional spear weapon with a single crescent moon, with a coiling dragon painted on the pole.",อาวุธหอกแบบดั้งเดิมที่มีเสี้ยวจันทร์ข้างเดียว โดยมีมังกรขดอยู่บนเสา
ItemInfo_湛金枪,"The spear is one foot and thirteen long, the body is gold-plated, extremely sharp, capable of chopping, stabbing, and chopping, and is not afraid of fire.",หอกยาวหนึ่งฟุตสิบสาม ลำตัวหุ้มด้วยทอง คมมาก สามารถสับ แทง และสับได้ และไม่กลัวไฟ
ItemInfo_蚩巫叉,"A weapon passed down from generation to generation by the leaders of the Jiuli tribe, said to be forged by the ancient Jiuli beast god, not only has amazing lethality, but also serves as proof of identity.",อาวุธที่สืบทอดกันมาจากรุ่นสู่รุ่นโดยผู้นำของชนเผ่าจิ่วลี่ซึ่งว่ากันว่าถูกสร้างขึ้นโดยเทพเจ้าสัตว์ร้ายจิ่วลี่โบราณ ไม่เพียงแค่อันตรายถึงตายเท่านั้น แต่ยังเครื่องพิสูจน์ตัวตนอีกด้วย
ItemInfo_方天画戟,"It is said to be a weapon used by the ancient war god, shaped like a square sky painting halberd, it can stab and chop, flexible and changeable.",กล่าวกันว่า เป็นอาวุธของเทพสงครามยุคโบราณ ทรงสี่เหลี่ยมเหมือนขวานและหอก สามารถแทงหรือฟันได้ พลิกแพลงได้หลากหลาย
ItemInfo_混铁棒,"The whole body is made of solid iron, heavy but with decent lethality.",ทั้งตัวทำจากเหล็กตัน ทำให้หนัก แต่ก็มีพลังทำลายล้างสูง
ItemInfo_天机杖,"This staff seems ordinary at first glance, but it contains countless mechanisms, not an ordinary craftsman can make.",พลองนี้ดูเหมือนธรรมดาเมื่อมองแวบแรก แต่มีกลไกมากมายนับไม่ถ้วน ซึ่งช่างฝีมือธรรมดาไม่สามารถทำได้
ItemInfo_定海神针,"An extremely heavy club, solid in texture, seems to be cast from uncommon materials. But it's neither thirteen thousand five hundred catties heavy, nor can it be shrunk and put into the ear.",กระบองที่หนักมาก ทำจากวัสดุที่แข็งแกร่ง ดูเหมือนจะไม่ใช่วัสดุทั่วไปที่พบได้ง่าย แต่ก็ไม่ได้หนักถึงหมื่นสามพันห้าร้อยชั่ง และไม่สามารถย่อให้เล็กจนใส่เข้าไปในหูได้
ItemInfo_九环锡杖,"A precious ritual instrument stored in the Shifa Temple, said to have been held by a monk who once went to the Western Buddha Country to fetch scriptures.",เครื่องมือประกอบพิธีกรรม อันล้ำค่าที่เก็บไว้ในอารามซื่อฟา กล่าวกันว่าหลวงจีนคนหนึ่ง เคยไปอัญเชิญพระไตรปิฎกที่แดนพุทธตะวันตก
ItemInfo_流光锥,"A very sharp dagger after grinding, a light stroke can leave a terrifying open wound.",กริชที่คมมากหลังจากการลับคม การฟาดเบา ๆ อาจทำให้เกิดบาดแผลเปิดที่น่ากลัวได้
ItemInfo_弟子装,"Standard uniform of some martial arts sect disciples, uniform in style, without any special features.",เครื่องแบบมาตรฐานของลูกศิษย์พรรคสำนัก มีสไตล์เครื่องแบบ ไม่มีคุณสมบัติพิเศษใดๆ
ItemInfo_混元衫,"Clothes sewn from top-quality cloth according to the principle of Yin and Yang, seemingly simple but with hidden secrets.",เสื้อผ้าที่ตัดเย็บจากผ้าคุณภาพดีตามหลักหยินและหยาง ดูเรียบง่ายแต่แฝงไปด้วยความลับปริศนา
ItemInfo_烈火甲,"Armor made from top-quality black metal, hardened by intense fire, impervious to swords and spears.",ชุดเกราะทำจากโลหะสีดำคุณภาพสูง เสริมความแข็งแกร่งด้วยไฟที่รุนแรง ดาบและหอกไม่สามารถต้านทานได้
ItemInfo_锦襕袈裟,"A cassock that can only be worn by accomplished monks, even within the Buddhist community, only a few are qualified to wear it.",จีวรที่สามารถสวมใส่ได้ เฉพาะพระอาจารย์ที่บรรลุธรรมสูงส่งเท่านั้น แม้ในวงการพระพุทธศาสนาเอง ผู้ที่มีคุณสมบัติในการสวมใส่ก็มีเพียงไม่กี่คนเท่านั้น
ItemInfo_太虚袍,"Clothes sewn from a once-in-a-century material, seemingly as thin as paper, but with hidden secrets, even capable of an eye for an eye.",เสื้อผ้าที่เย็บจากวัสดุที่หาได้ยากมากในรอบร้อยปี ดูเบาบางราวกับกระดาษ แต่กลับซ่อนความลับไว้ สามารถป้องกันตัวและตอบโต้ศัตรูกลับได้
ItemInfo_广袖流仙裙,"Made according to the style of a princess's dress in the palace, even ordinary women will look like a fairy when wearing it, attracting countless admirers.",ทำขึ้นตามแบบชุดองค์หญิงในราชวัง เมื่อสวมใส่แล้ว แม้แต่สตรีธรรมดาก็งดงามดั่งเทพธิดา ดึงดูดผู้คนมากมายให้ติดตาม
ItemInfo_小强,"Fighting Invincible, the symbol of endlessness, who can survive you? But if possible, it's best to take him away from me...",สัญลักษณ์แห่งความอมตะ ที่ไม่มีวันตาย ไม่มีวันดับ สูงส่งกว่าใครในโลก แต่ถ้าเป็นไปได้ ก็ช่วยนำมันออกไปให้ไกลจากข้าทีเถอะ…
ItemInfo_特别勋章,"Exclusive reward for players who participated in the early access of the game! Thanks to the encouragement and support of all of you, this game has finally taken a new step, thank you for your strong support for this game.",รางวัลพิเศษสำหรับผู้เล่นที่เข้าร่วมเล่นในช่วงระหว่างการพัฒนา! ขอขอบคุณกำลังใจ และการสนับสนุนของทุกท่าน ในที่สุดเกมนี้ก็ได้ก้าวไปอีกขั้นแล้ว ขอบคุณสำหรับการสนับสนุนที่แข็งแกร่งสำหรับเกมนี้
ItemInfo_游戏掌机,"Something not of this era, just press a button and the little man in the middle will move, it's quite fun to press when in a bad mood.",อะไรที่ไม่ใช่ยุคนี้แค่กดปุ่มแล้วคนตัวเล็กที่อยู่ตรงกลางก็จะขยับไปกดได้เวลาอารมณ์ไม่ดีก็สนุกดี
ItemInfo_信用卡,"A magical thing, when buying something, just show it, no matter how much money is missing, you can buy the desired item, but you still have to pay for it yourself in the end.","สิ่งมหัศจรรย์, เมื่อซื้อของแค่แสดงไม่ว่าจะขาดเงินไปเท่าไหร่ก็ซื้อของที่ต้องการได้แต่สุดท้ายก็ยังต้องจ่ายเองอยู่ดี"
ItemInfo_招财猫,A small cat-shaped... ornament? Made of ceramics. It is said to bring wealth... Really?,เครื่องประดับรูปแมวตัวเล็กๆ เหรอ? ทำจากเซรามิก ว่ากันว่านำมาซึ่งความมั่งคั่ง...จริงหรือ?
ItemInfo_虎牙仔,The mascot from Huya Live.,มาสคอตจาก Huya Live
ItemInfo_奇特的吊坠,A gift left by a legendary woman in the martial arts world.,ของกำนัลที่เล่าลือกันว่าเป็นของสตรีในตำนานแห่งยุทธภพ
ItemInfo_鹅之羽毛,A masterpiece left by a unique goose.,ผลงานชิ้นเอกที่ถูกทิ้งไว้โดยห่านที่มีเอกลักษณ์เฉพาะตัว
ItemInfo_无名手札,"A hand note recording the insights of the world's martial arts, the author's name is unknown, self-proclaimed as Old Sun, a person from Chongzhou.",หมายเหตุลายมือที่บันทึกข้อมูลเชิงลึกเกี่ยวกับวิทยายุทธ์ของยุทธภพ ของผู้แต่งที่ไม่เป็นรู้จัก อ้างตนเองว่าคือเหล่าซุน ชาวฉงโจว
ItemInfo_笑之大牙,"Smile, ten years less~",หัวเราะทีเดียว อายุหายไปสิบปี~
ItemInfo_翡翠玉猴,"Exquisite jade jewelry, the carved jade monkey seems to come alive.",เครื่องประดับหยกอันวิจิตรงดงาม ลิงหยกแกะสลักดูเหมือนจะมีชีวิตขึ้นมา
ItemInfo_玄铁小斧,"It is said to be a token of recognition among the Axe Gang, with the words ""Playing is about skill, who else"" faintly engraved on the axe handle.","กล่าวกันว่าเป็นสัญลักษณ์ที่ได้รับการยอมรับในกลุ่มสมาชิกแก๊งขวานซิ่ง มีคำว่า ""การเล่นคือทักษะและใครสน"" ถูกสลักไว้อย่างคลุมเครือบนด้ามขวาน"
ItemInfo_信之守护,"Wearing this ornament, you will care a lot about your trustworthiness.",การสวมใส่เครื่องประดับนี้ คุณจะใส่ใจความน่าเชื่อถือของคุณเป็นอย่างมาก
ItemInfo_虎牙吊坠,"A pendant made of tiger teeth, you can still feel the majesty of the king of beasts.","จี้ทำจากเขี้ยวเสือ, คุณยังสามารถสัมผัสถึงความยิ่งใหญ่ของราชาแห่งสัตว์ร้ายได้"
ItemInfo_真·虚日鼠兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·牛金牛兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·尾火虎兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·房日兔兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·亢金龙兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·翼火蛇兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·星日马兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·鬼金羊兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·觜火猴兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·昴日鸡兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·娄金狗兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_真·室火猪兽环,One of the genuine twelve animal rings.,หนึ่งในสิบสอง แหวนนักษัตร ที่แท้จริง
ItemInfo_楚襄城普通货物,Goods from the owner of the Chuxiang City Grocery Store.,สินค้าจากเถ้าแก่ร้านขายของชำเมืองฉู่เซียง
ItemInfo_大梁城普通货物,Goods from the owner of the Daliang City Hotel Drifting Cloud.,สินค้าจากเจ้าของโรงเตี๊ยมเคลื่อนเมฆาเมืองต้าเหลียง
ItemInfo_霖安城普通货物,Goods from the owner of the Lin'an City Martial Arts Hall.,สินค้าจากเจ้าของโรงฝึกยุทธ์เมืองหลินอัน
ItemInfo_羊头骨面具,"A mask made of a sheep's skull, why would anyone like to wear this thing?",หน้ากากที่ทำจากกระโหลกแกะ ทำไมใครๆ ถึงชอบใส่สิ่งนี้?
ItemInfo_手札残页其一,"An unknown hand note fragment, the handwriting is unclear, maybe if you gather all of them, you can find out the truth.","ชิ้นส่วนหมายเหตุลายมือที่ไม่รู้จัก, ลายมือไม่ชัดเจน บางทีถ้ารวบรวมได้ทั้งหมดเจ้าอาจจะพบความจริง"
ItemInfo_手札残页其二,"An unknown hand note fragment, the handwriting is unclear, maybe if you gather all of them, you can find out the truth.","ชิ้นส่วนหมายเหตุลายมือที่ไม่รู้จัก, ลายมือไม่ชัดเจน บางทีถ้ารวบรวมได้ทั้งหมดเจ้าอาจจะพบความจริง"
ItemInfo_手札残页其三,"An unknown hand note fragment, the handwriting is unclear, maybe if you gather all of them, you can find out the truth.","ชิ้นส่วนหมายเหตุลายมือที่ไม่รู้จัก, ลายมือไม่ชัดเจน บางทีถ้ารวบรวมได้ทั้งหมดเจ้าอาจจะพบความจริง"
ItemInfo_观星图,A painting depicting the stars of the whole sky.,ภาพวาดดวงดาวทั่วทั้งท้องฟ้า
ItemInfo_楚襄城贵重货物,Goods from the owner of the Chuxiang City Pink Attire Pavilion.,สินค้าจากเจ้าของโรงผ้าแขนเสื้อแดงเมืองฉู่เซียง
ItemInfo_大梁城贵重货物,Goods from the owner of the Daliang City Cloud Flower Shop.,สินค้าจากเถ้าแก่โรงน้ำชาเมืองต้าเหลียง
ItemInfo_霖安城贵重货物,Goods from the owner of the Lin'an City Relic House.,สินค้าจากเจ้าของหอสมบัติเมืองหลินอัน
ItemInfo_珍贵经书,"A precious scripture treasured by the Shifa Temple, stolen by Wanyan Liang years ago.",คัมภีร์ล้ำค่าของอารามซื่อฟา ถูกขโมยไปโดยหวันเหยียนเหลียงเมื่อไม่กี่ปีก่อน
ItemInfo_竞宝大会请柬,"An invitation to the Treasure Auction, you need it to participate in the auction.",เทียบเชิญเข้าร่วมงานชิงสมบัติ ซึ่งเจ้าต้องใช้มันเพื่อเข้าร่วมงานชิงสมบัติที่ตลาดประมูลราตรี
ItemInfo_保险柜钥匙,"A key to the safe of Half Full Studio, what could be inside~",กุญแจสู่ตู้เซฟของ Half Amateur Studio สิ่งที่อยู่ข้างในจะเป็นอะไรน้าา~
ItemInfo_楚襄城特殊货物,Goods offered by the Chuxiang City Pawn Shop.,สินค้าที่นำเสนอโดยเจ้าของโรงรับจำนำเมืองฉู่เซียง
ItemInfo_大梁城特殊货物,Goods from the shopkeeper of the Daliang City Golden Fortune Shop.,สินค้าที่นำเสนอโดยเถ้าแก่ร้านโชคทองคำเมืองต้าเหลียง
ItemInfo_霖安城特殊货物,Goods from the shopkeeper of the Lin'an City Wine God Tower.,สินค้าที่นำเสนอโดยเจ้าของหอคอยเทพสุราเมืองหลินอัน
ItemInfo_大蟠桃,<#d09a09>Usage: Take</color>,<#d09a09>การใช้งาน: กิน</color>
ItemInfo_垂钓技法,<#d09a09>Usage: Consume by reading</color>,<#d09a09>การใช้งาน: ใช้ในการอ่าน</color>
ItemInfo_倒转乾坤,<#d09a09>Usage: Consume by reading</color>,<#d09a09>การใช้งาน: ใช้ในการอ่าน</color>
ItemInfo_九流归一,<#d09a09>Usage: Consume by reading</color>,<#d09a09>การใช้งาน: ใช้ในการอ่าน</color>
ItemInfo_小河蚌,"Upon opening, there is a chance to obtain Clam meat, Clear water.","เมื่อเปิดจะมีโอกาสได้รับเนื้อหอย, น้ำสะอาด"
ItemInfo_巫咸银鱼,"Silverfish that only live in the ponds of the Wuxian Wonderland.\n<#d09a09>Usage: Cooking, Gift</color>","ปลาตัวสีเงินที่อาศัยอยู่ในสระน้ำของ แดนสวรรค์อู๋เซี่ยน เท่านั้น\n<#d09a09>ใช้สำหรับ: ทำอาหาร, ให้เป็นของขวัญ</color>"
ItemInfo_山胭脂花,"Brightly colored Lipstick flowers, not only used for refining medicine, but also have a certain ornamental value.\n<#d09a09>Usage: Refining medicine, Gift</color>","ดอกชาดแดงสีสดใส ไม่เพียงแต่ใช้ในการปรุงยา แต่ยังมีคุณค่าด้านการประดับตกแต่งอีกด้วย\n<#d09a09>ใช้สำหรับ: ปรุงยา, ให้เป็นของขวัญ</color>"
ItemInfo_玉簪花,"A hairpin-like appearance, hence the name, can reduce swelling and relieve pain.\n<#d09a09>Usage: Refining medicine, Gift</color>","ดอกลักษณะคล้ายปิ่นติดผม จึงเป็นที่มาของชื่อ สามารถลดอาการบวมและบรรเทาอาการปวดได้\n<#d09a09>ใช้สำหรับ: ปรุงยา, ให้เป็นของขวัญ</color>"
ItemInfo_玫瑰花,"Eye-catching flowers, after drying, have the effect of promoting qi, relieving depression, harmonizing blood, and relieving pain.\n<#d09a09>Usage: Refining medicine, Gift</color>","ดอกไม้ที่สะดุดตาหลังจากการอบแห้งมีผลในการส่งเสริมชี่ บรรเทาอาการซึมเศร้า ปรับสมดุลของเลือด และบรรเทาอาการปวด\n<#d09a09>ใช้สำหรับ: ปรุงยา, ให้เป็นของขวัญ</color>"
ItemInfo_石料,"Mainly used to build homestead facilities.\n<#d09a09>Usage: Building homestead</color>","ส่วนใหญ่ใช้เพื่อสร้างสิ่งอำนวยความสะดวกที่อยู่อาศัย\n<#d09a09>ใช้สำหรับ: สร้างเคหสถาน</color>"
ItemInfo_木料,"Mainly used to build homestead facilities.\n<#d09a09>Usage: Building homestead</color>","ส่วนใหญ่ใช้เพื่อสร้างสิ่งอำนวยความสะดวกที่อยู่อาศัย\n<#d09a09>ใช้สำหรับ: สร้างเคหสถาน</color>"
ItemInfo_树叶,"A pile of leaves with no particular use, see if you can sell it for a little money!",กองใบไม้ที่ไร้ประโยชน์ พอจะเอาไปขายได้เงินสักเล็กน้อยน่าจะได้มั้ง!
ItemInfo_树皮,"Tree bark with no particular use, see if you can sell it for a little money!",เปลือกไม้ที่ไม่มีประโยชน์อะไรเป็นพิเศษ ดูสิว่าจะขายได้เงินสักเล็กๆ น้อยๆ หรือเปล่า!
ItemInfo_树根,"Tree roots with no particular use, see if you can sell it for a little money!","รากไม้ที่ไม่มีประโยชน์เป็นพิเศษ, ดูสิว่าจะขายได้เงินสักเล็กน้อยหรือเปล่า!"
ItemInfo_麻布,"Very common and cheap textiles.\n<#d09a09>Usage: Crafting equipment</color>","สิ่งทอทั่วไปและราคาถูกมาก\n<#d09a09>ใช้สำหรับ: สร้างอุปกรณ์</color>"
ItemInfo_绢布,"Silk and hemp fabric treated with a special process.\n<#d09a09>Usage: Crafting equipment</color>","ผ้าไหมและผ้าป่านผ่านกรรมวิธีพิเศษ\n<#d09a09>ใช้สำหรับ: สร้างอุปกรณ์</color>"
ItemInfo_绸缎,"A precious silk fabric with a smooth and shiny color.\n<#d09a09>Usage: Crafting equipment</color>","ผ้าไหมอันล้ำค่าที่มีสีเรียบเนียนเป็นมันเงา\n<#d09a09>ใช้สำหรับ: สร้างอุปกรณ์</color>"
ItemInfo_云锦,"Top-grade silk fabric, a royal tribute, extremely rare.\n<#d09a09>Usage: Crafting equipment</color>","ผ้าไหมชั้นดีเครื่องบรรณาการหายากมาก\n<#d09a09>ใช้สำหรับ: สร้างอุปกรณ์</color>"
ItemInfo_麻线,"Fine thread made of hemp.\n<#d09a09>Usage: Crafting equipment</color>","เส้นด้ายเนื้อดีทำจากป่าน\n<#d09a09>ใช้สำหรับ: สร้างอุปกรณ์</color>"
ItemInfo_绢丝,"Silk thread processed from silkworm silk.\n<#d09a09>Usage: Crafting equipment</color>","ด้ายไหมแปรรูปจากเส้นใยตัวไหม\n<#d09a09>ใช้สำหรับ: สร้างอุปกรณ์</color>"
ItemInfo_金线,"Silk thread made from extremely tough metal.\n<#d09a09>Usage: Crafting equipment</color>","เส้นด้ายทำจากโลหะที่มีความเหนียวมาก\n<#d09a09>ใช้สำหรับ: สร้างอุปกรณ์</color>"
ItemInfo_雪蚕丝,"Silk thread made from the silk of the legendary snow mountain peak silkworm.\n<#d09a09>Usage: Crafting equipment</color>","เส้นไหมที่ทำจากเส้นไหมของหนอนไหมบนยอดเขาหิมะในตำนาน\n<#d09a09>ใช้สำหรับ: สร้างอุปกรณ์</color>"
ItemInfo_鎏金杯,"A cup with a gold-plated outer layer, engraved with various patterns, looks very precious.\n<#d09a09>Usage: Gift</color>","ถ้วยภายนอกเคลือบด้วยทองสลักลวดลายต่างๆ ดูเลอค่ามาก\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_墨黛,"Eyebrow paint made from Mountain Rouge Flower and Coal, the color is as deep as ink.\n<#d09a09>Usage: Gift</color>","สีเขียนคิ้วผลิตจากดอกชาดภูเขาและถ่านหินให้สีที่ลึกราวกับน้ำหมึก\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_金翠黛,"An Eyebrow made of Black metal, the color is very luxurious.\n<#d09a09>Usage: Gift</color>","หมึกคิ้วทำจากโลหะสีดำ สีดูหรูหรามาก\n<#d09a09>ใช้สำหรับ: ให้เป็นของขวัญ</color>"
ItemInfo_天外流星,Sophisticated Martial Arts that the ancients understood from the situation of a meteor falling.,วิชายุทธอันลึกล้ำที่บรรพชนเข้าใจจากการสังเกตปรากฏการณ์ดาวตก
ItemInfo_怒潮心法,"The core method of Jiujiang Fortress, Rage is like a tide, each wave is higher than the last.\nAfter learning, the battle will Unlock<#29F161>Charge</color> special skill.","ตำรากำลังภายในหลักของค่ายน้ำจิ่วเจียง เกรี้ยวกราดเหมือนกระแสน้ำ โดยแต่ละคลื่นจะสูงขึ้นเรื่อยๆ\nหลังจากเรียนรู้ สามารถใช้ทักษะพิเศษ <#29F161>รวมปราณ</color> ในการต่อสู้ได้"
ItemInfo_醉仙诀,"A magical mental method that requires drinking to fully exert its Power.\nAfter learning, the battle will Unlock<#29F161>Charge</color> special skill.","เคล็ดวิชากำลังภายในที่น่าอัศจรรย์ ซึ่งต้องดื่มสุราจึงจะสามารถใช้พลังได้อย่างเต็มที่\nหลังจากเรียนรู้ สามารถใช้ทักษะพิเศษ <#29F161>รวมปราณ</color> ในการต่อสู้ได้"
ItemInfo_驭人心经,"A book that explains how to make people do their own jobs, which can better exert the combat power of companions.\nAfter learning, the battle will Unlock<#29F161>Defense</color> special skill.","คัมภีร์ที่อธิบายวิธีทำให้ผู้คนทำหน้าที่ของตนเอง เพื่อให้เพื่อนร่วมทีมทำงานได้อย่างมีประสิทธิภาพมากยิ่งขึ้น\nหลังจากเรียนรู้ สามารถใช้ทักษะพิเศษ <#29F161>ตั้งรับ</color> ในการต่อสู้ได้"
ItemInfo_烈阳焚天诀,"The scorching sun is in the sky, burning the sky.\nAfter learning, the battle will Unlock<#29F161>Charge, Heal, Detoxify</color> special skills.","พระอาทิตย์ส่องแสงแผดเผาท้องฟ้า\nหลังจากเรียนรู้ สามารถใช้ทักษะพิเศษ <#29F161>รวมปราณ, รักษา, ขจัดพิษ</color> ในการต่อสู้ได้"
ItemInfo_九幽寒霜气,"Nine You Han Tan, Qi and blood are all condensed.",ในทะเลสาบน้ำเย็นหนาวเหน็บราวกับนรกชั้นที่เก้า ปราณและพลังชีวิตทั้งหมดก็แข็งทื่อลงราวกับหยุดนิ่ง
ItemInfo_黑铁拳套图纸,"After use, you can forge<#00c6f3>Black Steel Gloves</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#00c6f3>ถุงมือเหล็กนิล</color>"
ItemInfo_九阳图纸,"After use, you can forge<#d09a09>Nine Yang</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#d09a09>ถุงมือเก้าตะวัน</color>"
ItemInfo_青云剑图纸,"After use, you can forge<#00c6f3>Blue Cloud Sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#00c6f3>กระบี่เมฆคราม</color>"
ItemInfo_龙首刀图纸,"After use, you can forge<#00c6f3>Dragonhead Blade</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#00c6f3>ดาบหัวมังกร</color>"
ItemInfo_青龙戟图纸,"After use, you can forge<#00c6f3>Blue Dragon Halberd</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#00c6f3>ทวนวงเดือนมังกรเขียว</color>"
ItemInfo_湛金枪图纸,"After use, you can forge<#c851ff>Golden Spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#c851ff>ทวนทอง</color>"
ItemInfo_蚩巫叉图纸,An expired blueprint.,"หลังจากใช้, เจ้าสามารถสร้าง <#c851ff>คราดชือโหยว</color>"
ItemInfo_方天画戟图纸,An expired blueprint.,"หลังจากใช้, เจ้าสามารถสร้าง <#d09a09>ง้าวกรีดนภา</color>"
ItemInfo_混铁棒图纸,"After use, you can forge<#00c6f3>Mixed Iron Stick</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#00c6f3>พลองเหล็กผสม</color>"
ItemInfo_天机杖图纸,"After use, you can forge<#c851ff>Tianji Rod</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#c851ff>พลองลับสวรรค์</color>"
ItemInfo_定海神针图纸,An expired blueprint.,"หลังจากใช้, เจ้าสามารถสร้าง <#d09a09>เสาค้ำทะเลตงไห่</color>"
ItemInfo_九环锡杖图纸,An expired blueprint.,"หลังจากใช้, เจ้าสามารถสร้าง <#d09a09>ไม้ขักขระราชันเก้าวงแหวน</color>"
ItemInfo_流光锥图纸,"After use, you can forge<#00c6f3>Liu Guang Cone</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#00c6f3>มีดกระจายแสง</color>"
ItemInfo_弟子装图纸,An expired blueprint.,"หลังจากใช้, เจ้าสามารถสร้าง <#00c6f3>ชุดลูกศิษย์</color>"
ItemInfo_混元衫图纸,"After use, you can forge<#c851ff>Hunyuan Shirt</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#c851ff>เสื้อรวมศูนย์</color>"
ItemInfo_烈火甲图纸,"After use, you can forge<#c851ff>Fierce Fire Armor</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#c851ff>เกราะไฟผลาญ</color>"
ItemInfo_锦襕袈裟图纸,An expired blueprint.,"หลังจากใช้, เจ้าสามารถสร้าง <#d09a09>จีวรผ้าปักไหมทอง</color>"
ItemInfo_太虚袍图纸,"After use, you can forge<#d09a09>Taixu Robe</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>เสื้อคลุมไท่ซวี</color>"
ItemInfo_广袖流仙裙图纸,"After use, you can forge<#d09a09>Wide Sleeve Flowing Fairy Skirt</color>.","หลังจากใช้, เจ้าสามารถสร้าง <#d09a09>ชุดเทพธิดาพริ้ว</color>"
