﻿题库1_题目1,This is title 1,บทนำที่ 1
儒圣馆文人闹事_题目24,"Please complete the couplet: ""The tower lights up, layer upon layer of Kongming.""","Please complete the couplet: ""The tower lights up, layer upon layer of Kongming."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目25,"Please complete the couplet: ""One sheep leads two lambs.""","Please complete the couplet: ""One sheep leads two lambs."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目26,"Please complete the couplet: ""Blue Mountain is fortunate to bury loyal bones.""","Please complete the couplet: ""Blue Mountain is fortunate to bury loyal bones."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目27,"Please complete the couplet: ""The silkworm is the insect of the world.""","Please complete the couplet: ""The silkworm is the insect of the world."" (ตอบข้อ 3)"
儒圣馆文人闹事_题目28,"Please complete the couplet: ""The green water has no worries, but the wind wrinkles its face.""","Please complete the couplet: ""The green water has no worries, but the wind wrinkles its face."" (ตอบข้อ 1)"
儒圣馆文人闹事_题目29,"Please complete the couplet: ""The bright moon in the sky illuminates the three thousand realms.""","Please complete the couplet: ""The bright moon in the sky illuminates the three thousand realms."" (ตอบข้อ 4)"
儒圣馆文人闹事_题目1_答案1,The Sky Pavilion is the Cloud Pavilion.
儒圣馆文人闹事_题目1_答案2,The flower in the mirror is the flower in the water.
儒圣馆文人闹事_题目1_答案3,The person in the eye is the person in front.
儒圣馆文人闹事_题目1_答案4,The love in the dream is the love in the heart.
儒圣馆文人闹事_题目2_答案1,"Snow is the silver screen, clouds are the curtains, the mountains and rivers are magnificent."
儒圣馆文人闹事_题目2_答案2,"Thunder is the war drum, lightning is the flag, the wind and clouds meet."
儒圣馆文人闹事_题目2_答案3,"Fire is the Flame Emperor, water is the king, the weather is varied."
儒圣馆文人闹事_题目2_答案4,"Wind is the horse's head, rain is the whip, the spirit is thunderous."
儒圣馆文人闹事_题目3_答案1,A hundred paintings hang in the hall.
儒圣馆文人闹事_题目3_答案2,Ten thousand books are stored in the house.
儒圣馆文人闹事_题目3_答案3,Half an acre of flowers are planted in the room.
儒圣馆文人闹事_题目3_答案4,Four maps are pasted on the wall.
儒圣馆文人闹事_题目4_答案1,Plant chrysanthemums without seeking lotus.
儒圣馆文人闹事_题目4_答案2,See peaches without thinking of plums.
儒圣馆文人闹事_题目4_答案3,Have apricots without needing plums.
儒圣馆文人闹事_题目4_答案4,Get lotus without asking for lotus root.
儒圣馆文人闹事_题目5_答案1,"Without talent, become a scholar."
儒圣馆文人闹事_题目5_答案2,"Without learning, become a famous scholar."
儒圣馆文人闹事_题目5_答案3,Have ambition to become a teacher.
儒圣馆文人闹事_题目5_答案4,A wise wife comes with age.
儒圣馆文人闹事_题目6_答案1,"Blue Mountain is not old, but its snow is white."
儒圣馆文人闹事_题目6_答案2,"Safflower has its own fragrance, because of the butterfly's graceful dance."
儒圣馆文人闹事_题目6_答案3,"White clouds have no fixed shape, they change with the wind."
儒圣馆文人闹事_题目6_答案4,"The Yellow River often has waves, because of the soil and sand."
儒圣馆文人闹事_题目7_答案1,Who knows about the carp that jumped over the dragon gate in the past?
儒圣馆文人闹事_题目7_答案2,Isn't it you who climbed the moon platform to pick apricots at this time?
儒圣馆文人闹事_题目7_答案3,"In the future, when I climb the moon palace to pick osmanthus, I will definitely be there."
儒圣馆文人闹事_题目7_答案4,"In the future, when I climb the phoenix tower to look at the immortals, I will definitely not be there."
儒圣馆文人闹事_题目8_答案1,"Proudly, there are glorious things for the country."
儒圣馆文人闹事_题目8_答案2,"With a wave of the hand, it's a farewell, leaving behind the hard-to-let-go feelings of the world."
儒圣馆文人闹事_题目8_答案3,"With a glance, you can see the wonders of the world."
儒圣馆文人闹事_题目8_答案4,"With a laugh, you laugh at the ridiculous people in the world."
儒圣馆文人闹事_题目9_答案1,People are drunk in the spring breeze on the twelfth floor.
儒圣馆文人闹事_题目9_答案2,The ground is moist and the flowers are fragrant in all four seasons.
儒圣馆文人闹事_题目9_答案3,The water is clear and the fish jump in the nine-bend river.
儒圣馆文人闹事_题目9_答案4,The mountains are green and the birds sing in the eight winds.
儒圣馆文人闹事_题目10_答案1,Orchids are fragrant in the summer garden.
儒圣馆文人闹事_题目10_答案2,Plum blossoms fight the snow in the deep winter.
儒圣馆文人闹事_题目10_答案3,Lotus comes out of the waves in early summer.
儒圣馆文人闹事_题目10_答案4,Peach blossoms laugh at the east wind in spring.
儒圣馆文人闹事_题目11_答案1,Enjoy mooncakes during the Mid-Autumn Festival.
儒圣馆文人闹事_题目11_答案2,Celebrate the New Year during the Spring Festival.
儒圣馆文人闹事_题目11_答案3,Enjoy the lanterns and the moon during the Lantern Festival.
儒圣馆文人闹事_题目11_答案4,Celebrate the long spring during the festival.
儒圣馆文人闹事_题目12_答案1,Songs and dances celebrate the prosperous times in all four seas.
儒圣馆文人闹事_题目12_答案2,The whole city is filled with music and joy in times of peace.
儒圣馆文人闹事_题目12_答案3,The people live in peace and enjoy a bountiful year.
儒圣馆文人闹事_题目12_答案4,Laughter is shared across the five lakes and four seas.
儒圣馆文人闹事_题目13_答案1,Family love is shared across a thousand miles.
儒圣馆文人闹事_题目13_答案2,The earth is bright and the night is never dark.
儒圣馆文人闹事_题目13_答案3,Stars from all directions accompany the Mid-Autumn Festival.
儒圣馆文人闹事_题目13_答案4,Blessings from all directions are sent to the bright moon.
儒圣馆文人闹事_题目14_答案1,The phoenix presents auspicious signs.
儒圣馆文人闹事_题目14_答案2,The jade rabbit delivers the full moon.
儒圣馆文人闹事_题目14_答案3,The silver heron brings warmth to the returning people.
儒圣馆文人闹事_题目14_答案4,The golden bird brings joy to the welcoming door.
儒圣馆文人闹事_题目15_答案1,All families are happy when they are reunited.
儒圣馆文人闹事_题目15_答案2,A thousand miles of ice has not yet melted.
儒圣馆文人闹事_题目15_答案3,Colorful clouds reflect the festival from all directions.
儒圣馆文人闹事_题目15_答案4,A day of auspicious snow signifies a bountiful year.
儒圣馆文人闹事_题目16_答案1,"The moon is full and the flowers are beautiful, everything goes as wished."
儒圣馆文人闹事_题目16_答案2,"Spring fills Heaven and Earth, and blessings fill the hall."
儒圣馆文人闹事_题目16_答案3,With age comes virtue and constant fortune.
儒圣馆文人闹事_题目16_答案4,"The days are long, the wind is gentle, and the atmosphere is peaceful."
儒圣馆文人闹事_题目17_答案1,Flowers bloom from the soil.
儒圣馆文人闹事_题目17_答案2,Sounds come from the wind.
儒圣馆文人闹事_题目17_答案3,Smoke is produced by fire.
儒圣馆文人闹事_题目17_答案4,Waves are created by water.
儒圣馆文人闹事_题目18_答案1,Stone heart and fire eyes have souls.
儒圣馆文人闹事_题目18_答案2,Iron branches and silver leaves have no trunk.
儒圣馆文人闹事_题目18_答案3,Wood bones and ice skin have no blood vessels.
儒圣馆文人闹事_题目18_答案4,Jade leaves and golden flowers have the same root.
儒圣馆文人闹事_题目19_答案1,"Grain and fire make autumn, and the sun dries the grain to make it fragrant."
儒圣馆文人闹事_题目19_答案2,"Snow and water make winter, and the moon shines on the cold river."
儒圣馆文人闹事_题目19_答案3,"Fruit and wind make summer, and the sun ripens the sweet fruit."
儒圣馆文人闹事_题目19_答案4,"Flowers and rain make spring, and the wind blows the flowers all over the garden."
儒圣馆文人闹事_题目20_答案1,Fame resounds in all directions.
儒圣馆文人闹事_题目20_答案2,The painter's name is passed down through generations.
儒圣馆文人闹事_题目20_答案3,Culture flourishes in the eight deserts.
儒圣馆文人闹事_题目20_答案4,The poet's works last for a thousand autumns.
儒圣馆文人闹事_题目21_答案1,"Honor and disgrace, everything is in everyone's heart."
儒圣馆文人闹事_题目21_答案2,"Birds and beasts, everywhere there are mountains and waters."
儒圣馆文人闹事_题目21_答案3,"Spring and Autumn, every day and every month."
儒圣馆文人闹事_题目21_答案4,"Flowers and grass, every year and every morning and evening."
儒圣馆文人闹事_题目22_答案1,Three and four.
儒圣馆文人闹事_题目22_答案2,One and two.
儒圣馆文人闹事_题目22_答案3,"Six, seven, eight, nine."
儒圣馆文人闹事_题目22_答案4,Ten and a hundred.
儒圣馆文人闹事_题目23_答案1,Taihu Lake is an island in Taihu Lake.
儒圣馆文人闹事_题目23_答案2,The Yellow River is a loop in the Yellow River.
儒圣馆文人闹事_题目23_答案3,The Yangtze River is a mouth in the Yangtze River.
儒圣馆文人闹事_题目23_答案4,Dongting Lake is a lake in Dongting.
儒圣馆文人闹事_题目24_答案1,"Digging lotus roots in the lotus pond, each section is as white as Bai Juyi."
儒圣馆文人闹事_题目24_答案2,"Planting flowers in the flower garden, each one is as beautiful as Li Bai."
儒圣馆文人闹事_题目24_答案3,"Buying lanterns in the lantern market, each one is as bright as the moon."
儒圣馆文人闹事_题目24_答案4,"Fishing on the stone bridge, each rod is as clever as Zhuge."
儒圣馆文人闹事_题目25_答案1,Five dogs share four bones.
儒圣馆文人闹事_题目25_答案2,Four chickens lay three eggs.
儒圣馆文人闹事_题目25_答案3,Three cows plow two acres.
儒圣馆文人闹事_题目25_答案4,Two pigs share one trough.
儒圣馆文人闹事_题目26_答案1,The yellow soil can't bury the wise.
儒圣馆文人闹事_题目26_答案2,The green water is heartless and drowns the righteous.
儒圣馆文人闹事_题目26_答案3,White iron is innocent and casts the flatterer.
儒圣馆文人闹事_题目26_答案4,Red clay can't bear to burn the sage.
儒圣馆文人闹事_题目27_答案1,The shrimp is the dragon in the water.
儒圣馆文人闹事_题目27_答案2,The butterfly is the guest in the flower.
儒圣馆文人闹事_题目27_答案3,The swan is a bird by the river.
儒圣馆文人闹事_题目27_答案4,The bee is the king in the honey.
儒圣馆文人闹事_题目28_答案1,"Blue Mountain is not old, but its snow is white."
儒圣馆文人闹事_题目28_答案2,"Safflower has its own fragrance, and the butterfly dances gracefully."
儒圣馆文人闹事_题目28_答案3,"White clouds have no fixed shape, they change with the wind."
儒圣馆文人闹事_题目28_答案4,"The Yellow River often has waves, because of the soil and sand."
儒圣馆文人闹事_题目29_答案1,The water is clear and the fish jump in the nine-bend river.
儒圣馆文人闹事_题目29_答案2,The mountains are green and the birds sing in the eight winds.
儒圣馆文人闹事_题目29_答案3,The ground is moist and the flowers are fragrant in all four seasons.
儒圣馆文人闹事_题目29_答案4,People are drunk in the spring breeze on the twelfth floor.
哑巴老太太猜字_题目1,Lost its heart,Lost it's heart (คำตอบ 1 Total)
哑巴老太太猜字_题目2,The sun rises in the east,The sun rises in the east (คำตอบ 1 Nine)
哑巴老太太猜字_题目3,Hand without an inch of iron,Hand without an inch of iron (คำตอบ 1 Control)
哑巴老太太猜字_题目4,Brothers and sisters,Brothers and sisters (คำตอบ 1 Catch)
哑巴老太太猜字_题目5,Thousands of words,Thousands of words (คำตอบ 2 Enough)
哑巴老太太猜字_题目6,Collusion between the top and the bottom,Collusion between the top and the bottom (คำตอบ 2 Card)
哑巴老太太猜字_题目7,January 7th,January 7th (ตอบ 2 - Fat)
哑巴老太太猜字_题目8,Arrow Through the Heart,Arrow Through the Heart (ตอบ 2 - Must)
哑巴老太太猜字_题目9,A Sudden Move,A Sudden Move (ตอบ 3 - Fit)
哑巴老太太猜字_题目10,A man out of his place,A man out of his place (ตอบ 3 - Stand)
哑巴老太太猜字_题目11,Extra Generous,Extra Generous (ตอบ 3 - Return)
哑巴老太太猜字_题目12,Beyond the Blue Mountain,Beyond the Blue Mountain (ตอบ 4 - Out)
哑巴老太太猜字_题目13,The Emperor's New Clothes,The Emperor's New Clothes (ตอบ 4 - Attack)
哑巴老太太猜字_题目14,One Big Two Small,One Big Two Small (ตอบ 4 - Nai)
哑巴老太太猜字_题目15,Wave Goodbye,Wave Goodbye (ตอบ 4 - Army)
哑巴老太太猜字_题目1_答案1,Total
哑巴老太太猜字_题目1_答案2,Field
哑巴老太太猜字_题目1_答案3,Must
哑巴老太太猜字_题目1_答案4,Two
哑巴老太太猜字_题目2_答案1,Nine
哑巴老太太猜字_题目2_答案2,Day
哑巴老太太猜字_题目2_答案3,Mouth
哑巴老太太猜字_题目2_答案4,One
哑巴老太太猜字_题目3_答案1,Control
哑巴老太太猜字_题目3_答案2,Gold
哑巴老太太猜字_题目3_答案3,Empty
哑巴老太太猜字_题目3_答案4,Hit
哑巴老太太猜字_题目4_答案1,Catch
哑巴老太太猜字_题目4_答案2,Many
哑巴老太太猜字_题目4_答案3,Argue
哑巴老太太猜字_题目4_答案4,Peace
哑巴老太太猜字_题目5_答案1,Mouth
哑巴老太太猜字_题目5_答案2,Enough
哑巴老太太猜字_题目5_答案3,Five
哑巴老太太猜字_题目5_答案4,Ten
哑巴老太太猜字_题目6_答案1,One
哑巴老太太猜字_题目6_答案2,Card
哑巴老太太猜字_题目6_答案3,Ten
哑巴老太太猜字_题目6_答案4,Mouth
哑巴老太太猜字_题目7_答案1,Ten
哑巴老太太猜字_题目7_答案2,Fat
哑巴老太太猜字_题目7_答案3,Mouth
哑巴老太太猜字_题目7_答案4,Wax
哑巴老太太猜字_题目8_答案1,Ten
哑巴老太太猜字_题目8_答案2,Must
哑巴老太太猜字_题目8_答案3,Small
哑巴老太太猜字_题目8_答案4,Die
哑巴老太太猜字_题目9_答案1,Thousand
哑巴老太太猜字_题目9_答案2,Meow
哑巴老太太猜字_题目9_答案3,Fit
哑巴老太太猜字_题目9_答案4,Tongue
哑巴老太太猜字_题目10_答案1,One
哑巴老太太猜字_题目10_答案2,Soil
哑巴老太太猜字_题目10_答案3,Stand
哑巴老太太猜字_题目10_答案4,People
哑巴老太太猜字_题目11_答案1,Mouth
哑巴老太太猜字_题目11_答案2,Day
哑巴老太太猜字_题目11_答案3,Return
哑巴老太太猜字_题目11_答案4,Lu
哑巴老太太猜字_题目12_答案1,Green
哑巴老太太猜字_题目12_答案2,Three
哑巴老太太猜字_题目12_答案3,Yue
哑巴老太太猜字_题目12_答案4,Out
哑巴老太太猜字_题目13_答案1,Naked
哑巴老太太猜字_题目13_答案2,Pretty
哑巴老太太猜字_题目13_答案3,
哑巴老太太猜字_题目13_答案4,Attack
哑巴老太太猜字_题目14_答案1,Soil
哑巴老太太猜字_题目14_答案2,People
哑巴老太太猜字_题目14_答案3,Dust
哑巴老太太猜字_题目14_答案4,Nai
哑巴老太太猜字_题目15_答案1,Mouth
哑巴老太太猜字_题目15_答案2,Another
哑巴老太太猜字_题目15_答案3,Knife
哑巴老太太猜字_题目15_答案4,Army
儒圣馆答疑解惑_题目1,"What does the ""shoe"" in ""Zheng people buy shoes"" mean?","What does the ""shoe"" in ""Zheng people buy shoes"" mean? (ตอบข้อ 3)"
儒圣馆答疑解惑_题目2,What is the origin of eating mooncakes during the Mid-Autumn Festival?,What is the origin of eating mooncakes during the Mid-Autumn Festival? (ตอบข้อ 2)
儒圣馆答疑解惑_题目3,"What does ""coming but not going is impolite"" mean?","What does ""coming but not going is impolite"" mean? (ตอบข้อ 1)"
儒圣馆答疑解惑_题目4,"What does the ""autumn"" in ""one day three autumns"" mean?","What does the ""autumn"" in ""one day three autumns"" mean? (ตอบข้อ 4)"
儒圣馆答疑解惑_题目5,Why do we race dragon boats during the Dragon Boat Festival?,Why do we race dragon boats during the Dragon Boat Festival? (ตอบข้อ 3)
儒圣馆答疑解惑_题目6,"Which book does ""A journey of a thousand miles begins with a single step"" come from?","Which book does ""A journey of a thousand miles begins with a single step"" come from? (ตอบข้อ 2)"
儒圣馆答疑解惑_题目7,"Which dynasty did the ""Spring Festival"" originate from?","Which dynasty did the ""Spring Festival"" originate from? (ตอบข้อ 4)"
儒圣馆答疑解惑_题目8,"What are the ""three obediences"" in ""three obediences and four virtues""?","What are the ""three obediences"" in ""three obediences and four virtues""? (ตอบข้อ 2)"
儒圣馆答疑解惑_题目9,"What does the ""joy"" in ""it's better to enjoy together than alone"" mean?","What does the ""joy"" in ""it's better to enjoy together than alone"" mean? (ตอบข้อ 2)"
儒圣馆答疑解惑_题目10,"What does the ""drum"" in ""First blood"" mean?","What does the ""drum"" in ""First blood"" mean? (ตอบข้อ 1)"
儒圣馆答疑解惑_题目11,"What does the ""autumn"" in ""a day without seeing you feels like three autumns"" mean?","What does the ""autumn"" in ""a day without seeing you feels like three autumns"" mean? (ตอบข้อ 3)"
儒圣馆答疑解惑_题目12,"Whose residence is the ""thatched cottage"" in ""three visits to the thatched cottage""?","Whose residence is the ""thatched cottage"" in ""three visits to the thatched cottage""? (ตอบข้อ 3)"
儒圣馆答疑解惑_题目13,"Who is the author of ""Sing loudly in the day and must be drunk""?","Who is the author of ""Sing loudly in the day and must be drunk""? (ตอบข้อ 3)"
儒圣馆答疑解惑_题目14,"What does the ""eye"" in ""painting the dragon and dotting the eye"" mean?","What does the ""eye"" in ""painting the dragon and dotting the eye"" mean? (ตอบข้อ 4)"
儒圣馆答疑解惑_题目15,"What does the ""worry"" in ""those who do not worry about the future must have immediate worries"" mean?","What does the ""eye"" in ""painting the dragon and dotting the eye"" mean? (ตอบข้อ 3)"
儒圣馆答疑解惑_题目16,"What does the ""gold"" in ""a word worth a thousand gold"" mean?","What does the ""gold"" in ""a word worth a thousand gold"" mean? (ตอบข้อ 2)"
儒圣馆答疑解惑_题目17,"What are the four books in ""Four Books and Five Classics""?","What are the four books in ""Four Books and Five Classics""? (ตอบข้อ 1)"
儒圣馆答疑解惑_题目18,"What does the ""cry"" in ""a cry that shocks everyone"" mean?","What does the ""cry"" in ""a cry that shocks everyone"" mean? (ตอบข้อ 3)"
儒圣馆答疑解惑_题目19,"What does the ""peach and plum"" in ""peach and plum do not speak, but a path is formed beneath them"" mean?","What does the ""peach and plum"" in ""peach and plum do not speak, but a path is formed beneath them"" mean? (ตอบข้อ 2)"
儒圣馆答疑解惑_题目20,"What does the ""pot"" in ""break the pots and sink the boats"" mean?","What does the ""pot"" in ""break the pots and sink the boats"" mean? (ตอบข้อ 2)"
儒圣馆答疑解惑_题目21,"What does the ""silk"" in ""the spring silkworm may not stop until death, the silk it spits out until the end"" mean?","What does the ""silk"" in ""the spring silkworm may not stop until death, the silk it spits out until the end"" mean? (ตอบข้อ 4)"
儒圣馆答疑解惑_题目22,"What does the ""water"" in ""a belt of water"" mean?","What does the ""water"" in ""a belt of water"" mean? (ตอบข้อ 2)"
儒圣馆答疑解惑_题目23,"What does the ""flower"" in ""a flower, a world"" mean?","What does the ""flower"" in ""a flower, a world"" mean? (ตอบข้อ 1)"
儒圣馆答疑解惑_题目24,Why do we eat Tangyuan during the Lantern Festival?,Why do we eat Tangyuan during the Lantern Festival? (ตอบข้อ 1)
儒圣馆答疑解惑_题目25,"What does the ""sea"" in ""all within the four seas are brothers"" mean?","What does the ""sea"" in ""all within the four seas are brothers"" mean? (ตอบข้อ 4)"
儒圣馆答疑解惑_题目26,"What does the ""firewood"" in ""sleep on brushwood and taste gall"" mean?","What does the ""firewood"" in ""sleep on brushwood and taste gall"" mean? (ตอบข้อ 2)"
儒圣馆答疑解惑_题目27,"What does the ""cup"" in ""seeing a bow in a cup as a snake"" mean?","What does the ""cup"" in ""seeing a bow in a cup as a snake"" mean? (ตอบข้อ 4)"
儒圣馆答疑解惑_题目28,"What does the ""see"" in ""seeing is believing"" mean?","What does the ""see"" in ""seeing is believing"" mean? (ตอบข้อ 3)"
儒圣馆答疑解惑_题目29,"Which three countries are in ""Romance of the Three Kingdoms""?","Which three countries are in ""Romance of the Three Kingdoms""? (ตอบข้อ 1)"
儒圣馆答疑解惑_题目30,"What does the ""cave"" in ""without entering the tiger's den, how can one get the tiger's cub"" mean?","What does the ""cave"" in ""without entering the tiger's den, how can one get the tiger's cub"" mean? (ตอบข้อ 3)"
儒圣馆答疑解惑_题目31,"What does the ""morning"" in ""the plan of a day lies in the morning"" mean?","What does the ""morning"" in ""the plan of a day lies in the morning"" mean? (ตอบข้อ 4)"
儒圣馆答疑解惑_题目32,Why do we wear sachets during the Dragon Boat Festival?,Why do we wear sachets during the Dragon Boat Festival? (ตอบข้อ 1)
儒圣馆答疑解惑_题目1_答案1,It refers to the foot.
儒圣馆答疑解惑_题目1_答案2,It refers to the road.
儒圣馆答疑解惑_题目1_答案3,It refers to the shoes.
儒圣馆答疑解惑_题目1_答案4,It refers to the car.
儒圣馆答疑解惑_题目2_答案1,Offerings for the moon god.
儒圣馆答疑解惑_题目2_答案2,A signal for the uprising against the Yuan Dynasty.,A signal for the uprising against the Yuan Dynasty. ถูก
儒圣馆答疑解惑_题目2_答案3,Symbolizes reunion.
儒圣馆答疑解惑_题目2_答案4,A method of using surplus grain.
儒圣馆答疑解惑_题目3_答案1,It's impolite not to return a gift.
儒圣馆答疑解惑_题目3_答案2,It's impolite not to attend when invited.
儒圣馆答疑解惑_题目3_答案3,It's impolite not to thank for help.
儒圣馆答疑解惑_题目3_答案4,It's impolite not to correct after criticism.
儒圣馆答疑解惑_题目4_答案1,Refers to the fruit on a tree.
儒圣馆答疑解惑_题目4_答案2,Refers to the later years of life.
儒圣馆答疑解惑_题目4_答案3,Refers to the result of a matter.
儒圣馆答疑解惑_题目4_答案4,Refers to the autumn of a year.
儒圣馆答疑解惑_题目5_答案1,Pray for good weather.
儒圣馆答疑解惑_题目5_答案2,Show off water skills.
儒圣馆答疑解惑_题目5_答案3,Commemorate Qu Yuan's suicide by jumping into the river.
儒圣馆答疑解惑_题目5_答案4,Banish water monsters.
儒圣馆答疑解惑_题目6_答案1,"From ""Mencius""."
儒圣馆答疑解惑_题目6_答案2,"From ""Laozi""."
儒圣馆答疑解惑_题目6_答案3,"From ""Analects of Confucius""."
儒圣馆答疑解惑_题目6_答案4,"From ""Zhuangzi""."
儒圣馆答疑解惑_题目7_答案1,Tang Dynasty.
儒圣馆答疑解惑_题目7_答案2,Yuan Dynasty.
儒圣馆答疑解惑_题目7_答案3,Ming Dynasty.
儒圣馆答疑解惑_题目7_答案4,Shang Dynasty.
儒圣馆答疑解惑_题目8_答案1,"Children should obey their father, mother, and teacher."
儒圣馆答疑解惑_题目8_答案2,"Women should follow their father, husband, and son."
儒圣馆答疑解惑_题目8_答案3,"Subjects should follow their king, the law, and the rites."
儒圣馆答疑解惑_题目8_答案4,"Brothers should follow the elder, the kin, and the friend."
儒圣馆答疑解惑_题目9_答案1,It refers to the joy of playing music.
儒圣馆答疑解惑_题目9_答案2,It refers to the pleasure of appreciating music.
儒圣馆答疑解惑_题目9_答案3,It refers to the fun of collecting musical instruments.
儒圣馆答疑解惑_题目9_答案4,It uses repetition to highlight joy.
儒圣馆答疑解惑_题目10_答案1,War drum.
儒圣馆答疑解惑_题目10_答案2,Gong and drum.
儒圣馆答疑解惑_题目10_答案3,Applause.
儒圣馆答疑解惑_题目10_答案4,Encouragement.
儒圣馆答疑解惑_题目11_答案1,Refers to the fruit on a tree.
儒圣馆答疑解惑_题目11_答案2,Refers to the later years of life.
儒圣馆答疑解惑_题目11_答案3,Refers to the autumn of a year.
儒圣馆答疑解惑_题目11_答案4,Refers to the result of a matter.
儒圣馆答疑解惑_题目12_答案1,The residence of Liu Bei.
儒圣馆答疑解惑_题目12_答案2,The residence of Sun Quan.
儒圣馆答疑解惑_题目12_答案3,The residence of Zhuge Liang.
儒圣馆答疑解惑_题目12_答案4,The residence of Cao Cao.
儒圣馆答疑解惑_题目13_答案1,Li Bai.
儒圣馆答疑解惑_题目13_答案2,Bai Juyi.
儒圣馆答疑解惑_题目13_答案3,Du Fu.
儒圣馆答疑解惑_题目13_答案4,Li Qingzhao.
儒圣馆答疑解惑_题目14_答案1,Spirit.
儒圣馆答疑解惑_题目14_答案2,Color.
儒圣馆答疑解惑_题目14_答案3,Decoration.
儒圣馆答疑解惑_题目14_答案4,Eyes.
儒圣馆答疑解惑_题目15_答案1,Worry or anxiety.
儒圣馆答疑解惑_题目15_答案2,Hesitation or concern.
儒圣馆答疑解惑_题目15_答案3,Consideration or thinking.
儒圣馆答疑解惑_题目15_答案4,Plan or scheme.,วางแผน หรือ แผนการ
儒圣馆答疑解惑_题目16_答案1,Metal.
儒圣馆答疑解惑_题目16_答案2,Money or value.
儒圣馆答疑解惑_题目16_答案3,Gold.
儒圣馆答疑解惑_题目16_答案4,Fame and fortune.
儒圣馆答疑解惑_题目17_答案1,"""The Great Learning"", ""The Doctrine of the Mean"", ""Analects of Confucius"", ""Mencius""."
儒圣馆答疑解惑_题目17_答案2,"""Laozi"", ""Zhuangzi"", ""Book of Changes"", ""Tao Te Ching""."
儒圣馆答疑解惑_题目17_答案3,"""Book of Songs"", ""Book of Documents"", ""Book of Rites"", ""Spring and Autumn Annals""."
儒圣馆答疑解惑_题目17_答案4,"""Records of the Grand Historian"", ""Book of Han"", ""Book of the Later Han"", ""Records of the Three Kingdoms""."
儒圣馆答疑解惑_题目18_答案1,Fame or reputation.
儒圣馆答疑解惑_题目18_答案2,Light or radiance.
儒圣馆答疑解惑_题目18_答案3,Call or sound.
儒圣馆答疑解惑_题目18_答案4,Warning or caution.
儒圣馆答疑解惑_题目19_答案1,Peach blossoms and plum blossoms.
儒圣馆答疑解惑_题目19_答案2,Peach trees and plum trees.
儒圣馆答疑解惑_题目19_答案3,Peach and plum.
儒圣馆答疑解惑_题目19_答案4,Students and disciples.
儒圣馆答疑解惑_题目20_答案1,Axe.
儒圣馆答疑解惑_题目20_答案2,Pot.
儒圣馆答疑解惑_题目20_答案3,Sickle.
儒圣馆答疑解惑_题目20_答案4,Hook.
儒圣馆答疑解惑_题目21_答案1,Silk.
儒圣馆答疑解惑_题目21_答案2,Silk thread.
儒圣馆答疑解惑_题目21_答案3,Silk Road.
儒圣馆答疑解惑_题目21_答案4,Silkworm silk.
儒圣馆答疑解惑_题目22_答案1,Rain and dew.
儒圣馆答疑解惑_题目22_答案2,Rivers and lakes.
儒圣馆答疑解惑_题目22_答案3,Tears.
儒圣馆答疑解惑_题目22_答案4,Ink wash painting.
儒圣馆答疑解惑_题目23_答案1,Any flower.
儒圣馆答疑解惑_题目23_答案2,Peony.
儒圣馆答疑解惑_题目23_答案3,Peony.
儒圣馆答疑解惑_题目23_答案4,Chrysanthemum.
儒圣馆答疑解惑_题目24_答案1,Symbolizes reunion and harmony.
儒圣馆答疑解惑_题目24_答案2,Symbolizes wealth and auspiciousness.
儒圣馆答疑解惑_题目24_答案3,Symbolizes sweetness and happiness.
儒圣馆答疑解惑_题目24_答案4,Symbolizes softness and warmth.
儒圣馆答疑解惑_题目25_答案1,Ocean or water area.
儒圣馆答疑解惑_题目25_答案2,The world or the world.
儒圣馆答疑解惑_题目25_答案3,Border or national border.
儒圣馆答疑解惑_题目25_答案4,Scope or field.
儒圣馆答疑解惑_题目26_答案1,Salary.
儒圣馆答疑解惑_题目26_答案2,Firewood.
儒圣馆答疑解惑_题目26_答案3,Hardship.
儒圣馆答疑解惑_题目26_答案4,Merit.
儒圣馆答疑解惑_题目27_答案1,Trophy.
儒圣馆答疑解惑_题目27_答案2,Standard.
儒圣馆答疑解惑_题目27_答案3,Elegance.
儒圣馆答疑解惑_题目27_答案4,Wine glass.
儒圣馆答疑解惑_题目28_答案1,Understanding or comprehension.
儒圣馆答疑解惑_题目28_答案2,Meeting or encounter.
儒圣馆答疑解惑_题目28_答案3,Seeing or witnessing.
儒圣馆答疑解惑_题目28_答案4,Opinion or viewpoint.
儒圣馆答疑解惑_题目29_答案1,"Wei, Shu, and Wu."
儒圣馆答疑解惑_题目29_答案2,"Han, Xianbei, and Xiongnu."
儒圣馆答疑解惑_题目29_答案3,"Jin, Chu, and Qin."
儒圣馆答疑解惑_题目29_答案4,"Song, Liao, and Jin."
儒圣馆答疑解惑_题目30_答案1,Danger.
儒圣馆答疑解惑_题目30_答案2,Opportunity.,โอกาส
儒圣馆答疑解惑_题目30_答案3,Nest.
儒圣馆答疑解惑_题目30_答案4,Privacy.
儒圣馆答疑解惑_题目31_答案1,Tomorrow morning.
儒圣馆答疑解惑_题目31_答案2,Dawn.
儒圣馆答疑解惑_题目31_答案3,Today.
儒圣馆答疑解惑_题目31_答案4,Early morning.
