﻿Fame-35_1_1,This pigeon letter...,นกพิราบส่งสาร...
M2329-2_1_2,"This... I'd better not, goodbye!",เอ่อ... เกรงว่าคงไม่สะดวก ขอลา!
M2328-1_1_1,"The door of this room is wide open, but there's no one inside...",ประตูห้องนี้เปิดกว้าง แต่กลับไม่มีผู้ใดอยู่ภายใน...
M2328-1_1_2,Maybe the person living in this room went out for something. Let's go around the ship.,บางทีผู้พักในห้องนี้อาจมีธุระออกไป ลองเดินสำรวจที่อื่นบนเรือก่อนเถอะ
M2330-1_1_1,"This is the warehouse that Boss Qian mentioned, there are indeed a lot of things piled up...",ที่นี่ก็คลังสินค้าที่เจ้าสัวเฉียนบอกไว้ ของกองเต็มไปหมดจริง ๆ...
M2330-2_1_1,"(This person is staring at these goods in a daze, I don't know what he's thinking.)",(ชายผู้นี้ยืนเหม่อมองสินค้า ไม่รู้ว่ากำลังคิดสิ่งใดอยู่...)
M2330-2_1_2,Let's not disturb him.,อย่าได้รบกวนเขาเลย
M2330-2_2_1,This thing {yell}——!,{yell}สิ่งนี้—!
M2330-2_2_2,Keep your voice down.,เบาเสียงหน่อย!
M2330-2_2_3,"What are you doing, are you trying to steal the goods?",พวกเจ้ากำลังทำอะไร คิดจะขโมยของอย่างนั้นหรือ?
M2330-2_2_4,"No, no, no, you misunderstood. Master Shi and I were saying that the goods on this ship...",ไม่ๆๆ ท่านเข้าใจผิดแล้ว ใต้เท้าซีกับข้ากำลังพูดถึงเรื่องของบนเรือลำนี้...
M2330-2_2_5,"Tsk, keep your voice down.",ชิ! เบาเสียงหน่อยสิ
M2330-2_2_6,"Hero {PlayerSurName}, this is not the place to talk, please go back to our room and talk.",ท่านจอมยุทธ์{PlayerSurName} ที่นี่ไม่ใช่ที่พูดคุย กลับไปคุยกันในห้องเราจะดีกว่า
M2330-2_2_7,"Alright, tell me, what are you two doing?",เอาล่ะ ว่าไปเถอะ พวกเจ้ากำลังทำอะไรกันแน่?
M2330-2_2_8,"Hero {PlayerSurName}, have you seen the batch of goods in the warehouse?",จอมยุทธ์{PlayerSurName} ท่านสังเกตเห็นสินค้าที่เก็บอยู่ในคลังสินค้าหรือไม่?
M2330-2_2_9,"No, what's wrong with that batch of goods?",ยังไม่ทันได้ดู มีอะไรผิดปกติหรือ?
M2330-2_2_10,"In that batch of goods, there are stolen items hidden.",ภายในนั้นมีของที่ถูกขโมยไปมาซ่อนอยู่
M2330-2_2_11,What stolen items?,ของที่ถูกขโมย? คืออะไรหรือ?
M2330-2_2_12,"I don't know, but from the looks of it, it should be something from the Buddhist sect, so I asked Master Wu Jing to take a look.",ไม่แน่ชัด แต่จากที่เห็น น่าจะเป็นของของนิกายพุทธ ข้าจึงเชิญท่านไต้ซืออู่จิ้งมาดู
M2330-2_2_13,"Master Shi Heng is right, those items indeed belong to the Buddhist sect, judging by the craftsmanship, they are either the burial objects of the Accomplished monk or the treasures of the temple!",ท่านสือเหิงกล่าวได้ถูกต้อง สิ่งเหล่านั้นเป็นของสำนักสงฆ์ ดูจากงานฝีมือแล้ว ไม่ใช่ของฝังศพของหลวงจีนผู้ทรงศีล แต่เป็นของสะสมในวัด!
M2330-2_2_14,"In any case, they are all priceless treasures!",พูดง่ายๆ คือเป็นของล้ำค่าทั้งหมด!
M2330-2_2_15,"Since Master Wu Jing said so, it must be correct.",ในเมื่อท่านไต้ซืออู่จิ้งกล่าวเช่นนั้น ก็คงไม่น่าจะผิดพลาด
M2330-2_2_16,"This ship is heading to the Yan Kingdom, could it be that Boss Qian is selling these items to the Yan people in exchange for wealth?",เรือลำนี้กำลังเดินทางไปยังแคว้นเยี่ยน... หรือว่าเจ้าสัวเฉียนจะขายของเหล่านี้ให้พวกเยี่ยนเพื่อแลกกับทรัพย์สมบัติ?
M2330-2_2_17,"...I think it's possible, considering the way Boss Qian met with Qian Yankai.",......ดูจากนิสัยโลภของเจ้าสัวเฉียนแล้ว เรื่องนี้ใช่ว่าจะเป็นไปไม่ได้
M2330-2_2_18,"How infuriating! I'm going to confront Boss Qian right now. If he denies it, I'll smack him until his face blooms like a peach blossom!",ข้ายิ่งคิดก็ยิ่งโกรธ! เช่นนั้นข้าจะไปถามเจ้าสัวเฉียนให้รู้เรื่อง หากเขาไม่ยอมรับ ข้าจะหวดกระบองให้หน้าหมอนั่นแตกเป็นดอกท้อ!
M2330-2_2_19,"Master Wu Jing, don't rush, let's go to the cargo hold and take a closer look before confronting him.",ท่านไต้ซืออู่จิ้ง อย่าเพิ่งใจร้อน เราไปตรวจดูคลังสินค้าให้ละเอียดก่อน แล้วค่อยไปเผชิญหน้ากับเขา
M2330-2_2_20,"Alright, as you wish!",ก็ดี เช่นนั้นเอาตามท่าน!
M2330-2_2_21,"The ship is carrying the stolen items from the Buddhist sect, this matter is worth noting...",ของที่ถูกขโมยจากนิกายพุทธถูกขนขึ้นเรือ ดูท่าคงต้องจับตามองเรื่องนี้ให้ดี...
M2330-3_1_1,"The Eight Treasures Glass Bottle, the translated version of the Diamond Sutra, the statue of the Bodhisattva...","ขวดแก้วแปดสมบัติ... คัมภีร์ฉบับแปลของ ""วัชรปรัชญาปารมิตาสูตร""... รูปปั้นพระโพธิสัตว์..."
M2330-3_1_2,There's even a pure gold pagoda!,ถึงขั้นมีเจดีย์ทองคำบริสุทธิ์ด้วยหรือ?!
M2330-3_1_3,Tsk... I didn't expect there to be so many...,ชิ! ไม่อยากเชื่อเลยว่าจะมีของมากมายถึงเพียงนี้...
M2330-4_1_1,"The path ahead is blocked by piles of goods, we can't get through.",ข้างหน้ามีสินค้ากองขวางอยู่ ไม่อาจผ่านไปได้
M2330-4_1_2,Hmm? What's that noise?,อืม? เสียงอะไรนั่น?
M2330-4_1_3,"That sound just now seemed to come from this box, it seems like there's some kind of animal in this box...",เสียงเมื่อครู่เหมือนดังออกมาจากหีบนี้... หรือว่ามีสัตว์อะไรอยู่ข้างในกัน...
M2330-4_1_4,"Oh? I thought there was some animal, turns out it's an old acquaintance.",โอ้? ข้านึกว่าเป็นสัตว์เสียอีก ที่แท้กลับเป็นคนรู้จักเก่านี่เอง
M2330-4_1_5,"Ding San, we meet again, I didn't expect you to sneak onto the ship in this way.",ติงซาน พวกเราพบกันอีกครั้งแล้ว ไม่คิดเลยว่าเจ้าจะใช้วิธีเช่นนี้แอบขึ้นเรือ
M2330-4_2_1,The incident at the Wine God Tower hasn't ended yet. Do you still remember you threw something at me?,เรื่องที่เกิดขึ้นที่โรงเตี๊ยมไท่ไป๋ ยังไม่ทันได้สะสางเลยนะ ข้ายังจำได้ว่าเจ้าลอบโจมตีข้าด้วยอาวุธลับ เจ้าจำได้หรือไม่?
M2330-4_2_2,"I, I remember...",จะ จำได้...
M2330-4_2_3,"The only reason you're still alive is because this is Boss Qian's ship, I'm afraid I can't explain if I kill you.",ที่เจ้ายังมีชีวิตอยู่ตอนนี้ เป็นเพราะเรือลำนี้เป็นของเจ้าสัวเฉียน หากข้าฆ่าเจ้าตอนนี้ เกรงว่าเจ้าสัวเฉียนจะเดือดร้อน
M2330-4_2_4,"Thank, thank you for sparing my life...",ขะ...ขอบคุณยอดยุทธ์ที่เมตตาไม่ฆ่าข้าน้อย..
M2330-4_2_5,"But you owe me an explanation, don't you?",แต่เจ้าก็ควรให้ข้าได้คำอธิบายที่สมควรหน่อยกระมัง?
M2330-4_2_6,"Hero, I know I was wrong, I will never dare again.",ท่านจอมยุทธ์ ข้าน้อยรู้ตัวว่าผิดแล้ว ต่อไปข้าน้อยจะไม่กล้ากระทำเช่นนี้อีกแล้ว!
M2330-4_2_7,That's what you said last time.,คราวก่อนเจ้าก็พูดแบบนี้เหมือนกัน
M2330-4_2_8,"Hero, I am old and came to Penglai just because I heard that there is a way of longevity here. I want to pursue longevity. Boss Qian asked for a high price, I didn't have that much money, so I was confused for a moment...",ท่านจอมยุทธ์ ข้าน้อยอายุมากแล้ว การเดินทางมาที่เกาะเผิงไหลครั้งนี้ ก็เพราะได้ยินมาว่ามีหนทางแห่งชีวิตอมตะ ข้าน้อยเพียงต้องการแสวงหาความเป็นนิรันดร์เท่านั้น แต่เจ้าสัวเฉียนกลับเรียกค่าตอบแทนมหาศาล ข้าน้อยไม่มีเงินมากถึงเพียงนั้น จึงได้ทำเรื่องโง่เขลา.. 
M2330-4_2_9,"I will give you all my possessions, as long as I can live and achieve longevity, these are nothing!",ทรัพย์สินทั้งหมดของข้าน้อย ข้ายกให้ท่านเพียงเพื่อแลกกับชีวิต และความเป็นอมตะ สิ่งเหล่านี้สำหรับข้าน้อยไม่สำคัญเลย!
M2330-4_3_1,"Hero, since our last parting, I have been obeying the law all the way, thinking about what you said, and I dare not do those harmful things.",ท่านจอมยุทธ์ หลังจากที่เราจากกันครั้งก่อน ข้าน้อยก็ระลึกถึงคำพูดของท่านมาตลอด ข้าน้อยตั้งใจทำตัวอยู่ในกรอบกฎเกณฑ์ ไม่กล้ากระทำเรื่องใดที่ผิดศีลธรรมอีกเลย
M2330-4_3_2,"This time, I only heard that there is a method of Longevity on Penglai Island, so I had this idea again. This Boss Qian is asking for a high price, and the old man can only resort to this...",คราวนี้เพียงเพราะข้าได้ยินว่าที่เกาะเผิงไหล มีหนทางแห่งความเป็นอมตะ ข้าน้อยจึงเกิดความโลภขึ้นอีกครั้ง แต่เจ้าสัวเฉียนกลับเรียกราคามหาโหด ข้าน้อยจึงไม่มีทางเลือก...
M2330-4_4_1,You still want to pursue the way to longevity?,เจ้าคิดจะแสวงหาวิถีแห่งชีวิตอมตะจริงหรือ?
M2330-4_4_2,"{PlayerSurName}, a person must have a purpose to live. The old man is alone and has no other purpose...",ท่านจอมยุทธ์{PlayerSurName} มนุษย์เราต้องมีจุดมุ่งหมายเพื่อมีชีวิตอยู่ต่อไป ข้าน้อยเป็นเพียงชายแก่ไร้ญาติขาดมิตร ไม่มีเป้าหมายอื่นอีกแล้ว...
M2330-4_4_3,……,……
M2330-4_4_4,"Ding San, with your skills, if it were a few decades ago, you would have been a big shot, right?",ติงซาน ฝีมือของเจ้าในอดีต คงถือว่าเป็นยอดฝีมือคนหนึ่งมิใช่หรือ?
M2330-4_4_5,I'm ashamed...,ข้าน้อยน่าอับอาย...
M2330-4_4_6,"The old man was once like a hero, Righteous, traveling all over the world, but...",เมื่อครั้งเยาว์วัย ข้าน้อยก็เคยเป็นเช่นยอดยุทธ์ ท่องยุทธภพ อภิบาลคุณธรรม แต่...
M2330-4_4_7,"But later, one by one, my friends passed away, and the old man's skills got worse and worse, and the old man became more and more afraid of death...",แต่เมื่อสหายพากันล้มหายตายจากไปทีละคน ฝีมือของข้าน้อยก็ถดถอยลงเรื่อยๆ และข้าน้อยก็เริ่มหวาดกลัวความตายขึ้นทุกวัน.
M2330-4_4_8,You would do anything to survive?,เพื่อให้รอดชีวิต เจ้ากระทำได้ทุกอย่างงั้นหรือ?
M2330-4_4_9,Anything...,ทุกอย่าง...
M2330-4_4_10,Even give up your fame and face?,แม้แต่ศักดิ์ศรีและชื่อเสียง เจ้าก็ไม่สนใจ?
M2330-4_4_11,...Those are all external things.,...สิ่งเหล่านั้นเป็นเพียงของนอกกาย
M2330-4_4_12,"Ding San, what's the point of you finding the way to longevity now?",ติงซาน แม้ว่าเจ้าจะได้มาซึ่งชีวิตอมตะ เจ้าคิดหรือว่ามันจะมีความหมายใด?
M2330-4_4_13,You're just a walking corpse.,สุดท้ายแล้วเจ้าก็เป็นเพียงร่างไร้วิญญาณที่เดินได้เท่านั้น
M2330-4_4_14,"I won't kill you this time, firstly because this is Mr. Qian's ship, and secondly because you're no longer worth my effort to kill.",คราวนี้ข้าก็ยังไม่ฆ่าเจ้า หนึ่งเพราะนี่เป็นเรือของเจ้าสัวเฉียน สองเพราะเจ้าไม่คู่ควรที่ข้าจะลงมือด้วยอีกแล้ว
M2330-4_4_15,"But remember what I said last time, if you continue to do harm to others, I won't hesitate to act.",แต่ข้าจะพูดอีกครั้ง หากเจ้ากลับไปกระทำเรื่องชั่วช้าอีก ข้าจะไม่ออมมืออีกต่อไป
M2330-4_4_16,Take care of yourself.,จงดูแลตัวเองเถอะ
M2330-5_1_1,Is the old man... already a walking dead?,ข้า...เป็นเพียงร่างไร้วิญญาณงั้นหรือ?
M2330-5_1_2,(There's no need to waste time here.),(ไม่มีเหตุผลจะเสียเวลาที่นี่อีกแล้ว...)
M2330-6_1_1,"I feel a bit uneasy, should I go check the cargo hold?",รู้สึกไม่สบายใจเอาเสียเลย ไปดูที่คลังสินค้าอีกทีดีหรือไม่?
M2330-6_2_1,(What is that...),(นั่นมัน...?)
M2330-6_2_2,"Hmm, this place should be good, and it's quite hidden.",อืม ที่นี่ดูเหมาะดี แถมยังลับตาคน
M2330-6_2_3,"Rotten Wood, what do you think?",ไม้ผุ เจ้าคิดว่าอย่างไร?
M2330-6_2_4,Young Master Pan and I think alike.,คุณชายพาน ก็มิได้ต่างจากความคิดของข้า
M2330-6_3_1,Those two... were they released by that young master?,คนพวกนั้น... ที่แท้แล้วก็เป็นคุณชายพานที่ปล่อยพวกมันออกมา?
M2330-6_3_2,Could they have been in cahoots from the start?,หรือว่าตั้งแต่ต้น พวกมันก็เป็นพวกเดียวกันอยู่แล้ว?
M2330-6_4_1,Weren't those two locked upstairs? Were they released by the young master?,คนสองคนนั้นไม่ใช่ว่าถูกขังอยู่บนเรือนั้นหรือ? หรือว่าคุณชายพานเป็นคนปล่อยออกมา?
M2330-6_4_2,Could they have been in cahoots from the start?,หรือว่าตั้งแต่ต้น พวกมันก็เป็นพวกเดียวกันอยู่แล้ว?
M2330-6_5_1,"What are these three up to, sneaking around like that?",สามคนนี้ลับๆ ล่อๆ ไม่รู้คิดจะทำอะไรกันแน่?
M2330-6_6_1,"Alright, Empty Eaves, time to get to work.",เอาล่ะ ชายคาว่าง ได้เวลาเริ่มลงมือแล้ว
M2330-6_6_2,"Don't worry about the gunpowder, use more. There's a water barrier beneath the cargo hold, it won't explode without enough.",อย่าหวงดินปืน ใส่ให้เยอะเข้าไว้ ด้านล่างคลังสินค้ายังมีชั้นกันน้ำ ถ้าใส่ไม่พอ อาจระเบิดไม่สำเร็จ
M2330-6_6_3,Don't worry.,วางใจเถิด
M2330-6_6_4,"You two go to the deck first, you're not very mobile, find a lifeboat.",เดี๋ยวพวกเจ้าสองคนขึ้นไปบนดาดฟ้าก่อน พวกเจ้าขยับตัวไม่สะดวก รีบไปหาพาหนะหลบหนีไว้ก่อน
M2330-6_6_5,"We're not far from Penglai now, I believe we'll arrive soon.",ที่นี่อยู่ห่างจากเผิงไหลไม่ไกลนัก ไม่นานเราก็จะถึงแล้ว
M2330-6_6_6,"From their conversation, it seems like they want to blow up this ship...",ฟังจากที่พวกมันพูด ดูเหมือนว่าพวกมันกำลังคิดจะระเบิดเรือลำนี้...
M2330-6_6_7,"No, I have to stop them!",ไม่ได้การ ข้าต้องรีบไปหยุดพวกมัน!
M2330-6_7_1,What... what are you doing?!,พวกเจ้า... พวกเจ้ากำลังทำอะไร?!
M2330-6_7_2,"Didn't you say there was no one in the cargo hold, you two useless...",ไม่ใช่ว่าบอกว่าในคลังสินค้าไม่มีคนอยู่หรือไง? พวกเจ้าสองคนมันไร้ประโยชน์จริงๆ...
M2330-6_7_3,Is that... gunpowder?! You're going to blow up the ship?!,นั่นมัน... ดินปืน?! พวกเจ้าคิดจะระเบิดเรือลำนี้งั้นหรือ?!
M2330-6_7_4,The old man will never allow you to do such a thing!,ผู้เฒ่าไม่มีวันปล่อยให้พวกเจ้าก่อเรื่องชั่วช้าเช่นนี้!
M2330-6_7_5,"Tsk, old man, seems like you're tired of living!",เหอะ ตาแก่มากความนัก! ดูท่าเจ้าคงจะเบื่อชีวิตแล้วกระมัง!
M2330-6_7_6,"Bullying the weak and the old, it's unbearable to watch.",รังแกผู้อ่อนแอและคนแก่ ช่างเป็นภาพที่น่ารังเกียจยิ่งนัก
M2330-6_7_7,"Tsk, another one ruining my plan!",ชิ ทำไมต้องมีคนมาขัดขวางข้าอีกแล้ว?!
M2330-6_7_8,"Since you've discovered us, you can all go to hell!",ไหนๆ ก็ถูกพบเข้าแล้ว เช่นนั้นพวกเจ้าทั้งหมดก็ไปตายเสียเถอะ!
M2330-6_8_1,"Hey, stop.",เฮ้ย หยุดมือ!
M2330-6_8_2,"You, you are--",เจ้า... เจ้าเป็นใครกัน——
M2330-6_8_3,Surrender now!,ยอมแพ้เดี๋ยวนี้!
M2330-6_9_1,Uh...,อึก...
M2330-6_9_2,"Are you crazy, planning to blow up this ship.",เจ้าเสียสติไปแล้วหรือ ถึงคิดจะระเบิดเรือลำนี้
M2330-6_10_1,"And those two, were they sent by you to assassinate Zhong Yangzi?",แล้วพวกสองคนนั้นเล่า? หรือว่าการลอบสังหารฉงหยางสื่อ ก็เป็นฝีมือพวกเจ้าด้วย?
M2330-6_11_1,"Tell the truth, why are you doing this?",พูดความจริงมา เจ้าแท้จริงแล้วคิดจะทำอะไรกันแน่?
M2330-6_11_2,Hmph.,หึ
M2330-6_11_3,"If you don't speak, don't blame me for being rude.",หากเจ้าไม่พูด ก็อย่าหาว่าข้าไร้ปรานี
M2330-6_11_4,Uh...!,อึก...!
M2330-6_11_5,"The next punch won't be so light, are you sure you won't speak?",หมัดต่อไปจะไม่เบาเช่นนี้แล้ว เจ้าจะพูดหรือไม่?
M2330-6_11_6,Speak! I... I'll speak!,พูด! ขะ...ข้าจะพูดแล้ว—!
M2330-6_11_7,Do you know about the Golden Basin Handwashing Ceremony on Penglai Island?,เจ้ารู้หรือไม่ว่า บนเกาะเผิงไหลกำลังจะจัดงานพิธีล้างมือในอ่างทองคำ?
M2330-6_11_8,"Everyone on this ship is heading there, who wouldn't know?",คนที่อยู่บนเรือลำนี้ก็ล้วนแต่มุ่งหน้าไปงานนั้น ใครกันจะไม่รู้เรื่องนี้?
M2330-6_11_9,"Do you know that there will be a martial arts competition at the ceremony, and only the winner can get the treasures on the island?",แต่เจ้ารู้หรือไม่ว่า ในพิธีนี้จะมีการประลองแข่งขัน ของล้ำค่าทั้งหมดบนเกาะ จะตกเป็นของผู้ชนะเท่านั้น?
M2330-6_11_10,So you want to get rid of those stronger than you?,เช่นนั้นเจ้าจึงคิดกำจัดคนที่ฝีมือเหนือกว่าเจ้าให้หมดสิ้นสินะ?
M2330-6_11_11,……,……
M2330-6_12_1,"Ding San, do you remember anything?",ติงซาน เจ้าคิดอะไรออกบ้างหรือไม่?
M2330-6_12_2,...So the old man is as despicable as him.,...ที่แท้ตาแก่ก็เป็นเช่นเดียวกับเขา
M2330-6_12_3,"It seems you've realized, so I don't need to say more.",ดูเหมือนเจ้าจะเข้าใจแล้ว เช่นนั้นข้าก็ไม่จำเป็นต้องพูดอะไรอีก
M2330-6_13_1,"If you really want those treasures, you should make yourself stronger, not resort to these dirty tricks.",หากเจ้าต้องการสิ่งเหล่านั้นจริงๆ เจ้าควรฝึกฝนให้ตัวเองแข็งแกร่งขึ้น มิใช่ใช้วิธีอันชั่วช้าเยี่ยงนี้
M2330-6_14_1,"You three, come with me quietly!",พวกเจ้าทั้งสามคน ยอมจำนนแล้วตามข้ามาเงียบๆ เถอะ!
M2330-6_14_2,You apprehend the three who planned to blow up the ship and take them to the captain's cabin to explain the situation to Mr. Qian. Mr. Qian is shocked and rewards you handsomely. You then lock the three in an empty room and guard them yourself.,เจ้าควบคุมตัวพวกที่คิดระเบิดเรือไว้ และคุมตัวพวกมันไปยังห้องกัปตัน เพื่อแจ้งให้เจ้าสัวเฉียนทราบถึงเรื่องราวทั้งหมด เจ้าสัวเฉียนเมื่อได้ฟัง ก็ตกตะลึงจนหน้าถอดสี มอบรางวัลเป็นเงินก้อนใหญ่ให้เป็นการขอบคุณ ยิ่งไปกว่านั้น เจ้ายังนำพวกมันไปขังในห้องเปลี่ยว และเฝ้าดูพวกมันด้วยตนเอง
M2330-6_14_3,"Soon, it's Wu Shi, and the ship slowly docks...",ไม่นานนัก ก็ถึงเวลาเที่ยงวัน และเรือค่อยๆ เทียบท่า...
M2322-1_1_1,"{PlayerSurName}, how are you finding the cabin?",จอมยุทธ์{PlayerSurName} การพักอยู่ในห้องโดยสาร พอจะอยู่ได้หรือไม่?
M2322-1_1_2,"It's alright, much better than sleeping outdoors.",ก็พอใช้ได้ อย่างน้อยก็ดีกว่าต้องนอนกลางดินกินกลางทราย
M2322-1_1_3,"Hehe, that's good, the Wu Shi will dock tomorrow. During this time, you can stroll around the ship. If you have nothing to do, go back to your room and rest.",หึ ๆ เช่นนั้นก็ดีแล้ว พรุ่งนี้ตอนเที่ยงวันเรือจะเทียบท่า ระหว่างนี้ท่านจอมยุทธ์สามารถเดินเที่ยวบนเรือ หรือหากไม่มีธุระก็กลับไปพักผ่อนได้
M2322-1_1_4,"Thank you, Boss Qian.",ขอบคุณ เจ้าสัวเฉียน
M2322-1_2_1,"{PlayerSurName}, the Wu Shi will dock tomorrow. During this time, you can stroll around the ship. If you have nothing to do, go back to your room and rest.",{PlayerSurName} พรุ่งนี้ตอนเที่ยงวันเรือจะเทียบท่า ระหว่างนี้ท่านจอมยุทธ์สามารถเดินเที่ยวบนเรือ หรือหากไม่มีธุระก็กลับไปพักผ่อนได้
M2322-2_1_1,"Mr. Pan, you visit late at night. Do you need something from me?",คุณชายพาน มาเยือนยามดึก เช่นนี้คงมิใช่เรื่องเล็กน้อยกระมัง?
M2322-2_1_2,"Boss Qian, I heard that you have some rare collections. I came to see them.",เจ้าสัวเฉียน ข้าได้ยินมาว่าท่านมีของสะสมหายากอยู่หลายชิ้น จึงตั้งใจมาเยี่ยมเยียน
M2322-2_1_3,"What kind of rare collection? This ship is always running sea trade, and occasionally encounters Pirate harassment. How dare to put any precious things on the ship.",ของสะสมหายากอะไรเล่า? เรือของข้าเดินทางค้าขายทางทะเลทั้งปี บางครั้งยังต้องพบเจอกับโจรสลัด หากข้าพกพาของล้ำค่าติดเรือไว้ จะไม่เป็นการดึงภัยมาหาตัวหรือ?
M2322-2_1_4,"Not necessarily, Boss Qian. In my humble opinion, that hanging over there is a genuine piece from Yuan Innkeeper.",มิใช่เช่นนั้นกระมัง เจ้าสัวเฉียน หากให้ข้าดูเผินๆ ภาพที่แขวนอยู่ตรงนั้นก็ดูจะเป็นฝีมือแท้ของเถ้าแก่หยวนมิใช่หรือ?
M2322-2_1_5,"What, what Yuan Innkeeper, I...",เจ้า... เจ้าว่ากระไร? เถ้าแก่หยวนอะไรกัน ข้า...
M2322-2_1_6,"Boss Qian, I'm not deliberately making things difficult for you. I just want to see your collection.",เจ้าสัวเฉียน ข้ามิได้ตั้งใจหาเรื่อง เพียงแต่ต้องการชื่นชมของสะสมของท่านเท่านั้น
M2322-2_1_7,"But if Boss Qian is unwilling, then I can only go to the cargo hold to see those treasures...",แต่หากเจ้าสัวเฉียนไม่เต็มใจ เช่นนั้นข้าน้อยก็คงต้องไปชื่นชมสมบัติล้ำค่า ที่เก็บไว้ในคลังสินค้าแทนแล้วล่ะ...
M2322-2_1_8,"Mr. Pan, I was just joking with you. Since we are both connoisseurs, what's the harm in showing you a few scrolls of paintings?",คุณชายพาน ท่านอย่าได้ใส่ใจ ข้าเพียงหยอกเย้าท่านเล่นไปเท่านั้น ด้วยเห็นว่าเราต่างก็เป็นผู้นิยมชมชอบในงานศิลป์ เช่นนั้นให้ท่านชมภาพเขียนสองสามภาพจะเป็นไรไป?
M2322-2_1_9,Then I'll have to trouble Boss Qian.,เช่นนั้นก็รบกวนเจ้าสัวเฉียนแล้ว
M2322-2_1_10,"Sure, sure.",มิเป็นไร มิเป็นไร
M2322-2_1_11,"{PlayerSurName}, are you also interested in these refined things?",ท่านจอมยุทธ์{PlayerSurName} ก็นิยมชมชอบของล้ำค่าเหล่านี้ด้วยหรือ?
M2322-2_1_12,Hmm? Do you know me?,หืม? ท่านรู้จักข้าด้วยหรือ?
M2322-2_1_13,"Hahaha, who doesn't know the name of {PlayerSurName}? I am Pan Qing, the young Manor Lord of Peach Blossom Village. Nice to meet you.",ฮ่าฮ่าฮ่า ชื่อเสียงของยอดยุทธ์{PlayerSurName} มีใครบ้างจะไม่รู้จัก? ข้าน้อย พานฉิง คุณชายแห่งตำหนักดอกท้อ ยินดีที่ได้พบท่าน
M2322-2_1_14,"Mr. Pan, my collection is all here. Please take a look...",คุณชายพาน ของสะสมของข้าล้วนอยู่ที่นี่แล้ว เชิญชมได้ตามสบาย...
M2322-2_1_15,"{PlayerSurName}, after you.",ท่าน{PlayerSurName} เชิญก่อน
M2322-2_2_1,"No need, I'm a rough person. These calligraphy and paintings look the same to me. I'd better not spoil the fun.",ไม่จำเป็น ข้าเป็นเพียงบุรุษหยาบกระด้าง ของพวกนี้ข้ามองไปก็เหมือนกันหมด ขออย่าได้ทำให้บรรยากาศเสียเลย
M2322-2_2_2,"{PlayerSurName}, don't belittle yourself. If {PlayerSurName} doesn't understand, let me explain a thing or two to {PlayerSurName}.",ท่านจอมยุทธ์{PlayerSurName} มิจำเป็นต้องดูแคลนตนเอง หากท่าน{PlayerSurName} ไม่เข้าใจ เช่นนั้นให้ข้าอธิบายให้ท่าน{PlayerSurName}ฟังก็แล้วกัน
M2322-2_2_3,"This... Since Mr. Pan insists, I'll have to trouble you.",เอ่อ... ไหน ๆ คุณชายพานก็มีน้ำใจถึงเพียงนี้ เช่นนั้นก็ต้องรบกวนแล้ว
M2322-2_2_4,"Sure, sure.",มิเป็นไร มิเป็นไร
M2322-2_2_5,"{PlayerSurName}, look here, the brushwork of this scroll...",ท่าน{PlayerSurName} ลองดูตรงนี้ ภาพวาดนี้ลายเส้นของพู่กัน...
M2322-2_3_1,"This scroll... It's incredible, this is a genuine piece from Yan Xiang! Boss Qian, you really are a hidden master!",ภาพนี้... ช่างน่าอัศจรรย์นัก! ที่แท้ก็เป็นลายเส้นแท้ของอัครมหาเสนาบดีเหยียน! เจ้าสัวเฉียน ท่านนี่ช่างปรมาจารย์ผู้เร้นกายเสียจริง!
M2322-2_3_2,"Hahaha, you flatter me...",ฮ่าฮ่าฮ่า ท่านชมข้าเกินไปแล้ว...
M2322-2_4_1,"This scroll of characters... If I'm not mistaken, this is from Master Ouyang's hand?!",ส่วนอักษรนี้... หากข้ามิได้ดูผิดไป นี่ต้องเป็นลายมือของปรมาจารย์โอวหยาง เป็นแน่!
M2322-2_4_2,"In my opinion, the characters on this scroll are indeed in Master Ouyang's style, but the original scroll has been lost. This is probably a later imitation.",ดูจากลายเส้นแล้ว พยัญชนะของปรมาจารย์โอวหยางไม่ผิดแน่ แต่ตัวอักษรต้นฉบับได้สูญหายไปนานแล้ว ข้าว่าอันนี้คงเป็นฝีมือของคนรุ่นหลังที่เลียนแบบขึ้น
M2322-2_4_3,"This... Indeed, but the brushwork... is still a rare treasure.",เรื่องนั้นก็จริง แต่ลายเส้นเช่นนี้... ก็ยังถือเป็นของล้ำค่าหายาก
M2322-2_5_1,"Pan Qing carefully explains the subtleties of each scroll of calligraphy and painting to you. Although the time is short, you still benefit a lot.",พานฉิงอธิบายถึงความงามของแต่ละภาพอย่างละเอียด แม้เวลาไม่นานนัก แต่เจ้าก็ได้ความรู้ไม่น้อย
M2322-2_5_2,"So that's how it is. There's so much to these calligraphy and paintings. Mr. Pan, you're really amazing.",เป็นเช่นนี้นี่เอง! ข้าพึ่งจะรู้ว่าศาสตร์แห่งงานเขียนและภาพวาด ก็มีรายละเอียดมากมายถึงเพียงนี้ คุณชายพานช่างรอบรู้ยิ่งนัก
