﻿SlgTechName_科技0,Technology 0,วิทยาการ 0
DLC1FactionInfo_5,"A foreign tribe in the southwest region, they believe in ancient fierce gods and are good at using witchcraft, and are regarded as heretics by the martial arts of the Central Plains. They have harassed the Central Plains many times in the early years, so they were isolated from the Central Plains by the Zhao State. Now, under the leadership of Miao Muli, they are growing stronger and gradually becoming a force not to be underestimated in the southwest region.","ชนเผ่าต่างด้าวในแดนตะวันตกเฉียงใต้ พวกเขาเชื่อในเทพเจ้าโบราณที่ชั่วร้าย เชี่ยวชาญการใช้เวทมนต์คาถา พวกเขาถูกผู้คนในจงหยวนมองเป็นพวกนอกรีต ในอดีตเคยรุกรานจงหยวนหลายครั้ง ทำให้แคว้นจ้าวได้ตัดขาดพวกเขาจากจงหยวน ภายใต้การนําของ ""เมี้ยวมู่หลี"" ในปัจจุบัน พวกเขากําลังเติบโตอย่างแข็งแกร่ง และค่อยๆ กลายเป็นกองกําลังในแดนตะวันตกเฉียงใต้ที่ไม่อาจประมาทได้"
DLC1FactionInfo_6,"Established a water village at the confluence of the nine rivers, in recent years it has gathered a large number of martial arts people, and it seems to have the momentum to divide half of the southern part of the Yangtze River.",ค่ายที่ตั้งมั่นขึ้น ตรงบริเวณที่แม่น้ำจิ่วเจียงไหลมาบรรจบกัน ในช่วงไม่กี่ปีที่ผ่านมา ได้รวบรวมผู้คนจากยุทธภพจำนวนมาก จนดูเหมือนว่า พวกเขาต้องการจะแบ่งแยกอำนาจในเขตเจียงหนาน
DLC1FactionInfo_7,"All the disciples are doctors who are indifferent to the world and help the world. They take the treatment of diseases and saving people as their own responsibility, and it is also the place where countless doctors aspire. It is now in ruins, with only a piece of old land left.",ศิษย์ในสำนักล้วนเป็นหมอที่ไม่ยุ่งเกี่ยวกับเรื่องทางโลก มุ่งมั่นในการรักษาและช่วยเหลือผู้คน เป็นสถานที่ที่หมอจำนวนนับไม่ถ้วนใฝ่ฝันถึง แต่ปัจจุบันทรุดโทรมลงไปมาก เหลือเพียงดินแดนเดิมที่เคยรุ่งเรือง
DLC1FactionInfo_8,"A large manor located in the southwest, known for its beast taming skills. The manor owner, Tang Tai Jun, moved his family here decades ago to keep his promise of guarding the southwest. Since then, they have dominated the southwest, preventing the Jiuli Tribe from invading the Central Plains.","หมู่ตึกขนาดใหญ่ ตั้งอยู่ในภูมิภาคตะวันตกเฉียงใต้ เชี่ยวชาญเรื่องการฝึกสัตว์ เจ้าหมู่ตึก ""ถังไท่จุน"" ย้ายครอบครัวมาอยู่ที่นี่ เพื่อทำตามสัญญา ปกป้องคุ้มครองแดนตะวันตกเฉียงใต้ ป้องกันชนเผ่าต่างๆ ไม่ให้รุกรานแผ่นดินจงหยวนได้อีก"
DLC1FactionInfo_9,"Created by the legendary thief ""Yanzi Li"" who is at the top of Qinggong, his stealing technique and Qinggong are unparalleled in the world. Often in the blink of an eye, he has already pickpocketed, and there is no trace of him coming and going.","เป็นกลุ่มที่ก่อตั้งโดยจอมโจรในตำนาน ""หลี่เยี่ยนสือ"" ผู้มีวิชาตัวเบาเป็นเลิศ ทักษะการขโมยและวิชาตัวเบาของเขาไม่มีใครทัดเทียมได้ สามารถขโมยของจากคนอื่นได้อย่างแนบเนียน โดยที่เจ้าของไม่ทันได้รู้ตัว และจากไปอย่างไร้ร่องรอย"
DLC1FactionInfo_10,"Established in the early years of this dynasty, it is an organization that exists only to punish criminals, and vows to bring all the evil people in the world to justice. All the catchers in today's large and small cities come from the Crime Investigation Bureau.",องค์กรนี้ก่อตั้งขึ้นในช่วงเริ่มต้นของราชวงศ์ปัจจุบัน เป็นองค์กรที่ตั้งขึ้นเพื่อลงโทษอาชญากร และสาบานว่าจะนำผู้กระทำผิดทั้งหมด มาเข้าสู่กระบวนการยุติธรรม มือปราบทั้งหมดในเมืองน้อยใหญ่ในปัจจุบัน ล้วนมาจากสำนักเทพมือปราบ
DLC1FactionInfo_11,"Once the largest escort agency in the world, but a few years ago it encountered a change, the former head of the escort disappeared, and now it is taken over by the daughter of the head of the escort, Han Hongyu, but the situation of the escort agency is far from the past.","เคยเป็นสำนักคุ้มภัยที่ใหญ่ที่สุดในยุทธภพ แต่เมื่อหลายปีก่อนเกิดเหตุการณ์บางอย่าง ทำให้อดีตหัวหน้าสำนักคุ้มภัยหายตัวไป ปัจจุบัน ""หานหงอวี้"" บุตรสาวของหัวหน้าสำนักคุ้มภัยได้รับช่วงต่อ แต่สถานการณ์ของสำนักคุ้มภัยตอนนี้ ยังห่างไกลจากอดีตมากนัก"
DLC1FactionInfo_12,"A market outside Daliang City that only opens at night, it is very lively every night. There is an auction every night, and it has the posture of competing with the Glittering Artifact Auction.",ตลาดที่ตั้งอยู่นอกเมืองต้าเหลียง จะเปิดเฉพาะตอนกลางคืน ยามกลางคืนที่นี่จะคึกคักมาก ทุกคืนยังมีการจัดประมูลสินค้า แสดงให้เห็นถึงความคึกคักไม่น้อยไปกว่าหอไข่มุกเลยทีเดียว
DLC1FactionInfo_13,"The place where Jian Chi retired and sealed his sword, inheriting the thousand-year-old sword-making technology of ancient and modern times, many of the divine weapons in the current martial arts world come from here.","สถานที่ที่ ""มารกระบี่"" วางมือและเก็บรักษากระบี่ของเขา ได้สืบทอดเทคนิคการตีดาบที่มีอายุนับพันปี ทั้งสมัยโบราณและสมัยใหม่ ปัจจุบันอาวุธศักดิ์สิทธิ์ส่วนใหญ่ในยุทธภพล้วนมาจากที่นี่"
DLC1FactionInfo_14,"Mysterious organization, living by stealing cultural relics in ancient tombs, all the disciples are proficient in the technique of dividing gold and determining acupoints, and no one knows where their power is.",องค์กรลึกลับ ที่ดำเนินชีวิตด้วยการขโมยโบราณวัตถุจากสุสานโบราณ สาวกทุกคนล้วนเชี่ยวชาญศาสตร์แบ่งทอง และการหาตำแหน่งสุสาน โดยไม่มีผู้ใดล่วงรู้ที่มาที่ไปของพวกเขา
DLC1FactionInfo_15,"A bandit nest led by Kong Yidao. Although they are a group of mountain bandits, they have put up the banner of ""doing justice on behalf of the heaven"". They never rob the common people, nor bully the weak. They only rob the ""unjust wealth"", and are a thorn in the side of the government.","กลุ่มโจรที่นำโดย ""ขงอี้เตา"" แม้ว่าพวกเขาจะเป็นโจรภูเขาแต่กลับชูธง ""ผดุงธรรมแทนฟ้า"" ไม่ปล้นชาวบ้าน ไม่ข่มเหงผู้อ่อนแอ พวกเขาปล้นแต่ ""ทรัพย์ที่ได้มาโดยมิชอบ"" เท่านั้น ทำให้ทางการมองพวกเขาเป็นหนามยอก ที่ต้องจัดการสักวัน"
DLC1FactionInfo_16,"The Zhao Kingdom's army commanded by Ye Pengju. The army is strict in discipline and undefeated. It has defeated the Yan Kingdom's army many times, preserving half of the Zhao Kingdom's territory, and is therefore deeply loved by the people. It is also the last hope for many people to welcome back the Zhao Emperor.","กองทัพของแคว้นจ้าว ที่บังคับบัญชาโดย ""เย่เผิงจู"" วินัยทางทหารนั้นเข้มงวดไม่แพ้ใคร เขาได้เอาชนะกองทัพของแคว้นเยี่ยนมาหลายครั้ง รักษาแผ่นดินครึ่งหนึ่งของแคว้นจ้าวไว้ได้ ด้วยเหตุนี้จึงเป็นที่รักของผู้คน และยังเป็นความหวังสุดท้ายของหลายๆ คน ในการนำองค์ฮ่องเต้จ้าวกลับมา"
DLC1FactionInfo_17,"Located in the Flame City in the desert, it is the actual ruler of Flame City. Under the management of Master Huo Shilou, it resists the self-proclaimed Western Regions hegemon, the Divine Flame Sect .","ณ เมืองอัคคี กลางทะเลทราย พวกเขาคือผู้กุมอำนาจที่แท้จริง ภายใต้การนำของประมุขพรรค ""ฮั่วซื่อเหล่า"" พวกเขามุ่งมั่นต่อสู้ เพื่อต่อต้านนิกายเพลิงศักดิ์สิทธิ์ ซึ่งอ้างตัวว่าเป็นเป็นจ้าวแห่งดินแดนตะวันตก"
DLC1FactionInfo_18,"A rising power in the northwest region, under the command of the current leader Fang Xiaoian, sweeps the Western Regions, invincible.","เป็นกลุ่มอำนาจเกิดขึ้นใหม่อย่างรวดเร็ว ในแดนตะวันตกเฉียงเหนือ ภายใต้การนำ ""ฟางเสี่ยวเทียน"" ได้ทำการกวาดล้างทั่วแดนตะวันตก โดยไม่มีใครสามารถต้านทานได้"
DLCTraderName_铜钱商人,CoinMerchant,พ่อค้าเหรียญ
DLCTraderName_粮食商人,FoodMerchant,พ่อค้าอาหาร
DLCTraderName_木材商人,WoodMerchant,พ่อค้าไม้
DLCTraderName_矿物商人,MineralMerchant,พ่อค้าแร่
DLCTraderName_药材商人,HerbMerchant,พ่อค้าสมุนไพร
DLCTraderName_装备商人,EquipmentMerchant,พ่อค้าอุปกรณ์
DLCTraderName_神秘商人,NamelessMerchant,พ่อค้านิรนาม
DLCTraderName_武功商人,Mysterious Man,บุรุษลึกลับ
DLCTraderName_消耗品商人,PillMerchant,พ่อค้าโอสถ
FondTag_特殊,Special,พิเศษ
SlgTechName_故事模式_商人_武功1,Unlock Martial Arts Merchant,ปลดล็อกพ่อค้าวรยุทธ์
SlgTechName_故事模式_商人_武功2,Unlock Martial Arts Merchant,ปลดล็อกพ่อค้าวรยุทธ์
SlgTechInfo_故事模式_商人_武功1,"The martial arts Merchant will visit, you can Buy entry-level Manual through the martial arts Merchant.",พ่อค้าวรยุทธ์จะมาเยือนที่นี่ สามารถซื้อตำราวรยุทธขั้นพื้นฐานจากพ่อค้าวรยุทธ์ได้
SlgTechInfo_故事模式_商人_武功2,"A martial arts merchant will visit, you can buy martial arts manuals from him.",พ่อค้าวรยุทธ์จะมาเยือนที่นี่ สามารถซื้อตำราวรยุทธขั้นกลางจากพ่อค้าวรยุทธ์ได้
SlgTechInfo_通用_全员比例回血内1,All Disciples automatically recover 3% HP and MP at the start of each month.,ลูกศิษย์ทั้งหมดจะเริ่มฟื้นฟู HP และ MP 3% โดยอัตโนมัติ ในช่วงต้นเดือน
SlgTechInfo_通用_全员比例回血内2,All Disciples automatically recover 3% HP and MP at the start of each month.,ลูกศิษย์ทั้งหมดจะเริ่มฟื้นฟู HP และ MP 3% โดยอัตโนมัติ ในช่วงต้นเดือน
SlgTechInfo_通用_全员比例回血内3,All Disciples automatically recover 4% HP and MP at the start of each month.,ลูกศิษย์ทั้งหมดจะเริ่มฟื้นฟู HP และ MP 4% โดยอัตโนมัติ ในช่วงต้นเดือน
SlgTechInfo_通用_回合开始武功CD1,"At the beginning of each battle, the initial cooldown of all Disciple martial arts is reduced by 1 round.",เมื่อเริ่มต้นการต่อสู้แต่ละครั้ง จะลดเวลาคูลดาวน์วรยุทธ์ของศิษย์ทั้งหมดลง 1 รอบ
SlgTechInfo_通用_回合开始武功CD2,"At the beginning of each battle, the initial cooldown of all Disciple martial arts is reduced by 1 round.",เมื่อเริ่มต้นการต่อสู้แต่ละครั้ง จะลดเวลาคูลดาวน์วรยุทธ์ของศิษย์ทั้งหมดลง 1 รอบ
SlgTechName_通用_回合开始武功CD1,Martial arts cooldown reduction 1,คูลดาวน์วรยุทธลดลง 1
SlgTechName_通用_回合开始武功CD2,Martial arts cooldown reduction 2,คูลดาวน์วรยุทธลดลง 2
SlgTechName_通用_全员比例回血内1,Auto Recovery1,ฟื้นฟูอัตโนมัติ1
SlgTechName_通用_全员比例回血内2,Auto Recovery2,ฟื้นฟูอัตโนมัติ2
SlgTechName_通用_全员比例回血内3,Auto Recovery3,ฟื้นฟูอัตโนมัติ3
DLC1FactionName_200,Confucius Temple,วัดขงจื้อ
DLC1FactionName_201,Taoist Sect,สำนักเต๋า
DLC1FactionName_202,Shifa Temple,อารามซื่อฟา
DLC1FactionName_203,Nine Factions Sect,นิกายเก้าฝ่าย
DLC1FactionName_204,Melody House,ตำหนักบทเพลง
DLC1FactionName_205,Jiuli Tribe,เผ่าจิ่วลี่
DLC1FactionName_206,Jiujiang Fortress,ค่ายน้ำจิ่วเจียง
DLC1FactionName_207,Herbology Sect,สำนักพฤกษา
DLC1FactionName_208,Beast Manor,หมู่ตึกหมื่นอสูร
DLC1FactionName_209,Swallow Nest,รังนกนางแอ่น
DLC1FactionName_210,Crime Investigation Bureau,สำนักเทพมือปราบ
DLC1FactionName_211,Tiger Escort,สำนักคุ้มภัยพยัคฆา
DLC1FactionName_212,Night Auction Market,ตลาดประมูลราตรี
DLC1FactionName_213,Langya Sword Pavilion,ศาลากระบี่หลางหยา
DLC1FactionName_214,Tomb Raider Sect,สำนักปล้นสุสาน
DLC1FactionName_215,Blue Wind Camp,ค่ายวายุคราม
DLC1FactionName_216,Ye Family Battalion,กองทัพตระกูลเย่
DLC1FactionName_217,Cold Skin Gang,พรรคมังสาเหมันต์
DLC1FactionName_218,Divine Flame Sect ,นิกายเพลิงศักดิ์สิทธิ์
DLC1FactionName_219,Yan Yun Iron Army,กองทัพเหล็กเยี่ยนหยุน
DLC1FactionName_220,Great Ant City,เมืองผีฝู
DLC1FactionName_221,Chaiwang Pavilion,ตำหนักอ๋องไฉ
DLC1FactionName_222,Nameless force,กองกำลังนิรนาม
DLC1PvcName_81,White Mountain,ภูเขาขาว
DLC1PvcName_82,White Mountain Pass,ทางผ่านภูเขาขาว
DLC1PvcName_83,White Forest,ป่าขาว
DLC1PvcName_84,Xu Family Outpost,ด่านหน้าตระกูลสวี
DLC1PvcName_85,Extreme North Land,ดินแดนเหนือสุด
DLC1PvcName_86,Nameless Camp,ค่ายไร้นาม
DLC1PvcName_87,Mei Pass Post,สถานีม้าเร็วด่านเหมย
DLC1PvcName_88,Creek Wood Port,ท่าเรือธารไม้
DLC1PvcName_89,Phoenix Woods Harbor,ท่าเรือป่าหงส์
DLC1PvcName_90,Thousands of Bamboo Creek,หุบเขาหมื่นไผ่
DLC1FactionInfo_200,"A Confucian academy with a long history. Under the leadership of the new dean, Cai Yuanchang, it embraces the new and recruits widely. With the assistance of the Four Arts and four virtuous people, the students are elegant and talented.",สถาบันขงจื๊อที่มีประวัติศาสตร์อันยาวนาน ภายใต้การนําของเจ้าสำนักคนใหม่ ไช่หยวนฉาง ได้ปฏิรูปแนวคิดดั้งเดิมผสมผสานสิ่งใหม่ๆ พร้อมทั้งเปิดรับลูกศิษย์อย่างกว้างขวาง นอกจากนี้ ยังมีปราชญ์ทั้งสี่ ผู้เชี่ยวชาญด้านดนตรี หมากล้อม บทกลอน และภาพวาด คอยช่วยเหลือ ทำให้ลูกศิษย์ของสำนัก ล้วนเป็นผู้มีความรู้และความสง่างาม
DLC1FactionInfo_201,"A Taoist sect that has been established for hundreds of years, emphasizing self-cultivation and dual cultivation of Qi and sword. Under the leadership of Zhong Yangzi, the disciples aim to save the world and prioritize benevolence and righteousness. They are a model of the current martial arts righteous sect.",สำนักเต๋าก่อตั้งมาหลายร้อยปี โดยยึดหลักฝึกฝนตนเอง พร้อมกับการฝึกลมปราณและกระบี่ควบคู่กัน ภายใต้การนำของ ฉงหยางสื่อ เหล่าศิษย์ต่างยึดถือการช่วยเหลือผู้คนเป็นหลัก โดยยึดหลักศีลธรรมและคุณธรรมเป็นสำคัญ ทำให้สำนักนี้เป็นแบบอย่างที่ดี ของสำนักฝ่ายธรรมะในยุทธภพปัจจุบัน
DLC1FactionInfo_202,"It has always been a major sect of Buddhism in the world. In times of war, they not only help the souls who died in the war, but also provide shelter for refugees. There are countless monk soldiers who resist the Yan Kingdom under the instruction of the abbot, defending against foreign enemies.",เป็นสำนักพุทธที่สำคัญมาแต่โบราณ ในช่วงศึกสงคราม ได้ทำพิธีอุทิศส่วนกุศลให้ดวงวิญญาณที่เสียชีวิตในสงคราม พร้อมเปิดประตูวัด ให้ที่พักพิงแก่ผู้ลี้ภัย ภายใต้คำสั่งของเจ้าอาวาส มีหลวงจีนนับไม่ถ้วนได้เข้าร่วมกองทัพ ต่อต้านแคว้นเยี่ยน เพื่อป้องกันศัตรูจากต่างแดน
DLC1FactionInfo_203,"A rising organization founded by Mysterious Man. Due to its recruitment policy that does not discriminate based on background or age, it has grown rapidly and is now considered the largest force in the Central Plains. However, it is a mixed bag, and it is difficult to distinguish between good and evil.",องค์กรใหม่ที่จัดตั้งขึ้นโดยบุรุษลึกลับ เนื่องจากการรับสมัครสาวกโดยไม่คํานึงถึงภูมิหลังหรืออายุ พวกเขาจึงเติบโตอย่างรวดเร็ว เป็นกองกําลังที่ใหญ่ที่สุดในจงหยวน ทว่าในองค์กรมีทั้งคนดีและไม่ดีปะปนกัน จึงยากที่จะแยกแยะระหว่างความดีและความชั่ว
DLC1FactionInfo_204,"Located in the southwest region, the mountain Clear water is beautiful, and the scenery is natural. All the disciples are young girls, each with a beautiful voice and good at dancing, like fairies. They are hostile to all men in the world, and no one knows the specific reason.",สถานที่แห่งนี้ตั้งอยู่แดนตะวันตกเฉียงใต้ มีทิวทัศน์ธรรมชาติอันงดงาม ศิษย์ทุกคนล้วนเป็นสาวงามวัยเยาว์ ที่มีความสามารถทางดนตรี และการร่ายรำที่งดงาม ราวกับเทพธิดา พวกนางมีท่าทีเป็นศัตรูกับบุรุษทุกคนบนโลก โดยไม่มีผู้ใดรู้ถึงเหตุผลที่แท้จริง
DLC1FactionInfo_205,"A foreign tribe in the southwest region, they believe in ancient fierce gods and are good at using witchcraft, and are regarded as heretics by the martial arts of the Central Plains. They have harassed the Central Plains many times in the early years, so they were isolated from the Central Plains by the Zhao State. Now, under the leadership of Miao Muli, they are growing stronger and gradually becoming a force not to be underestimated in the southwest region.","ชนเผ่าต่างด้าวในแดนตะวันตกเฉียงใต้ พวกเขาเชื่อในเทพเจ้าโบราณที่ชั่วร้าย เชี่ยวชาญการใช้เวทมนต์คาถา พวกเขาถูกผู้คนในจงหยวนมองเป็นพวกนอกรีต ในอดีตเคยรุกรานจงหยวนหลายครั้ง ทำให้แคว้นจ้าวได้ตัดขาดพวกเขาจากจงหยวน ภายใต้การนําของ ""เมี้ยวมู่หลี"" ในปัจจุบัน พวกเขากําลังเติบโตอย่างแข็งแกร่ง และค่อยๆ กลายเป็นกองกําลังในแดนตะวันตกเฉียงใต้ที่ไม่อาจประมาทได้"
DLC1FactionInfo_206,"Established a water village at the confluence of the nine rivers, in recent years it has gathered a large number of martial arts people, and it seems to have the momentum to divide half of the southern part of the Yangtze River.",ค่ายที่ตั้งมั่นขึ้น ตรงบริเวณที่แม่น้ำจิ่วเจียงไหลมาบรรจบกัน ในช่วงไม่กี่ปีที่ผ่านมา ได้รวบรวมผู้คนจากยุทธภพจำนวนมาก จนดูเหมือนว่า พวกเขาต้องการจะแบ่งแยกอำนาจในเขตเจียงหนาน
DLC1FactionInfo_207,"All the disciples are doctors who are indifferent to the world and help the world. They take the treatment of diseases and saving people as their own responsibility, and it is also the place where countless doctors aspire. It is now in ruins, with only a piece of old land left.",ศิษย์ในสำนักล้วนเป็นหมอที่ไม่ยุ่งเกี่ยวกับเรื่องทางโลก มุ่งมั่นในการรักษาและช่วยเหลือผู้คน เป็นสถานที่ที่หมอจำนวนนับไม่ถ้วนใฝ่ฝันถึง แต่ปัจจุบันทรุดโทรมลงไปมาก เหลือเพียงดินแดนเดิมที่เคยรุ่งเรือง
DLC1FactionInfo_208,"A large manor located in the southwest, known for its beast taming skills. The manor owner, Tang Tai Jun, moved his family here decades ago to keep his promise of guarding the southwest. Since then, they have dominated the southwest, preventing the Jiuli Tribe from invading the Central Plains.","หมู่ตึกขนาดใหญ่ ตั้งอยู่ในภูมิภาคตะวันตกเฉียงใต้ เชี่ยวชาญเรื่องการฝึกสัตว์ เจ้าหมู่ตึก ""ถังไท่จุน"" ย้ายครอบครัวมาอยู่ที่นี่ เพื่อทำตามสัญญา ปกป้องคุ้มครองแดนตะวันตกเฉียงใต้ ป้องกันชนเผ่าต่างๆ ไม่ให้รุกรานแผ่นดินจงหยวนได้อีก"
DLC1FactionInfo_209,"Created by the legendary thief ""Yanzi Li"" who is at the top of Qinggong, his stealing technique and Qinggong are unparalleled in the world. Often in the blink of an eye, he has already pickpocketed, and there is no trace of him coming and going.","เป็นกลุ่มที่ก่อตั้งโดยจอมโจรในตำนาน ""หลี่เยี่ยนสือ"" ผู้มีวิชาตัวเบาเป็นเลิศ ทักษะการขโมยและวิชาตัวเบาของเขาไม่มีใครทัดเทียมได้ สามารถขโมยของจากคนอื่นได้อย่างแนบเนียน โดยที่เจ้าของไม่ทันได้รู้ตัว และจากไปอย่างไร้ร่องรอย"
DLC1FactionInfo_210,"Established in the early years of this dynasty, it is an organization that exists only to punish criminals, and vows to bring all the evil people in the world to justice. All the catchers in today's large and small cities come from the Crime Investigation Bureau.",องค์กรนี้ก่อตั้งขึ้นในช่วงเริ่มต้นของราชวงศ์ปัจจุบัน เป็นองค์กรที่ตั้งขึ้นเพื่อลงโทษอาชญากร และสาบานว่าจะนำผู้กระทำผิดทั้งหมด มาเข้าสู่กระบวนการยุติธรรม มือปราบทั้งหมดในเมืองน้อยใหญ่ในปัจจุบัน ล้วนมาจากสำนักเทพมือปราบ
DLC1FactionInfo_211,"Once the largest escort agency in the world, but a few years ago it encountered a change, the former head of the escort disappeared, and now it is taken over by the daughter of the head of the escort, Han Hongyu, but the situation of the escort agency is far from the past.","เคยเป็นสำนักคุ้มภัยที่ใหญ่ที่สุดในยุทธภพ แต่เมื่อหลายปีก่อนเกิดเหตุการณ์บางอย่าง ทำให้อดีตหัวหน้าสำนักคุ้มภัยหายตัวไป ปัจจุบัน ""หานหงอวี้"" บุตรสาวของหัวหน้าสำนักคุ้มภัยได้รับช่วงต่อ แต่สถานการณ์ของสำนักคุ้มภัยตอนนี้ ยังห่างไกลจากอดีตมากนัก"
DLC1FactionInfo_212,"A market outside Daliang City that only opens at night, it is very lively every night. There is an auction every night, and it has the posture of competing with the Glittering Artifact Auction.",ตลาดที่ตั้งอยู่นอกเมืองต้าเหลียง จะเปิดเฉพาะตอนกลางคืน ยามกลางคืนที่นี่จะคึกคักมาก ทุกคืนยังมีการจัดประมูลสินค้า แสดงให้เห็นถึงความคึกคักไม่น้อยไปกว่าหอไข่มุกเลยทีเดียว
DLC1FactionInfo_213,"The place where Jian Chi retired and sealed his sword, inheriting the thousand-year-old sword-making technology of ancient and modern times, many of the divine weapons in the current martial arts world come from here.","สถานที่ที่ ""มารกระบี่"" วางมือและเก็บรักษากระบี่ของเขา ได้สืบทอดเทคนิคการตีดาบที่มีอายุนับพันปี ทั้งสมัยโบราณและสมัยใหม่ ปัจจุบันอาวุธศักดิ์สิทธิ์ส่วนใหญ่ในยุทธภพล้วนมาจากที่นี่"
DLC1FactionInfo_214,"Mysterious organization, living by stealing cultural relics in ancient tombs, all the disciples are proficient in the technique of dividing gold and determining acupoints, and no one knows where their power is.",องค์กรลึกลับ ที่ดำเนินชีวิตด้วยการขโมยโบราณวัตถุจากสุสานโบราณ สาวกทุกคนล้วนเชี่ยวชาญศาสตร์แบ่งทอง และการหาตำแหน่งสุสาน โดยไม่มีผู้ใดล่วงรู้ที่มาที่ไปของพวกเขา
DLC1FactionInfo_215,"A bandit nest led by Kong Yidao. Although they are a group of mountain bandits, they have put up the banner of ""doing justice on behalf of the heaven"". They never rob the common people, nor bully the weak. They only rob the ""unjust wealth"", and are a thorn in the side of the government.","กลุ่มโจรที่นำโดย ""ขงอี้เตา"" แม้ว่าพวกเขาจะเป็นโจรภูเขาแต่กลับชูธง ""ผดุงธรรมแทนฟ้า"" ไม่ปล้นชาวบ้าน ไม่ข่มเหงผู้อ่อนแอ พวกเขาปล้นแต่ ""ทรัพย์ที่ได้มาโดยมิชอบ"" เท่านั้น ทำให้ทางการมองพวกเขาเป็นหนามยอก ที่ต้องจัดการสักวัน"
DLC1FactionInfo_216,"The Zhao Kingdom's army commanded by Ye Pengju. The army is strict in discipline and undefeated. It has defeated the Yan Kingdom's army many times, preserving half of the Zhao Kingdom's territory, and is therefore deeply loved by the people. It is also the last hope for many people to welcome back the Zhao Emperor.","กองทัพของแคว้นจ้าว ที่บังคับบัญชาโดย ""เย่เผิงจู"" วินัยทางทหารนั้นเข้มงวดไม่แพ้ใคร เขาได้เอาชนะกองทัพของแคว้นเยี่ยนมาหลายครั้ง รักษาแผ่นดินครึ่งหนึ่งของแคว้นจ้าวไว้ได้ ด้วยเหตุนี้จึงเป็นที่รักของผู้คน และยังเป็นความหวังสุดท้ายของหลายๆ คน ในการนำองค์ฮ่องเต้จ้าวกลับมา"
DLC1FactionInfo_217,"Located in the Flame City in the desert, it is the actual ruler of Flame City. Under the management of Master Huo Shilou, it resists the self-proclaimed Western Regions hegemon, the Divine Flame Sect .","ณ เมืองอัคคี กลางทะเลทราย พวกเขาคือผู้กุมอำนาจที่แท้จริง ภายใต้การนำของประมุขพรรค ""ฮั่วซื่อเหล่า"" พวกเขามุ่งมั่นต่อสู้ เพื่อต่อต้านนิกายเพลิงศักดิ์สิทธิ์ ซึ่งอ้างตัวว่าเป็นเป็นจ้าวแห่งดินแดนตะวันตก"
DLC1FactionInfo_218,"A rising power in the northwest region, under the command of the current leader Fang Xiaoian, sweeps the Western Regions, invincible.","เป็นกลุ่มอำนาจเกิดขึ้นใหม่อย่างรวดเร็ว ในแดนตะวันตกเฉียงเหนือ ภายใต้การนำ ""ฟางเสี่ยวเทียน"" ได้ทำการกวาดล้างทั่วแดนตะวันตก โดยไม่มีใครสามารถต้านทานได้"
DLC1FactionInfo_219,"The elite army of the Yan Kingdom, with strong soldiers and horses, is eyeing the Central Plains under the command of Wanyan Wuzhu.","กองทัพชั้นยอดของแคว้นเยี่ยน ภายใต้การบังคับบัญชาของ ""หวันเหยียนอู๋จู"" พร้อมด้วยทหารและม้าที่แข็งแกร่ง กำลังจับตาดูจงหยวนอย่างใกล้ชิด"
DLC1FactionInfo_220,"The force led by Yagyū Musashi, with great ambition!",กองกำลังที่นำโดยยางิว มุซาชิ มีความทะเยอทะยานอย่างมาก!
DLC1FactionInfo_221,"The residence of the former dynasty royal family Chai Wangye, although it is not a martial arts sect, it has a good relationship with various martial arts sects and has a considerable reputation in the martial arts world.",ตำหนักราชวงศ์สกุลไฉแห่งราชวงศ์ก่อน ที่ประทับของอ๋องไฉ แม้มิใช่สำนักยุทธ แต่กลับมีความสัมพันธ์อันดีกับสำนักต่างๆ ทำให้ได้รับการยอมรับไม่น้อยในยุทธภพ
DLCTraderName_故事模式武功商人,Mysterious Man,บุรุษลึกลับ
TraitName_DLC先天_伤害提升,Damage Increase,เพิ่มพลังโจมตี
TraitName_DLC先天_龙精虎猛,Stalwart,กำยำ
TraitName_DLC先天_身轻如燕,Light body,ตัวเบา
TraitName_DLC先天_如影随形,Shadow Follows Shape,เงาตามติด
TraitName_DLC先天_铜身铁骨,Iron Body,กายาเหล็กไหล
TraitName_DLC先天_身强体健,Hardened,ทนทาน
TraitName_DLC先天_生命提升,HP Increase,HP เพิ่มขึ้น
TraitName_DLC先天_暴击提升,Critical Increase,คริติคอลเพิ่มขึ้น
TraitName_DLC先天_闪避提升,Evasion Increase,หลบหลีกเพิ่มขึ้น
TraitName_DLC先天_手脚灵活,Quick reflex,โต้ตอบว่องไว
TraitName_DLC先天_御剑提升,Sword Increase,เพิ่มพลังกระบี่
TraitName_DLC先天_攻击提升,Attack Increase,พลังโจมตีเพิ่มขึ้น
TraitName_DLC先天_格挡提升,Parry Increase,ปัดป้องเพิ่มขึ้น
TraitName_DLC先天_攻击增强,Attack Enhancement,เสริมการโจมตี
TraitName_DLC先天_防御增强,Defense Enhancement,เสริมการป้องกัน
TraitName_DLC先天_生命增强1,HP Enhancement,เพิ่ม HP
TraitName_DLC先天_健步如飞,Quick step,ฝีเท้าว่องไว
TraitName_DLC先天_辣手无情,Ruthless Hand,หัตถ์ไร้ปรานี
TraitName_DLC先天_破云之力,Cloud-breaking Power,พลังทลายเมฆา
TraitName_DLC先天_武器加持,Weapon Blessing,เสริมพลังอาวุธ
TraitName_DLC先天_身轻如羽,Light as a Feather,เบาดุจขนนก
