﻿BuffInfo_DLC教学特征1,Giant Roll increases Attack and Defense.,เพิ่มการโจมตีและการป้องกันอย่างมาก
part-32-4-2,"Military affairs are busy, I have neglected the other party... I must treat him well when he comes again.",งานทหารยุ่งมากจริงๆ ข้าไม่ได้ให้ความสนใจเขาเลย... เมื่อเขากลับมาครั้งหน้า ข้าจะต้องต้อนรับเขาให้ดี
part-33-0-1,"There's a wounded boy lying outside the door, do you want to go and see?",มีเด็กคนหนึ่งได้รับบาดเจ็บล้มอยู่ข้างนอก ท่านอยากไปดูไหม?
part-33-0-2,"A wounded boy? I understand, I will arrange for someone to go and see.",เด็กได้รับบาดเจ็บรึ? ข้ารู้แล้ว ข้าจะส่งคนไปดูให้
part-33_name,Fight fire with fire,ใช้ไฟสู้กับไฟ
part-33_overview,"There's a wounded boy lying outside the door, please arrange for someone to go and see.",มีเด็กได้รับบาดเจ็บล้มอยู่ข้างนอก โปรดจัดคนไปดูให้หน่อย
part-33-1-1,"Hey, kid, wake up!","เฮ้! เด็กน้อย, ตื่นสิ!"
part-33-1-2,Uh...,อืม...
part-33-1-3,"Boy, what happened? Why did you faint here?","เด็กน้อย, เกิดอะไรขึ้น? ทำไมเจ้าถึงมาล้มลงอยู่ที่นี่?"
part-33-1-4,"Thank you for your help, my name is Zi Tian, I was chased by villains for dozens of miles, my stamina was exhausted, and I fainted.",ขอบคุณท่านที่ช่วยเหลือ ข้าชื่อว่า จื่อเทียน ถูกคนชั่วไล่ล่ามาหลายสิบลี้จนหมดแรง จึงล้มลงไป
part-33-1-5,Villains? What villains?,คนชั่ว? คนชั่วพวกไหนกัน?
part-33-1-6,"Hey! Boy, hiding in {MyFaction} is useless, come out now!","เฮ้! เด็กน้อย, ซ่อนตัวอยู่ใน{MyFaction} ก็ไม่ได้ผล, รีบออกมาเถอะ!"
part-33-1-7,"How noisy, I'll go out and see.",เอะอะโวยวายจริงๆ ข้าจะออกไปดูสักหน่อย
part-33-1-8,"The person named Zi Tian is indeed here with us, what's the matter?",ผู้ที่มีนามว่าจื่อเทียนเป็นคนของเรา มีธุระอะไรรึ?
part-33-1-9,"The people outside are filled with righteous indignation, each telling their grievances with Zi Tian.",คนที่อยู่ข้างนอกกำลังโกรธแค้น และเล่าเรื่องความแค้นที่มีกับจื่อเทียน
part-33-1-10,"Well... I can tell. Zi Tian is violent and likes to fight fire with fire, resulting in many enemies.",เข้าใจแล้ว... ข้าได้ยินมาแล้ว จื่อเทียนคนนี้นิสัยรุนแรง ชอบใช้ความรุนแรงตอบโต้ความรุนแรง จึงทำให้เขามีศัตรูมากมาย
part-33-1-11,"Actually, many grievances can be resolved through reasoning, but Zi Tian always chooses to flip the table...",ความจริงแล้ว เรื่องราวแห่งความแค้นส่วนใหญ่ล้วนสามารถใช้เหตุผลพูดคุยกันได้ เพียงแต่ว่าจื่อเทียนกลับเลือกที่จะพลิกโต๊ะอยู่เสมอ...
part-33-1-12,"Zi Tian has offended many strong people, it seems his martial arts are indeed good, maybe he can be used by our sect?",จื่อเทียนทำให้ยอดฝีมือไม่น้อยต้องโกรธแค้น ดูท่าฝีมือของเขาคงไม่ธรรมดา บางทีเขาอาจเป็นประโยชน์ต่อสำนักของเราได้?
part-33_option1,Drive them all away,จัดการพวกมันให้หมด!
part-33_option2,The trouble caused by Zi Tian will be compensated by our sect! (1500 Coins),เรื่องที่จื่อเทียนก่อขึ้น สำนักของเราจะเป็นผู้ชดใช้! (หัก 1500 เหรียญทองแดง)
part-33_option3,"Hand over Zi Tian, don't care about him.",ส่งตัวจื่อเทียนออกไป ปล่อยเขาไปตามยถากรรมเถอะ
part-33-2-1,"Zi Tian is now our guest at {MyFaction}, you should speak to me politely!",จื่อเทียนตอนนี้เป็นแขกของ{MyFaction} พวกเจ้าพูดจาให้ดีหน่อย!
part-33-2-2,Humph! It seems we must speak with our fists!,หึ! ดูเหมือนว่าต้องใช้กำลังตัดสินกันแล้ว!
part-33-3-1,"Damn it, you wait!",น่ารำคาญนัก! พวกเจ้าอย่าคิดว่าจบเรื่องกันง่ายๆ!
part-33-3-2,Welcome to come anytime!,เชิญมาเมื่อไหร่ก็ได้!
part-33-3-3,"Young man, the people who were bothering you have been driven away by us.","น้องชาย, คนที่มาหาเรื่องเจ้าถูกพวกเราจัดการไปแล้ว"
part-33-3-4,Words cannot express my gratitude!,บุญคุณใหญ่หลวง ข้ามิอาจกล่าวคำขอบคุณได้เพียงพอ!
part-33-3-5,"I am willing to join such a righteous sect, let me join {MyFaction}!",ข้ายินดีเข้าร่วมกับสำนักที่ให้ความสำคัญกับคุณธรรมเช่นนี้ ขอให้ข้าได้เป็นหนึ่งใน{MyFaction}เถอะ!
part-33-3-6,"Good, we are also in need of young heroes like you! Welcome to join!",ดี! สำนักของเรากำลังต้องการวีรบุรุษหนุ่มเช่นเจ้า! ยินดีต้อนรับ!
part-33-4-1,Two fists can't beat four hands... they have too many people...,สองหมัดไม่อาจต่อกรกับสี่มือ... พวกมันมากันเยอะเกินไป...
part-33-4-2,"Don't block the door, let me in!",อย่าขวางข้า! ให้ข้าเข้าไป!
part-33-4-3,Damn... it's a disgrace to {MyFaction}.,บัดซบ... นี่มันช่างขายหน้าสำนัก{MyFaction}เสียจริง!
part-33-4-4,"The kid ran away from the back window, keep chasing!",เด็กนั่นหนีออกทางหน้าต่างด้านหลังแล้ว ไล่ตามไปให้ข้า!
part-33-4-5,"The people chasing Zi Tian didn't even look at you, they just continued to chase the young man.",พวกที่ไล่ล่าจื่อเทียนไม่แม้แต่จะมองพวกเจ้า พวกเขามุ่งมั่นตามล่าหนุ่มน้อยคนนั้นต่อไป
part-33-5-1,"Actually, we don't have any deep hatred with this kid, it's just that his character is too impulsive, always likes to speak with his fists.",แท้จริงพวกเรากับเด็กคนนั้นไม่ได้มีความแค้นอะไรกันมากนัก เพียงแต่เจ้าตัวชอบใช้หมัดตัดสินปัญหาเสมอ จึงสร้างศัตรูไปทั่ว
part-33-5-2,"This money should be able to give an explanation to the people he beat up, I hope he can behave himself.",เงินเหล่านี้น่าจะเป็นคำอธิบายที่ดีสำหรับคนที่ถูกเขาทำร้าย หวังว่าเขาจะรู้จักไตร่ตรองตนเองบ้าง
part-33-5-3,"Young man, don't worry, the people who were bothering you have been dealt with.","น้องชาย, ไม่ต้องกังวลไป คนที่มาหาเรื่องเจ้าถูกจัดการแล้ว"
part-33-5-4,Words cannot express my gratitude!,บุญคุณใหญ่หลวง ข้ามิอาจกล่าวคำขอบคุณได้เพียงพอ!
part-33-5-5,"I am willing to join such a righteous sect, let me join {MyFaction}!",ข้ายินดีเข้าร่วมกับสำนักที่ให้ความสำคัญกับคุณธรรมเช่นนี้ ขอให้ข้าได้เป็นหนึ่งใน{MyFaction}เถอะ!
part-33-5-6,"Good, we are also in need of young heroes like you! Welcome to join!",ดี! สำนักของเรากำลังต้องการวีรบุรุษหนุ่มเช่นเจ้า! ยินดีต้อนรับ!
part-33-6-1,"He's inside, you can go in and take your revenge.",เขาอยู่ข้างใน พวกเจ้าจะเข้าไปแก้แค้นก็เชิญตามสบาย!
part-33-6-2,"You are sensible, we're going in!",ฮ่าฮ่า! เจ้านี่ฉลาดดี! ไป ข้าเข้าไปข้างในล่ะ!
part-33-6-3,"Damn it! The kid ran away from the back window, keep chasing!",ให้ตายเถอะ! เด็กนั่นหนีออกทางหน้าต่างหลังอีกแล้ว! ไล่ตามไป!
part-33-6-4,"The people chasing Zi Tian didn't even look at you, they just continued to chase the young man.",พวกที่ไล่ล่าจื่อเทียนไม่แม้แต่จะมองพวกเจ้า พวกเขามุ่งมั่นตามล่าหนุ่มน้อยคนนั้นต่อไป
part-33-7-1,"Reporting to the elder, the wounded boy has woken up and ran away on his own.","เรียนท่านเจ้าสำนัก, หนุ่มน้อยที่ได้รับบาดเจ็บเมื่อครู่ ไม่รู้ว่าเขาฟื้นขึ้นมาตอนไหน แล้วออกไปเองเสียแล้ว"
part-33-7-2,"Ah! I forgot about this person, okay, I got it.",เฮ้อ! ข้าดันลืมเรื่องของเขาไปเสียสนิท เข้าใจแล้ว
part-34-0-1,"A one-eyed man with a bamboo hat came to the door, saying he wanted to make a deal with our sect.",มีชายหนุ่มสวมงอบตาเดียวมาหาถึงหน้าสำนัก บอกว่ามีเรื่องต้องการเจรจา
part-34-0-2,"A deal? Okay, I'll arrange for someone to check it out.",เจรจา? ดี ข้าจะให้คนไปดู
part-34_name,One-eyed Swordsman,มือกระบี่ตาเดียว
part-34_overview,"A one-eyed swordsman has arrived at the entrance of your sect's mountain, it seems he has a deal to discuss.",มีมือกระบี่ตาเดียวมาถึงหน้าสำนักของพวกเรา ดูเหมือนจะมีเรื่องการค้าต้องพูดคุย
part-34-1-1,Are you the one who wants to make a deal?,เจ้าคือคนที่ต้องการเจรจาสินะ?
part-34-1-2,"Yes, I have news of a treasure map, I wonder if you are interested.",ถูกต้อง ข้ามีข่าวเกี่ยวกับแผนที่สมบัติ ไม่รู้ว่าพวกเจ้าสนใจหรือไม่?
part-34-1-3,"I know which treasure map you're talking about, name your price.",ข้ารู้ว่าเจ้าหมายถึงแผนที่ไหน ว่าแต่... ตั้งราคาเท่าไหร่?
part-34-1-4,"I don't sell information, I just hope you can send people to find the treasure with me.",ข้าไม่ขายข่าว แต่ต้องการให้เจ้าส่งคนมาช่วยข้าตามหาสมบัติ
part-34-1-5,"I can't just give you my people for no reason, unless you...",คนของข้าจะไม่ไปช่วยใครง่ายๆ เว้นแต่...
part-34-1-6,"Unless I join, right? No problem.",เว้นแต่ข้าจะเข้าร่วมสำนักของเจ้าสินะ? ไม่มีปัญหา!
part-34-1-7,Huh?,หา?
part-34-1-8,"I've heard of Shi Wenxiu's fame, he's a loyal and righteous man. Should I let him join us?",ข้าเคยได้ยินชื่อเสียงของสือเหวินซิ่ว เขาเป็นคนซื่อสัตย์และมีคุณธรรม... ข้าควรรับเขาเข้าร่วมดีหรือไม่?
part-34_option1,Let him join.,ปล่อยเขาไป
part-34_option2,"So proactive, there must be something fishy.",ยอมเข้าร่วมง่ายดายถึงเพียงนี้ ต้องมีเงื่อนงำเป็นแน่!
part-34-2-1,"Good, you chose {MyFaction}, you must think highly of us, welcome to join!",ดี เจ้าตัดสินใจเลือก{MyFaction} เช่นนี้ คงเห็นว่าสำนักเรามีดีไม่น้อย ยินดีต้อนรับ!
part-34-2-2,"Stop dawdling, time waits for no one, quickly send people to find the treasure with me.",อย่ามัวชักช้า เวลามีค่า รีบส่งคนไปกับข้าหาสมบัติดีกว่า
part-34-2-3,Great! Let's set off on horseback!,สหายช่างตรงไปตรงมา! ออกเดินทางเดี๋ยวนี้เลย!
part-34-2-4,"Although you didn't find the legendary treasure, you gained a lot. Shi Wenxiu didn't keep anything for himself, earning your high praise.",แม้ว่าพวกเจ้าจะไม่ได้พบสมบัติตามตำนาน แต่ก็ได้ของล้ำค่ามากมาย สือเหวินซิ่วไม่มีพฤติกรรมปิดบังหรือแอบเก็บสมบัติไว้ ทำให้เจ้ารู้สึกชื่นชมเขาเป็นอย่างมาก
part-34-3-1,"Share the treasure for no reason, sorry, I don't trust you.",อยู่ๆ จะให้มาร่วมแบ่งสมบัติ ขอโทษที ข้าเชื่อใจเจ้าไม่ได้
part-34-3-2,Those who follow different paths cannot make plans together!,คนละหนทางก็ไม่อาจร่วมเดิน!
part-34-3-3,"Shi Wenxiu turned and left, clean and neat.",สือเหวินซิ่วหันหลังเดินจากไปโดยไม่ลังเลแม้แต่น้อย
part-34-4-1,"Reporting to the leader, the one-eyed man who wanted to trade suddenly ran away.",เรียนท่านเจ้าสำนัก ชายตาเดียวที่ต้องการเจรจานั้นจู่ๆ ก็จากไปเสียแล้ว
part-34-4-2,"I'm afraid I've neglected him, but after all, one person can't treasure hunt, he should come back.",เกรงว่าข้าจะดูแลเขาไม่ดีพอ... แต่สมบัตินั้นเขาคงหาเพียงลำพังไม่ได้ เขาน่าจะกลับมาอีกแน่
part-35-0-1,"Today is the day to choose the Azure Dragon Envoy, I hope the sect leader will send someone to preside over the situation.",วันนี้เป็นวันคัดเลือกผู้ถือครองตำแหน่ง ‘ทูตมังกรฟ้า’ ขอให้ท่านประมุขส่งคนไปกำกับดูแล
part-35-0-2,"I see, you may leave now.",ข้ารู้แล้ว ถอยไปเถอะ
part-35_name,Promote deputy,แต่งตั้งรองมือขวา
part-35_overview,"Today is the day to choose the Azure Dragon Envoy, such a big event, quickly send someone to supervise it.",วันนี้เป็นวันคัดเลือกทูตมังกรฟ้า เรื่องสำคัญเช่นนี้ รีบส่งคนไปดูแลให้ดี!
part-35-1-1,"Nonsense! Today is the day to choose the Azure Dragon Envoy, why only Gu Qing Yang came?",เหลวไหล! วันนี้เป็นวันคัดเลือกทูตมังกรฟ้า เหตุใดถึงมีเพียงกู้ชิงหยางมาคนเดียว?
part-35-1-2,"No relations, I have patience, I can wait for them.",ไม่เป็นไร ข้ามีความอดทน รอพวกเขาอีกหน่อยก็ได้
part-35-1-3,Report! Zhang Qi suddenly lost his way in the desert yesterday and can't come to the venue today!,รายงาน! จางฉีเดินทางไปทะเลทรายเมื่อวานนี้ แต่กลับพลัดหลงทาง วันนี้ไม่สามารถมาถึงได้!
part-35-1-4,"What's wrong with this guy, what's he doing in the desert?",อะไรของหมอนั่น ไปทะเลทรายทำไม?
part-35-1-5,"Report! Chen Yu had a conflict with others while drinking yesterday, was outnumbered and seriously injured, and can't make it to the venue!",รายงาน! เฉินอวี่เมื่อวานนี้ดื่มสุราจนเกิดเรื่องวิวาท ถูกซ้อมจนบาดเจ็บหนัก ไม่สามารถมาถึงได้!
part-35-1-6,Another one?,อีกคนแล้วเรอะ?
part-35-1-7,Report...,รายงาน...
part-35-1-8,Again?,ยังมีอีกเรอะ!?
part-35-1-9,"Sun Dongwang got a fake manual last night and practiced until he was obsessed, he can't make it to the venue!",ซุนตงหวังเมื่อคืนได้รับคัมภีร์ปลอม บังเอิญฝึกผิดพลาดจนพลังแตกซ่าน ไม่สามารถมาถึงได้!
part-35-1-10,"...Gu Qing Yang, did you do all these three things?",กู้ชิงหยาง เรื่องทั้งสามนี่...เป็นฝีมือเจ้าใช่หรือไม่?
part-35-1-11,"When doing things in the Western Regions, you have to choose the most effective ones, isn't that what you taught me?", ในดินแดนตะวันตก การทำงานต้องรวดเร็วและมีประสิทธิภาพ นี่ไม่ใช่สิ่งที่ท่านสอนข้าหรอกหรือ?
part-35-1-12,If that's the case...,ถ้าเป็นเช่นนั้น...
part-35_option1,Then you must be the Azure Dragon Envoy.,ตำแหน่งทูตมังกรฟ้าก็ตกเป็นของเจ้าโดยไม่มีข้อกังขา
part-35_option2,Get this shameless man out of here!,พาคนไร้ยางอายผู้นี้ออกไปจากที่นี่!
part-35-2-1,"A hero cherishes a hero, hahaha!",ฮ่าฮ่าฮ่า! วีรบุรุษย่อมเห็นค่าซึ่งกันและกัน!
part-35-2-2,I will do my best to live up to the trust of the sect leader!,กู้ชิงหยางจะทำให้สุดความสามารถ ไม่ให้ท่านเจ้าสำนักผิดหวัง!
part-35-3-1,"No need, I have poor eyesight, I can walk by myself.",ไม่ต้องหรอก ข้าดูออกแล้ว ข้าจะไปเอง
part-35-3-2,"Gu Qing Yang, with undisguised disappointment, ran away {MyFaction}.",กู้ชิงหยางจากไปจาก{MyFaction} พร้อมความผิดหวังที่มิอาจปกปิดได้
part-35-4-1,"Sect leader, there were some problems at the venue, everyone was arguing and fighting, it seems we can only choose again next year...",ท่านเจ้าสำนัก ลานประลองเกิดปัญหา ทุกฝ่ายโต้เถียงกันจนลงไม้ลงมือ เกรงว่าต้องเลื่อนการคัดเลือกไปปีหน้า...
part-35-4-2,What a pity... Let's wait until next year.,น่าเสียดาย... เช่นนั้นก็รอปีหน้าก็แล้วกัน
guid-12a_1_11,"Withdraw your palm quickly! Otherwise, we'll both die here!",รีบถอนฝ่ามือเถอะ! ไม่งั้นเราทั้งคู่จะตายอยู่ที่นี่กันหมด!
guid-12a_1_12,"You think I don't want to withdraw! Our MPs are now tangled up like a mess, I can't break free, I can't even let go!",เจ้าคิดว่าข้าไม่อยากถอนหรือไง! ตอนนี้พลังเราสองคนพันกันยุ่งเหยิงไปหมด จะถอนก็ถอนไม่ได้ แม้แต่จะปล่อยมือก็ยังทำไม่ได้!
guid-12a_1_13,"Without external help, this situation is a dead end... Alas, I didn't expect that we would die here after fighting for a lifetime.",ตอนนี้ถ้าไม่มีการช่วยเหลือจากภายนอก คงจบชีวิตเป็นแน่… เฮ้อ ไม่คิดเลยว่าต่อสู้กันมาทั้งชีวิต สุดท้ายจะมาตายเพราะเรื่องบ้าบอเช่นนี้
guid-12a_1_14,"Phew... I finally made it... These two masters haven't decided the winner yet, it's time for me to show up!",ฟู่... ในที่สุดก็มาถึงจนได้… สองยอดฝีมือยังไม่สามารถตัดสินแพ้ชนะ นี่คงเป็นโอกาสให้ข้าได้แสดงตัว!
guid-12a_1_15,"The two heroes are extraordinary, I, {MyFaction}, pay my respects.",สองท่านผู้กล้ายอดฝีมือ ข้ามาจากสำนัก{MyFaction} ขอน้อมคารวะพวกท่าน
guid-12a_1_16,"Why are you ignoring me? Although my sect is not famous and weak, it shouldn't be forcibly ignored... Right, they must be too focused on their duel, let me try again louder!",ทำไมถึงเขาถึงเมินข้าล่ะ? สำนักข้าแม้จะชื่อเสียงไม่มาก แต่ก็ไม่น่าจะโดนเมินถึงขนาดนี้... ใช่แล้ว! พวกเขาคงกำลังจดจ่อกับการต่อสู้มากเกินไป ข้าควรจะตะโกนให้ดังกว่านี้!
guid-12a_1_17,"The two heroes are extraordinary, I, {MyFaction}, pay my respects!!!",ท่านผู้กล้ายอดฝีมือทั้งสอง ข้ามาจากสำนัก{MyFaction} ขอน้อมคารวะพวกท่าน!!!
guid-12a_1_18,Puff...,พั่บ...
guid-12a_1_19,Uh...,เอ่อ...
guid-12a_1_20,"The two masters were originally forced into a life-and-death internal force competition due to the mutual generation and restraint of their internal forces. \nUnexpectedly, your sudden loud shock \naccidentally broke this endless deadlock.","สองยอดฝีมือเดิมทีถูกบีบให้สู้กันจนกว่าจะมีฝ่ายหนึ่งสิ้นชีวิต เพราะพลังภายในที่ขัดแย้งกัน\nแต่เสียงตะโกนที่ไม่คาดคิดของเจ้า \nกลับทำให้สถานการณ์อันร้ายแรงนี้ถูกขัดจังหวะอย่างไม่ตั้งใจ"
guid-12a_1_21,"I didn't expect to be saved like this... Steady, steady, pay attention to the expression, there are juniors here, can't lose face.",ไม่นึกว่าจะรอดมาได้แบบนี้... ตั้งสติไว้ ตั้งสติไว้ ต้องทำหน้าให้ดีๆ หน่อย มีศิษย์รุ่นเยาว์อยู่ที่นี่ อย่าได้ขายหน้าเด็ดขาด
guid-12a_1_22,"Cough cough... Today's duel was accidentally interrupted and there was no winner, it's fate, we'll fight again another day.",แค่กๆ... การต่อสู้ครั้งนี้ถูกขัดจังหวะโดยบังเอิญ มิอาจตัดสินแพ้ชนะ นับเป็นชะตาฟ้าลิขิต เราคงต้องประลองกันใหม่ในวันหน้า 
guid-12a_1_23,"Young friend, we were just playing and there was no problem. It's fate that we met, let me give you a small gift as a token of our meeting.",สหายน้อยเอ๋ย ก่อนหน้านี้ข้าสองคนเพียงแต่หยอกล้อกันเล่นเท่านั้น ไม่มีปัญหาอะไรหรอก เราพบกันเช่นนี้ถือว่าเป็นวาสนา ข้าขอมอบของเล็กน้อยให้เจ้าเป็นของกำนัล
guid-12a_1_24,"Hmph, not only shameless but also pretentious, who doesn't have something like this.",หึ! ไม่เพียงแค่ไร้ยางอาย ยังแสร้งทำตัวใจดี ของแบบนี้ใครๆ ก็มีทั้งนั้นแหละ!
guid-12a_1_25,"The two each took out an item from their bosoms and threw it on the ground, then ran away quickly one after the other. \nYou vaguely noticed that there seemed to be a touch of embarrassment on their faces.","ทั้งสองต่างหยิบของบางอย่างออกจากอกเสื้อแล้วโยนลงพื้น ก่อนจะเร้นกายหายไปอย่างรวดเร็ว \nเจ้าสังเกตเห็นรอยแดงบนใบหน้าของพวกเขาอย่างแผ่วๆ เหมือนจะมีแววอายอยู่บ้าง "
guid-12a_1_26,"As expected of top-notch masters, their lightness skills are outrageous, they disappeared in the blink of an eye. But... why were they blushing?",ไม่เสียชื่อยอดฝีมือ ลีลาพลิ้วไหวจนหายตัวไปในพริบตา แต่ทำไมพวกเขาถึงหน้าแดงกันล่ะ?
guid-12a_1_27,"Eh? Why are there two strange things on the ground? They seem to be the characteristics of martial arts in the legend. Never mind, pick them up first, can't run a trip for nothing.","เอ๋? ทำไมมีของแปลกๆ สองชิ้นอยู่บนพื้น? ดูเหมือนจะเป็น ""คุณลักษณะ"" วรยุทธ์ลับในตำนาน เอาเถอะ เก็บไปก่อนดีกว่า ไหนๆ ก็มาล่ะ จะได้ไม่เสียเที่ยว"
GeneralQue-2_7_1,Dare anyone challenge me?,ผู้ใดกล้าท้าประลองกับข้าบ้าง?
GeneralQue-2_7_2,"If you can defeat me, I will pass on my <color=#a94e37>unique blade technique</color> to you.",หากเอาชนะข้าได้ ข้าจะถ่ายทอด<color=#a94e37>กระบวนท่าดาบลับเฉพาะ</color>ให้เจ้า
GeneralQue-2_8_1,"You're quite skilled, I'll pass on this <color=#a94e37>Savage Primal Blade</color> to you.",เจ้ามีฝีมือไม่น้อย งั้น<color=#a94e37>ดาบพิฆาตอำมหิต</color>จงเป็นของเจ้า!
GeneralQue-2_9_1,It seems that the martial arts world is full of mediocrity these days.,เฮอะ! ยุทธภพยุคนี้ล้วนเต็มไปด้วยคนไร้ฝีมือจริงๆ!
main-4_name,Main Quest,ภารกิจหลัก
main-4_log,"Dispatch Disciples through ""Events"" to find the Ghost Hand Blacksmith.",ใช้ ‘เหตุการณ์’ เพื่อส่งศิษย์ไปตามหา ‘ช่างเทวะมือปีศาจ’
main-4c_name,Main Quest,ภารกิจหลัก
main-4c_log,Wait for the first treasure to be repaired.,รอให้สมบัติชิ้นแรกได้รับการซ่อมแซมก่อน
main-9_name,Main Quest,ภารกิจหลัก
main-9_log,Wait for the Ghost Hand Blacksmith to repair the last piece of treasure.,รอให้ช่างเทวะมือปีศาจซ่อมสมบัติชิ้นสุดท้ายก่อน
main-10e_name,Main Quest,ภารกิจหลัก
main-10e_log,"Through ""Events"", send Disciples to the treasure vault of the nameless hero.","เข้าผ่าน ""เหตุการณ์"" สามารถส่งศิษย์ไปยังคลังสมบัติของยอดยุทธ์ไร้นามได้"
main-11_name,Main Quest,ภารกิจหลัก
main-11_log,Eliminate the remaining sects in the martial arts world.,กวาดล้างสำนักที่เหลือในยุทธภพให้สิ้นซาก
part-1_option3,"For someone like you, of course, there is.",สำหรับบุคคลเช่นท่าน ย่อมต้องมีทางเลือกอยู่แล้ว
part-1_option4,"{MyFaction} temple is small, I'm afraid it might hinder your future.",{MyFaction} เป็นเพียงสำนักเล็ก เกรงว่าจะฉุดรั้งอนาคตของท่าน
part-4_NPCname,Cold and silent woman,สตรีผู้เงียบงันและเย็นชา
part-18_option1,"Here's 1000 Coins for you, bet you didn't see that coming!","นี่แน่ะ! ข้าให้เจ้าไปเลย 1,000 อีแปะ คาดไม่ถึงเลยใช่ไหมล่ะ!"
part-18_option2,Get lost! Don't wander around {MyFaction} anymore!,ไสหัวไป! อย่าได้ริอ่านหวนกลับมาวนเวียนในอาณาเขต {MyFaction} อีกเป็นอันขาด
main-2b_name,Main Quest,ภารกิจหลัก
main-2b_log,Get more clues by eliminating other sects.,กวาดล้างสำนักอื่นเพื่อค้นหาเบาะแสเพิ่มเติม
GeneralQue-15_1_1,"Master, there is a beauty waiting outside the door, she wants to gamble with you by name.",ท่านเจ้าสำนัก มีสตรีนางหนึ่งยืนรออยู่หน้าประตู นางเอ่ยนามขอประลองพนันกับท่านโดยเฉพาะ
GeneralQue-15_1_2,"At this time, someone comes to gamble, are you sure she is a beauty, not some drunk gambler who lost his way?",มาขอพนันในเวลาเช่นนี้ เจ้าแน่ใจนะว่าเป็นสตรีงาม มิใช่แค่คนเมาหลงทาง?
GeneralQue-15_1_3,"Of course I'm sure, this lady is bold and elegant, especially the tattoo on her right arm, it's simply captivating...",แน่ใจขอรับ นางมีบุคลิกห้าวหาญแต่ยังคงความงดงาม ที่สำคัญคือรอยสักบนแขนขวาของนาง มันดึงดูดสายตาเสียจนแทบละไม่ได้...
GeneralQue-15_1_4,"Something unusual must be wrong, send someone to meet her.",เรื่องแปลกย่อมมีเงื่อนงำ ส่งคนออกไปดูหน่อยเถอะ
GeneralQue-15_2_1,"Master, Yi Zhihua came to find you with her horse cart again, there are a lot more boxes on the cart than before, it seems that a lot of people who want to prove their luck have lost to her...",ท่านประมุข อี้จือฮวา นางนำรถม้ากลับมาหาท่านอีกแล้ว ครั้งนี้ดูเหมือนว่าหีบบนรถจะมีมากกว่าเดิมนัก คงมีเศรษฐีหัวร้อนไม่น้อยที่พ่ายแพ้ให้กับนางอีกครั้ง...
GeneralQue-15_2_2,"This Sister Hua is really an interesting person, go out and meet her.","""ฮ่าฮ่า! แม่นางฮวาช่างเป็นคนที่น่าสนใจจริงๆ ออกไปพบหน่อยเถอะ"
GeneralQue-15_name,Addicted to gambling,หลงใหลในการพนันราวกับชีวิต
GeneralQue-15_log,"A bold and gorgeous tattooed beauty comes to your sect, she wants to gamble with you by name.",สตรีงามผู้มีรอยสักอันโดดเด่น ปรากฏตัว ณ ประตูสำนักของเจ้า เอ่ยนามขอประลองพนันกับเจ้าโดยเฉพาะ
GeneralQue-15_3_1,"You come to the mountain entrance of your sect,\nfound that the beauty is leaning on a horse cart full of various boxes,\nboredly playing with the dice in her hand.","เจ้ามาถึงหน้าสำนัก\nพบว่าสตรีนางนั้นกำลังเอนตัวพิงล้อรถม้าที่เต็มไปด้วยหีบหลากสี\nในมือของนาง มีลูกเต๋าที่ถูกหมุนเล่นไปมาอย่างเบื่อหน่าย"
GeneralQue-15_3_2,"You made me wait for so long, you have to play with me for a few rounds!",ให้ข้ารอถึงเพียงนี้ หากไม่ได้เล่นสักสิบตายี่สิบตา อย่าหวังว่าข้าจะยอมปล่อยเจ้าไป!
GeneralQue-15_3_3,It's really an unexpected guest...,คาดไม่ถึงว่าจะมีแขกประหลาดมาเยือน...
GeneralQue-15_3_4,"Unexpectedly, the head of the Xuan Yi Society didn't stay in Da Liang to run the Zhangyue Casino, but came to me {MyFaction} to gamble.",ไม่นึกเลยว่าผู้นำแห่งกลุ่มเสื้อคลุมดำ จะไม่อยู่ดูแลบ่อนจางเยว่ที่ต้าเหลียงยังดีๆ แต่กลับมา{MyFaction} ขอพนันกับข้าเสียได้
GeneralQue-15_3_5,"Don't mention it, isn't it because you martial arts sects are fighting and killing everywhere, causing people to be terrified and not leave their homes. There's not even a ghost in Zhangyue Casino now, otherwise why would I need to travel and look for people to gamble with me to relieve my boredom?",อย่าได้เอ่ยถึงเลย ก็เพราะพวกสำนักยุทธภพทั้งหลาย ชอบเข่นฆ่ากันไม่หยุด ชาวบ้านพากันหวาดกลัวจนไม่กล้าออกจากบ้าน บ่อนจางเยว่ของข้าเงียบเหงาจนไม่มีแม้แต่เงาผี แล้วข้าจะไม่ออกเดินทางหาคนพนันด้วยแก้เซ็งได้อย่างไร?
GeneralQue-15_3_6,"Since you're looking for someone to relieve your boredom, Sister Hua, why are you carrying so many boxes in your horse cart? It's not safe.",หากเป็นแค่แก้เบื่อ เหตุใดแม่นางฮวาจึงต้องลากรถม้า ที่เต็มไปด้วยหีบเดินทาง ไปทั่วยุทธภพด้วย? มันอันตรายเกินไป
