﻿KungfuInfo_Level,The {0}th level,ขั้นที่{0}
KungfuMove_招式百爪千挠,Hundred Claws Thousand Scratches,ร้อยกรงเล็บพันรอยขีดข่วน
KungfuLevel_1,1,หนึ่ง
KungfuLevel_2,2,สอง
KungfuLevel_3,3,สาม
KungfuLevel_4,4,สี่
KungfuLevel_5,5,ห้า
KungfuLevel_6,6,หก
KungfuLevel_7,7,เจ็ด
KungfuLevel_8,8,แปด
KungfuLevel_9,9,เก้า
KungfuLevel_10,10,สิบ
ButtonTip_Heal,"Heal friendly Characters within a certain range, RecoveryHP{0} points, Bleeding value decreases by {1} points.","รักษาตัวละครฝ่ายเดียวกันในระยะที่กำหนด, ฟื้นคืนพลังชีวิต {0} แต้ม, ลดสถานะเลือดไหลลง {1} แต้ม"
ButtonTip_Poison,"Poison enemy Characters within a certain range, Poisoned value increases by {0} points.",เมื่อตัวละครใช้พิษในขอบเขตที่กำหนด จะเพิ่มระดับพิษตาม {0} แต้ม
ButtonTip_Detoxify,"Detoxify friendly Characters within a certain range, Poisoned value decreases by {0} points.","ขจัดพิษตัวละครฝ่ายเดียวกันภายในระยะที่กำหนด, สถานะติดพิษลดลง {0} แต้ม"
ButtonTip_Focus,"After using Charge, the final damage caused by the next action Increases by 50%.","หลังจากใช้ ""รวมปราณ"" ความเสียหายสุดท้ายที่เกิดจากการกระทำครั้งต่อไปจะเพิ่มขึ้น 50%"
ButtonTip_Defence,"After using Defense, the final damage received before the next action is reduced by 50%.","หลังจากใช้ ""ป้องกัน"" ความเสียหายสุดท้ายที่เกิดก่อนการกระทำครั้งต่อไปลดลง 50%"
ButtonTip_Breath,"Help friendly Characters within a certain range to recuperate, Internal Injury value decreases by {0} points.","ช่วยเหลือตัวละครฝ่ายเดียวกันในระยะที่กำหนดฟื้นสถานะ ""บาดเจ็บภายใน"", ค่าสถานะ ""บาดเจ็บภายใน"" ลดลง {0} แต้ม"
ButtonTip_EnhanceSpeed,"After using Speed Up, Movement Range increases by 1 square, Action Speed increases by 25 points, lasts until the next action.","หลังจากใช้ ""เร่งความเร็ว"" ระยะการเคลื่อนที่จะเพิ่มขึ้น 1 ช่อง, ความเร็วท่าร่างเพิ่มขึ้น 25 แต้ม และคงอยู่จนกระทั่งถึงการกระทำครั้งต่อไป"
KungfuDesc_闪电五连击,
KungfuDesc_潜龙勿用,"Cause damage to enemies within a radius of 5 squares of yourself;\nNo defense break: no additional effects;\nDefense break: additionally cause 25% of the enemy's max HP damage, and the next attack will definitely combo, reducing the enemy's defense by 10% (lasts 1 action).",สร้างความเสียหายให้กับศัตรูภายในรัศมี 5 ช่องของตัวเอง\nหากไม่ทำลายการป้องกัน: ไม่มีผลกระทบเพิ่มเติม\nเมื่อป้องกันถูกทำลาย: สร้างความเสียหายเพิ่มเติม 25% ของ Max HP สูงสุดของศัตรู และการโจมตีครั้งต่อไปจะเป็นโจมตีต่อเนื่องอย่างแน่นอน ลดพลังป้องกันของศัตรูลง 10% (คงอยู่ 1 การกระทำ)
KungfuDesc_飞龙在天,"Cause damage to enemies within a 5x7 range in front;\nNo defense break: no additional effects;\nDefense break: additionally cause 25% of the enemy's max HP damage, and reduce the enemy's action speed by 15%; increase self action speed by 15%.",สร้างความเสียหายให้กับศัตรูในระยะ 5x7 ด้านหน้า\nไม่มีการหยุดการป้องกัน: ไม่มีผลกระทบเพิ่มเติม\nการหยุดป้องกัน: สร้างความเสียหายเพิ่มเติม 25% ของ Max HP สูงสุดของศัตรู และลดความเร็วท่าร่างของศัตรูลง 15% เพิ่มความเร็วท่าร่างของตนเอง 15%
KungfuDesc_千里冰封,"Cause damage to enemies within a 5x5 range in front;\nNo defense break: no additional effects;\nDefense break: additionally cause 20% of the enemy's max HP damage, reduce the enemy's action speed by 25%, reduce 175 points of energy, and unable to move (lasts 1 action).",สร้างความเสียหายให้กับศัตรูในระยะ 5x5 ด้านหน้า\nหากไม่ทำลายการป้องกัน: ไม่มีผลกระทบเพิ่มเติม\nเมื่อป้องกันถูกทำลาย: สร้างความเสียหายเพิ่มเติม 20% ของ Max HP ของศัตรู ลดความเร็วท่าร่างของศัตรูลง 25% ลดค่าปราณเคลื่อนที่ 175 แต้ม และไม่สามารถเคลื่อนที่ได้ (คงอยู่ 1 รอบ)
KungfuDesc_大居合斩,"Inflict damage on enemies within a 5-grid radius of yourself;\nUnbroken Defense: No additional effects;\nBroken Defense: AttackPierce enemy's armor attributes and effects, Pierce enemy's Defense value to directly inflict damage, and inflict 100 points of Bleeding.","สร้างความเสียหายให้กับศัตรูภายในรัศมี 5 ช่อง\nหากไม่ทำลายการป้องกัน: ไม่มีผลเพิ่มเติม\n    เมื่อป้องกันถูกทำลาย: การโจมตีเจาะทะลุคุณสมบัติและประสิทธิภาพชุดเกราะของศัตรู, สร้างความเสียหายโดยตรงไม่สนใจค่าพลังป้องกันของศัตรู และสร้างสถานะเลือดไหล 100 แต้ม"
KungfuDesc_血魔斩,"Inflict damage on enemies within a fan-shaped range (5-grid radius) in front of you;\nUnbroken Defense: No additional effects;\nBroken Defense: Inflict additional damage equal to 20% of the enemy's maximum HP, and gain 10% Attack and Defense for yourself after killing the enemy (lasts for 1 action).",สร้างความเสียหายให้กับศัตรูที่อยู่ในระยะรูปพัด (รัศมี 5 ตาราง) ด้านหน้า\nหากไม่ทำลายการป้องกัน: ไม่มีผลกระทบเพิ่มเติม\nเมื่อป้องกันถูกทำลาย: สร้างความเสียหายเพิ่มเติม 20% ของ Max HP ของศัตรู และหากสังหารศัตรูได้จะได้รับพลังโจมตีและพลังป้องกันเพิ่มขึ้น 10% (คงอยู่ 1 รอบ)
KungfuDesc_落英缤纷,"Inflict damage on enemies within a 4×5 range in front of you;\nUnbroken Defense: No additional effects;\nBroken Defense: Inflict additional damage equal to 10% of the enemy's maximum HP, and inflict 50 points of Blinded.",สร้างความเสียหายให้กับศัตรูในระยะ 4×5 ด้านหน้า\nหากไม่ทำลายการป้องกัน: ไม่มีผลกระทบเพิ่มเติม\nเมื่อป้องกันถูกทำลาย: สร้างความเสียหายเพิ่มเติม 10% ของ Max HP ของศัตรู และเพิ่มสถานะตาบอด 50 แต้ม
KunfuName_喵之觉醒,~o( =∩ω∩= )m,~o( =∩ω∩= )m
KungfuCastBuff_喵之觉醒buff1,Awakening of the Cat,แมวตื่น
KungfuCastBuffInfo_喵之觉醒buff1,"Attack can only inflict 1024 points of damage, can only awaken once in a battle.","การโจมตีสามารถสร้างความเสียหายได้เพียง 1,024 แต้ม สามารถปลุกพลังได้เพียงครั้งเดียวในการต่อสู้"
KunfuName_潜龙勿用,"Hidden Dragon, Don't Use","มังกรซ่อน, อย่าใช้"
KunfuName_飞龙在天,Flying Dragon in the Sky,มังกรบินทะยานฟ้า
KunfuName_千里冰封,Frozen Field,ดินแดนเหมันต์
KunfuName_大居合斩,Great Iai Slash,ท่าฟันอิไอขั้นสุด
KunfuName_血魔斩,Blood Demon Slash,เพลงดาบอสูรโลหิต
KunfuName_落英缤纷,Falling Flower Petals,กลีบบุปผาโปรยปราย
KunfuName_天外流星,Shooting Star,วิชาดาวตกนอกฟ้า
KunfuName_怒潮心法,Raging Waves Manual,พลังคลื่นคลั่ง
KunfuName_醉仙诀,Drunken Technique,วิชาเซียนหมัดเมา
KunfuName_驭人心经,Ruler Heart Sutra,คัมภีร์ควบคุมหฤทัยสูตร
KunfuName_烈阳焚天诀,Burning Sun Technique,พลังเพลิงสุริยันผลาญสวรรค์
KunfuName_九幽寒霜气,Absolute Zero Qi,พลังปราณเก้าอิมเหมันต์
先天属性_天外流星,Increase or decrease damage based on the difference in <#29F161>Dexterity</color>.,ความเสียหายจะเพิ่มขึ้นหรือลดลง ขึ้นอยู่กับความต่างของ <#29F161>ความคล่องแคล่ว</color>
KungfuCastBuff_地趟刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_伏虎刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_三才刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_疾风斩buff1,Effect One,ผลที่ 1
KungfuCastBuff_开山刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_荡寇刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_疾风八斩法buff1,Effect One,ผลที่ 1
KungfuCastBuff_九江刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_柳生刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_西域刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_大蛮刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_修罗刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_破甲刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_柴刀刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_雁行刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_霹雳刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_霹雳刀法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_碧磷刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_碧磷刀法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_无双刀法buff1,Effect One,ผลที่ 1
KungfuCastBuff_无双刀法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_无双刀法buff3,Effect Three,ผลที่ 3
KungfuCastBuff_一刀斩buff1,Effect One,ผลที่ 1
KungfuCastBuff_一刀斩buff2,Effect Two,ผลที่ 2
KungfuCastBuff_一刀斩buff3,Effect Three,ผลที่ 3
KungfuCastBuff_回风剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_九宫剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_七星剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_太乙剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_须弥剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_游龙剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_青萍剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_柔云剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_玉女剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_玉女剑法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_磐龙剑法buff1,Effect One,ผลที่ 1
KungfuCastBuff_磐龙剑法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_磐龙剑法buff3,Effect Three,ผลที่ 3
KungfuCastBuff_市井拳法buff1,Effect One,ผลที่ 1
KungfuCastBuff_罗汉拳法buff1,Effect One,ผลที่ 1
KungfuCastBuff_一指禅buff1,Effect One,ผลที่ 1
KungfuCastBuff_逍遥拳法buff1,Effect One,ผลที่ 1
KungfuCastBuff_奔雷掌法buff1,Effect One,ผลที่ 1
KungfuCastBuff_朱砂掌法buff1,Effect One,ผลที่ 1
KungfuCastBuff_连环掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_黑虎拳buff1,Effect One,ผลที่ 1
KungfuCastBuff_玲珑掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_菩提掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_花拳绣腿buff1,Effect One,ผลที่ 1
KungfuCastBuff_五行拳buff1,Effect One,ผลที่ 1
KungfuCastBuff_七巧如意手buff1,Effect One,ผลที่ 1
KungfuCastBuff_闪电五连击buff1,Effect One,ผลที่ 1
KungfuCastBuff_清心玉女掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_清心玉女掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_碎玉掌buff1,Effect One,ผลที่ 1
KungfuCastBuff_碎玉掌buff2,Effect Two,ผลที่ 2
KungfuCastBuff_叫花棒法buff1,Effect One,ผลที่ 1
KungfuCastBuff_六合棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_韦陀杖法buff1,Effect One,ผลที่ 1
KungfuCastBuff_蟠龙棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_大力棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_普渡杖法buff1,Effect One,ผลที่ 1
KungfuCastBuff_狼牙棒buff1,Effect One,ผลที่ 1
KungfuCastBuff_杀威棒法buff1,Effect One,ผลที่ 1
KungfuCastBuff_扫地棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_翻江浆法buff1,Effect One,ผลที่ 1
KungfuCastBuff_混元棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_混元棍法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_天罡棍法buff1,Effect One,ผลที่ 1
KungfuCastBuff_天罡棍法buff2,Effect Two,ผลที่ 2
KungfuCastBuff_天罡棍法buff3,Effect Three,ผลที่ 3
KungfuCastBuff_恶煞枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_腐尸枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_雷霆枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_捕兽叉法buff1,Effect One,ผลที่ 1
KungfuCastBuff_破阵大枪buff1,Effect One,ผลที่ 1
KungfuCastBuff_六合枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_梅花枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_中平枪法buff1,Effect One,ผลที่ 1
KungfuCastBuff_七探蛇盘枪buff1,Effect One,ผลที่ 1
KungfuCastBuff_七探蛇盘枪buff2,Effect Two,ผลที่ 2
KungfuCastBuff_七探蛇盘枪buff3,Effect Three,ผลที่ 3
KungfuCastBuff_阳关三叠buff1,Effect One,ผลที่ 1
KungfuCastBuff_泛沧浪buff1,Effect One,ผลที่ 1
KungfuCastBuff_出水芙蓉buff1,Effect One,ผลที่ 1
KungfuCastBuff_西江月武功buff1,Effect One,ผลที่ 1
KungfuCastBuff_泼墨笔法buff1,Effect One,ผลที่ 1
KungfuCastBuff_画里乾坤buff1,Effect One,ผลที่ 1
KungfuCastBuff_龙蛇笔法buff1,Effect One,ผลที่ 1
KungfuCastBuff_春秋笔谱buff1,Effect One,ผลที่ 1
KungfuCastBuff_锥心刺buff1,Effect One,ผลที่ 1
KungfuCastBuff_灵蛇刺buff1,Effect One,ผลที่ 1
KungfuCastBuff_追风短打buff1,Effect One,ผลที่ 1
KungfuCastBuff_破空梭buff1,Effect One,ผลที่ 1
KungfuCastBuff_疾风刺buff1,Effect One,ผลที่ 1
KungfuCastBuff_银蛇流光buff1,Effect One,ผลที่ 1
KungfuCastBuff_银蛇流光buff2,Effect Two,ผลที่ 2
KungfuCastBuff_天外流星buff1,Effect One,ผลที่ 1
KungfuCastBuff_天外流星buff2,Effect Two,ผลที่ 2
KungfuCastBuff_天外流星buff3,Effect Three,ผลที่ 3
KungfuCastBuff_流云飞扇buff1,Effect One,ผลที่ 1
KungfuCastBuff_袖里回风buff1,Effect One,ผลที่ 1
KungfuCastBuff_飞燕回翔buff1,Effect One,ผลที่ 1
KungfuCastBuff_大鹏展翅buff1,Effect One,ผลที่ 1
KungfuCastBuff_逍遥扇舞buff1,Effect One,ผลที่ 1
KungfuCastBuff_狂风扇诀buff1,Effect One,ผลที่ 1
KungfuCastBuff_游龙戏凤buff1,Effect One,ผลที่ 1
KungfuCastBuff_碧涧流泉buff1,Effect One,ผลที่ 1
KungfuCastBuff_音波功buff1,Effect One,ผลที่ 1
KungfuCastBuff_暗香凌波buff1,Effect One,ผลที่ 1
KungfuCastBuff_催心五调buff1,Effect One,ผลที่ 1
KungfuCastBuff_阳春白雪buff1,Effect One,ผลที่ 1
KungfuCastBuff_塞外秋风buff1,Effect One,ผลที่ 1
KungfuCastBuffInfo_地趟刀法buff1,"Reduce the enemy's Action Speed by 5 points, lasting until the next action is invalid.",ลดความเร็วท่าร่างของศัตรูลง 5 แต้ม นานจนกว่าการกระทำถัดไปจะไม่ถูกต้อง
KungfuCastBuffInfo_伏虎刀法buff1,"When the main internal force is positive, final Increases Damage by 25%.","เมื่อกำลังภายในหลักคือหยาง, ความเสียหายสุดท้ายเพิ่มขึ้น 25%"
KungfuCastBuffInfo_三才刀法buff1,"When the main internal force is balanced, reduce the enemy's Qi gathering by 50 points.","เมื่อกำลังภายในหลักเป็นกลาง, ลดค่าปราณเคลื่อนที่ของศัตรูลง 50 แต้ม"
KungfuCastBuffInfo_疾风斩buff1,"When your Dexterity is higher than the enemy's, there is a 25% chance to trigger the Vulnerable effect on the enemy (lasts for 1 action).","เมื่อคล่องแคล่วของคุณสูงกว่าศัตรู มีโอกาส 25% ที่จะทำให้เกิดสถานะ""เปราะบาง""แก่ศัตรู (คงอยู่ 1 รอบ)"
KungfuCastBuffInfo_开山刀法buff1,"When causing the Parry effect on the enemy, the enemy additionally receives 10 points of Bleeding.","เมื่อทำให้ศัตรูเกิดปัดป้อง, สร้างสถานะเลือดไหล 10 แต้มแก่ศัตรู"
KungfuCastBuffInfo_荡寇刀法buff1,"When learning the <#00c6f3>Ox Power</color> internal skill, if a Critical is triggered, then Critical Increases Damage by 20%.",เมื่อเรียนรู้กำลังภายใน <#00c6f3>พลังวัวคลั่ง</color> หากเกิดคริติคอล จะเพิ่มความเสียหายคริติคอล 20%
KungfuCastBuffInfo_疾风八斩法buff1,"When Benevolence is above 0, for every 10 points, the final Increases Damage by 3.5%.","เมื่อค่า""ศีลธรรม""มีค่ามากกว่า 0 ทุกๆ 10 แต้ม, จะเพิ่มความเสียหายสุดท้ายขึ้น 3.5%"
KungfuCastBuffInfo_九江刀法buff1,"When Relations with Jiujiang Water Camp are above 0, for every 10 points of Relations, the final Increases Damage by 3.5%.",เมื่อความสัมพันธ์กับค่ายน้ำจิ่วเจียงมีค่ามากกว่า 0 สำหรับทุก ๆ 10 คะแนนความสัมพันธ์ ความเสียหายสุดท้ายจะเพิ่มขึ้น 3.5%
KungfuCastBuffInfo_柳生刀法buff1,"For every point your Dexterity is higher than the enemy's Dexterity, the final Increases Damage by 3.5%, up to a maximum increase of 35%.","ทุกๆ แต้มที่""คล่องแคล่ว""ของคุณสูงกว่าของศัตรู, ความเสียหายสุดท้ายจะเพิ่มขึ้น 3.5% สูงสุด 35%"
KungfuCastBuffInfo_西域刀法buff1,"The higher the enemy's Bleeding, the higher the damage they receive. For every 1 point of Bleeding, the final Increases Damage by 0.45%.",ยิ่งศัตรูเลือดไหลมากเท่าไร ความเสียหายที่ได้รับก็จะยิ่งมากขึ้นเท่านั้น ทุกๆ 1 แต้มเลือดไหลจะเพิ่มความเสียหายสุดท้าย 0.45%
KungfuCastBuffInfo_大蛮刀法buff1,"When learning the <#00c6f3>Levitational Steel</color> internal skill, the final Increases Damage by 25%.",เมื่อเรียนรู้กำลังภายใน <#00c6f3>เจดีย์เหล็ก</color> สร้างความเสียหายสุดท้ายเพิ่มขึ้น 25%
KungfuCastBuffInfo_修罗刀法buff1,"When Righteous is above 0, for every 10 points, the final Increases Damage by 3.5%.","เมื่อค่า""คุณธรรม""มากกว่า 0, ทุกๆ 10 แต้มที่เพิ่มขึ้น จะเพิ่มความเสียหายสุดท้ายขึ้น 3.5%"
KungfuCastBuffInfo_破甲刀法buff1,"There is a 25% chance to cause the enemy's armor to fall off, rendering it ineffective. It will Recovery after the next action.",มีโอกาส 25% ที่จะทำให้เกราะของศัตรูหลุดออก ทำให้ไร้ประสิทธิภาพ ซึ่งจะฟื้นตัวหลังจากลงมือรอบถัดไป
KungfuCastBuffInfo_柴刀刀法buff1,"The higher the protagonist's Lumbering Level, the higher the damage. Levels 1-5 correspond to damage increases of 10%, 20%, 30%, 40%, and 50% respectively.","ยิ่งระดับการตัดไม้ของตัวเอกสูง ความเสียหายก็จะยิ่งสูงขึ้น ระดับ 1-5 เพิ่มความเสียหาย 10%, 20%, 30%, 40%, 50% ตามลำดับ"
KungfuCastBuffInfo_雁行刀法buff1,"When your Dexterity is higher than the enemy's, this Attack's Critical increases by 10%.","เมื่อค่า""คล่องแคล่ว""ของคุณสูงกว่าของศัตรู, การโจมตีโอกาสคริติคอลเพิ่มขึ้น 10%"
KungfuCastBuffInfo_霹雳刀法buff1,"When causing the Parry effect on the enemy, the enemy additionally receives 15 points of Bleeding.","เมื่อทำให้ศัตรูเกิดปัดป้อง, สร้างสถานะเลือดไหล 15 แต้มแก่ศัตรู"
KungfuCastBuffInfo_霹雳刀法buff2,"The higher the enemy's Bleeding, the higher the damage they receive. Each point of Bleeding increases the final damage by 1%.",ยิ่งศัตรูมีแต้มเลือดไหลมากเท่าไร ความเสียหายที่ได้รับก็จะยิ่งมากขึ้นเท่านั้น ทุกๆ แต้มของสถานะเลือดไหลความเสียหายสุดท้ายจะเพิ่มขึ้น 1%
KungfuCastBuffInfo_碧磷刀法buff1,"For every 10 points your Toxicology is higher than the enemy's Toxicology, you cause 1 point of Poisoned on the enemy, up to a maximum of 30 points of Poisoned.",ทุกๆ 10 แต้มที่ศาสตร์พิษของคุณสูงกว่าของศัตรู จะสร้างสถานะติดพิษ 1 แต้มแก่ศัตรู สูงสุด 30 แต้ม
KungfuCastBuffInfo_碧磷刀法buff2,"The higher the enemy's Poisoned, the higher the damage they receive. Every 1 point of Poisoned increases final damage by 1%.",ยิ่งศัตรูถูกพิษมากเท่าไร ความเสียหายที่ได้รับก็จะยิ่งมากขึ้นเท่านั้น ทุกๆ 1 แต้มของติดพิษจะเพิ่มความเสียหายสุดท้าย 1%
KungfuCastBuffInfo_无双刀法buff1,"For every point your Blade is higher than the enemy's, the final Increases Damage by 25%, up to a maximum increase of 250%.","ทุกๆ แต้มที่ค่าดาบของคุณสูงกว่าของศัตรู, ความเสียหายสุดท้ายจะเพิ่มขึ้น 25% สูงสุด 250%"
KungfuCastBuffInfo_无双刀法buff2,Reduce the enemy's Qi by 200 points.,ลดค่าปราณเคลื่อนที่ศัตรู 200 แต้ม
KungfuCastBuffInfo_无双刀法buff3,Clear all of the enemy's Spirit.,ล้างพลังใจของศัตรูทั้งหมด
KungfuCastBuffInfo_一刀斩buff1,"When the main internal skill is Legendary Yang, the attack on the enemy will definitely be Critical, and this effect lasts until the next action.","เมื่อกำลังภายในหลักคือ""หยาง""ระดับตำนาน, การโจมตีใส่ศัตรูจะติดคริติคอลแน่นอน และผลนี้จะอยู่ถึงการกระทำครั้งต่อไป"
KungfuCastBuffInfo_一刀斩buff2,"When Equipping a Legendary blade Weapon, the Attack can Pierce the enemy's armor attributes and effects.","เมื่อสวมใส่อาวุธประเภท""ดาบ""ระดับตำนาน, การโจมตีสามารถเจาะทะลุคุณสมบัติและประสิทธิภาพชุดเกราะของศัตรูได้"
KungfuCastBuffInfo_一刀斩buff3,"When causing the Parry effect on the enemy, a Combo is guaranteed.","เมื่อทำให้ศัตรูเกิดปัดป้อง, จะโจมตีต่อเนื่องแน่นอน"
KungfuCastBuffInfo_回风剑法buff1,"When the main internal force is Yin, the final damage increases by 25%.","เมื่อกำลังภายในหลักคือหยิน, ความเสียหายสุดท้ายเพิ่มขึ้น 25%"
KungfuCastBuffInfo_九宫剑法buff1,"For every 3 points that your Sword is higher than the enemy's Sword, the final damage increases by 1%, up to a maximum of 45%.","ทุกๆ 3 แต้มที่ค่ากระบี่ของคุณสูงกว่าของศัตรู, ความเสียหายสุดท้ายจะเพิ่มขึ้น 1% สูงสุด 45%"
KungfuCastBuffInfo_七星剑法buff1,"When you learn the external skill <#c851ff>Taichi Sword</color>, if this attack triggers Parry, it will definitely Combo.","เมื่อเรียนรู้วรยุทธภายนอก <#c851ff>กระบี่ไท้เก็ก</color> หากการโจมตีนี้ถูกปัดป้อง, จะโจมตีต่อเนื่องแน่นอน"
KungfuCastBuffInfo_太乙剑法buff1,"When you learn the <#c851ff>Nether Taichi</color> internal force, it causes 10 points of Internal Injury to the enemy.",เมื่อคุณเรียนรู้กำลังภายใน <#c851ff>พลังไท้เก๊ก</color> จะทำให้ศัตรูได้รับบาดเจ็บภายใน 10 แต้ม
KungfuCastBuffInfo_须弥剑法buff1,"After an attack, you gain an additional 10 points of Spirit.","หลังจากโจมตี, คุณจะได้รับพลังใจเพิ่มอีก 10 แต้ม"
KungfuCastBuffInfo_游龙剑法buff1,"When the equipped weapon is <#00c6f3>Dragon sword</color>, the final damage increases by 40%.","เมื่อสวมใส่อาวุธ <#00c6f3>กระบี่มังกร</color>, ความเสียหายสุดท้ายจะเพิ่ม 40%"
KungfuCastBuffInfo_青萍剑法buff1,"When your Sword is higher than the enemy's, the critical rate of this attack increases by 10%.","เมื่อค่ากระบี่ของคุณสูงกว่าของศัตรู, อัตราคริติคอลของการโจมตีนี้เพิ่มขึ้น 10%"
KungfuCastBuffInfo_柔云剑法buff1,"When your Dexterity is higher than the enemy's, it reduces the enemy's energy gathering by 50 points.","เมื่อค่า""คล่องแคล่ว""ของคุณสูงกว่าของศัตรู, ค่าปราณเคลื่อนที่ของศัตรูลง 50 แต้ม"
KungfuCastBuffInfo_玉女剑法buff1,"When the main internal force is Yin, it reduces the enemy's energy gathering by 150 points.","เมื่อกำลังภายในหลักเป็นหยิน, ลดค่าปราณเคลื่อนที่ของศัตรูลง 150 แต้ม"
KungfuCastBuffInfo_玉女剑法buff2,"When the attacker is female, the final damage increases by 80%.","เมื่อตัวละครหญิงใช้วิทยายุทธนี้, สร้างความเสียหายสุดท้ายเพิ่มขึ้น 80%"
KungfuCastBuffInfo_磐龙剑法buff1,"When the main internal force is Legendary, it causes the enemy to suffer from Internal break, lasting until the enemy's next action.","เมื่อกำลังภายในหลักเป็นระดับตำนาน จะทำให้ศัตรูต้องทนทุกข์ทรมานจาก""กำลังภายในติดขัด"" ยาวนานจนถึงการกระทำครั้งต่อไปของศัตรู"
KungfuCastBuffInfo_磐龙剑法buff2,"When equipping a Legendary sword series weapon, it causes the enemy to suffer from Disable technique, lasting until the enemy's next action.","เมื่อสวมใส่อาวุธกระบี่ระดับตำนาน, ทำให้ศัตรูต้องทนทุกข์ทรมานจาก""ทำลายวิชา"" ยาวนานจนถึงการกระทำครั้งต่อไปของศัตรู"
KungfuCastBuffInfo_磐龙剑法buff3,"For every 2 points that your Sword is higher than the enemy's Sword, the final damage increases by 1%, up to a maximum of 180%.",ทุกๆ 2 แต้มที่ค่ากระบี่ของคุณสูงกว่าของศัตรู ความเสียหายสุดท้ายจะเพิ่มขึ้น 1% สูงสุดไม่เกิน 180%
KungfuCastBuffInfo_市井拳法buff1,"If your Strength is higher than the enemy's Constitution, there is a 15% chance to inflict Slumber effect on non-boss enemies, lasting until the enemy's next action.","ถ้า""พละกำลัง""ของคุณสูงกว่า""พลังกาย""ของศัตรู, มีโอกาส 15% ที่จะสร้างสถานะหลับไหลกับศัตรูที่ไม่ใช่บอส และคงอยู่จนถึงการกระทำครั้งต่อไปของศัตรู"
KungfuCastBuffInfo_罗汉拳法buff1,"When you learn the internal skill <#c851ff>Forging Golden Body</color>, final damage increases by 35%.","เมื่อเรียนรู้กำลังภายใน <#c851ff>กายาวัชระทองคำ</color>, ความเสียหายคริติคอลเพิ่มขึ้น 35%"
KungfuCastBuffInfo_一指禅buff1,"When the main internal force is Yang, Critical increases by 10%.","เมื่อกำลังภายในหลักเป็นหยาง, คริติคอลเพิ่มขึ้น 10%"
KungfuCastBuffInfo_逍遥拳法buff1,"When the main internal force is Yin, it reduces the enemy's Qi by 50 points.","เมื่อกำลังภายในหลักเป็นหยิน, ลดค่าปราณเคลื่อนที่ของศัตรูลง 50 แต้ม"
KungfuCastBuffInfo_奔雷掌法buff1,"For every point that your Dexterity is higher than the enemy's Dexterity, when triggering Critical, Critical damage increases by 2%, up to a maximum of 20%.","ทุกๆ แต้มที่ค่า""คล่องแคล่ว""ของคุณสูงกว่าของศัตรู, เมื่อทำให้เกิดคริติคอล, ความเสียหายคริติคอลเพิ่มขึ้น 2% สูงสุด 20%."
