﻿FondTag_武器,Weapon,อาวุธ
ItemInfo_基础衣服图纸,"A beginner's blueprint for crafting armor, which can be used to make <#29F161>NormalArmor</color>."
ItemInfo_基础采集工具图纸,"A blueprint for making common gathering tools, which can be used to make <#29F161>NormalGatheringTools</color>."
ItemInfo_家常主食图纸1,"A beginner's recipe for cooking main dishes, which can be used to cook <#29F161>Steamed bun</color>, <#29F161>Painting</color>, <#29F161>Veggie strudel</color>."
ItemInfo_家常主食图纸2,"A beginner's recipe for cooking main dishes, which can be used to cook <#29F161>Fritter</color>, <#29F161>Vegan noodle</color>, <#29F161>Pan cake</color>."
ItemInfo_家常主食图纸3,"A beginner's recipe for cooking main dishes, which can be used to cook <#29F161>Rice ball</color>, <#29F161>Rice</color>, <#29F161>Egg cake</color>."
ItemInfo_家常菜肴图纸1,"A beginner's recipe for cooking side dishes, which can be used to cook <#29F161>Homemade tofu</color>, <#29F161>Braised tofu</color>, <#29F161>Boiled egg</color>, <#29F161>Poached egg</color>."
ItemInfo_家常菜肴图纸2,"A beginner's recipe for cooking side dishes, which can be used to cook <#29F161>Fried broad beans</color>, <#29F161>Fried rice</color>, <#29F161>Oiled noodle</color>, <#29F161>Potato soup</color>."
ItemInfo_家常菜肴图纸3,"A beginner's recipe for cooking barbecue, which can be used to cook <#29F161>Roasted chicken leg</color>, <#29F161>Roasted potato</color>, <#29F161>Grilled fish</color>, <#29F161>Kebab</color>, <#29F161>Grilled mushroom</color>, <#29F161>Roasted cabbage</color>, <#29F161>Roasted vegetables</color>."
ItemInfo_基础药图纸,"An entry-level Alchemy recipe, after use, you can refine <#29F161>Healing powder</color> and <#29F161>Energy powder</color>."
ItemInfo_优质武器图纸,"After use, you can forge <#29F161>RareWeapon</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#29F161>อาวุธหายาก</color>"
ItemInfo_优质武器图纸1,"After use, you can forge some <#29F161>RareWeapon</color>.",หลังการใช้งานคเจ้าสามารถสร้างบางส่วนได้<#29F161>อาวุธหายาก</color>
ItemInfo_锻造法式·下,"After use, you can forge some <#29F161>RareWeapon</color>.",หลังการใช้งานคเจ้าสามารถสร้างบางส่วนได้<#29F161>อาวุธหายาก</color>
ItemInfo_粗布裹手图纸,"After use, you can forge <#68cf24>Simple cloth bag</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>กระเป๋าผ้าเรียบๆ</color>"
ItemInfo_棉布手套图纸,"After use, you can forge <#68cf24>Cotton bag</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>กระเป๋าผ้าฝ้าย</color>"
ItemInfo_皮革手套图纸,"After use, you can forge <#68cf24>Leather bag</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>กระเป๋าหนัง</color>"
ItemInfo_兽纹手套图纸,"After use, you can forge <#68cf24>Beast-pattern bag</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>กระเป๋าลายสัตว์ร้าย</color>"
ItemInfo_铁手图纸,"After use, you can forge <#00c6f3>Iron fist</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>กำปั้นเหล็ก</color>"
ItemInfo_缠丝拳套图纸,"After use, you can forge <#00c6f3>Silk glove</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ถุงมือไหม</color>"
ItemInfo_精钢护手图纸,"After use, you can forge <#00c6f3>Steel gauntlet</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ถุงมือเหล็ก</color>"
ItemInfo_震山拳套图纸,"After use, you can forge <#c851ff>Mountain Basher glove</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ถุงมือภูเขาบาเชอร์</color>"
ItemInfo_铁虎爪图纸,"After use, you can forge <#c851ff>Iron tiger claw</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>กรงเล็บเสือเหล็ก</color>"
ItemInfo_奔雷铁手图纸,"After use, you can forge <#c851ff>Quick gauntlet</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>หัตถ์เหล็กฟ้าร้อง</color>"
ItemInfo_幽冥拳套图纸,"After use, you can forge <#c851ff>Hell glove</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ถุงมือนรก</color>"
ItemInfo_金刚护手图纸,"After use, you can forge <#c851ff>Diamond gauntlet</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ถุงมือวัชระ</color>"
ItemInfo_寒铁拳套图纸,"After use, you can forge <#c851ff>Cold iron glove</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ถุงมือเหล็กเย็น</color>"
ItemInfo_昆仑图纸,"After use, you can forge <#d09a09>Kunlun</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>คุนหลุน</color>"
ItemInfo_降龙图纸,"After use, you can forge <#d09a09>Dragon Slayer</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>นักล่ามังกร</color>"
ItemInfo_乾坤图纸,"After use, you can forge <#d09a09>Heaven and Earth</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>สวรรค์และโลก</color>"
ItemInfo_开明图纸,"After use, you can forge <#d09a09>Enlightened</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>ตรัสรู้</color>"
ItemInfo_少昊图纸,"After use, you can forge <#d09a09>Freedom</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>เชาห่าว</color>"
ItemInfo_北冥图纸,"After use, you can forge <#d09a09>North Sea</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>เป่ยหมิง</color>"
ItemInfo_木剑图纸,"After use, you can forge <#68cf24>Wooden sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ดาบไม้</color>"
ItemInfo_黑铁剑图纸,"After use, you can forge <#68cf24>Black iron sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ดาบเหล็กสีดำ</color>"
ItemInfo_青铜剑图纸,"After use, you can forge <#68cf24>Bronze sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ดาบสีบรอนซ์</color>"
ItemInfo_生铁剑图纸,"After use, you can forge <#68cf24>Cast iron sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>กระบี่เหล็กหลอม</color>"
ItemInfo_白虹剑图纸,"After use, you can forge <#00c6f3>Rainbow sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ดาบสีรุ้ง</color>"
ItemInfo_紫电剑图纸,"After use, you can forge <#00c6f3>Lightning sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ดาบสายฟ้า</color>"
ItemInfo_游龙剑图纸,"After use, you can forge <#00c6f3>Dragon sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ดาบมังกร</color>"
ItemInfo_青罡剑图纸,"After use, you can forge <#c851ff>Blue Steel sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ดาบเหล็กสีน้ำเงิน</color>"
ItemInfo_倚天剑图纸,"After use, you can forge <#c851ff>Heaven sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ดาบสวรรค์</color>"
ItemInfo_青冥剑图纸,"After use, you can forge <#c851ff>Dawn sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ดาบรุ่งอรุณ</color>"
ItemInfo_承影剑图纸,"After use, you can forge <#c851ff>Shadow sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ดาบเงา</color>"
ItemInfo_百炼剑图纸,"After use, you can forge <#c851ff>Damascus sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ดาบดามัสกัส</color>"
ItemInfo_龙渊剑图纸,"After use, you can forge <#c851ff>Abyss Dragon sword</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ดาบมังกรอเวจี</color>"
ItemInfo_干将图纸,"After use, you can forge <#d09a09>Ganjiang</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>กันเจียง</color>"
ItemInfo_含光图纸,"After use, you can forge <#d09a09>Hidden Light</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>แสงลี้ลับ</color>"
ItemInfo_鱼肠图纸,"After use, you can forge <#d09a09>Fish Stomach</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>กระเพาะปลา</color>"
ItemInfo_轩辕图纸,"After use, you can forge <#d09a09>Xuanyuan</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>ซวนหยวน</color>"
ItemInfo_九凤图纸,"After use, you can forge <#d09a09>Nine Phoenix</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>เก้าฟีนิกซ์</color>"
ItemInfo_巨阙图纸,"After use, you can forge <#d09a09>The Giant</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>ยักษ์</color>"
ItemInfo_菜刀图纸,"After use, you can forge <#68cf24>Kitchen knife</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>มีดทำครัว</color>"
ItemInfo_剔骨尖刀图纸,"After use, you can forge <#68cf24>Bone remover knife</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>มีดกําจัดกระดูก</color>"
ItemInfo_砍柴刀图纸,"After use, you can forge <#68cf24>Hatchet</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ขวานเล็ก</color>"
ItemInfo_大砍刀图纸,"After use, you can forge <#68cf24>Big blade</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ใบมีดใหญ่</color>"
ItemInfo_砍山刀图纸,"After use, you can forge <#00c6f3>Mountain blade</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ใบมีดภูเขา</color>"
ItemInfo_九环刀图纸,"After use, you can forge <#00c6f3>Nine rings blade</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ใบมีดเก้าวง</color>"
ItemInfo_宣花斧图纸,"After use, you can forge <#00c6f3>Xuanhua axe</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ขวานซวนฮวา</color>"
ItemInfo_碎宇刀图纸,"After use, you can forge <#c851ff>Rain Breaker</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ฝนทำลาย</color>"
ItemInfo_冷艳锯图纸,"After use, you can forge <#c851ff>Cold Saw</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>เลื่อยเย็น</color>"
ItemInfo_绣春刀图纸,"After use, you can forge <#c851ff>Officer blade</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ใบมีดเจ้าหน้าที่</color>"
ItemInfo_太乙刀图纸,"After use, you can forge <#c851ff>Taiyi blade</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ใบมีดไทยี่</color>"
ItemInfo_修罗刀图纸,"After use, you can forge <#c851ff>Shura blade</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ใบมีดชูร่า</color>"
ItemInfo_绿露刀图纸,"After use, you can forge <#c851ff>Six ways blade</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>ใบมีดหกวิถี</color>"
ItemInfo_大夏龙雀图纸,"After use, you can forge <#d09a09>Summer Sparrow</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>นกกระจอกฤดูร้อน</color>"
ItemInfo_犬神刀图纸,"After use, you can forge <#d09a09>Canine God</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>พระเจ้าเขี้ยว</color>"
ItemInfo_龙牙刀图纸,"After use, you can forge <#d09a09>Dragon Tooth</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>ฟันมังกร</color>"
ItemInfo_昆吾图纸,"After use, you can forge <#d09a09>Kunwu</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>คุนหวู่</color>"
ItemInfo_应龙图纸,"After use, you can forge <#d09a09>Ying Dragon</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>มังกรหยิง</color>"
ItemInfo_刑天图纸,"After use, you can forge <#d09a09>Xingtian</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>ซิงเทียน</color>"
ItemInfo_红缨枪图纸,"After use, you can forge <#68cf24>Red spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>หอกแดง</color>"
ItemInfo_梅花枪图纸,"After use, you can forge <#68cf24>Plum spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>หอกพลัม</color>"
ItemInfo_雁翅枪图纸,"After use, you can forge <#68cf24>Wings spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>หอกปีก</color>"
ItemInfo_钢叉图纸,"After use, you can forge <#68cf24>Trident</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ตรีศูล</color>"
ItemInfo_木枪图纸,"After use, you can forge <#68cf24>Wooden spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>หอกไม้</color>"
ItemInfo_蛇矛枪图纸,"After use, you can forge <#00c6f3>Snake spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>หอกงู</color>"
ItemInfo_混铁枪图纸,"After use, you can forge <#00c6f3>Iron spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>หอกเหล็ก</color>"
ItemInfo_牛角叉图纸,"After use, you can forge <#00c6f3>Horn trident</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#00c6f3>ตรีศูลแตร</color>"
ItemInfo_梨花枪图纸,"After use, you can forge <#c851ff>Pear Blossom</color>.","หลังจากใช้, คุณสามารถสร้าง <#c851ff>หอกหลีฮวา</color>"
ItemInfo_霸王枪图纸,"After use, you can forge <#c851ff>Emperor Spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>หอกจักรพรรดิ</color>"
ItemInfo_沥泉枪图纸,"After use, you can forge <#c851ff>Slipstream Spear</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#c851ff>หอกลี่กวน</color>"
ItemInfo_句芒图纸,"After use, you can forge <#d09a09>Jumang</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>จูมัง</color>"
ItemInfo_勾陈图纸,"After use, you can forge <#d09a09>Gouchen</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>กูเชน</color>"
ItemInfo_混沌图纸,"After use, you can forge <#d09a09>Origin</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#d09a09>ต้นกําเนิด</color>"
ItemInfo_烧火棍图纸,"After use, you can forge <#68cf24>Fire stick</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ไม้เท้าไฟ</color>"
ItemInfo_木棍图纸,"After use, you can forge <#68cf24>Wooden stick</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ไม้เท้าไม้</color>"
ItemInfo_木杵图纸,"After use, you can forge <#68cf24>Wooden hammer</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ค้อนไม้</color>"
ItemInfo_竹竿图纸,"After use, you can forge <#68cf24>Bamboo stick</color>.","หลังจากใช้, เจ้าสามารถสร้าง<#68cf24>ไม้เท้าไม้ไผ่</color>"
ItemInfo_短棒图纸,"After use, you can forge <#68cf24>Short stick</color>."
ItemInfo_镔铁杖图纸,"After use, you can forge <#00c6f3>Steel staff</color>."
ItemInfo_齐眉棍图纸,"After use, you can forge <#00c6f3>Eyebrow staff</color>."
ItemInfo_青竹杖图纸,"After use, you can forge <#00c6f3>Bamboo staff</color>."
ItemInfo_盘龙棍图纸,"After use, you can forge <#c851ff>Dragon staff</color>."
ItemInfo_齐天棍图纸,"After use, you can forge <#c851ff>Heaven staff</color>."
ItemInfo_囚龙柱图纸,"After use, you can forge <#c851ff>Dragon Seal</color>."
ItemInfo_烛阴图纸,"After use, you can forge <#d09a09>Zhuyin</color>."
ItemInfo_穷奇图纸,"After use, you can forge <#d09a09>Qiongqi</color>."
ItemInfo_蒲扇图纸,"After use, you can forge <#68cf24>Cattail fan</color>."
ItemInfo_折扇图纸,"After use, you can forge <#68cf24>Folding fan</color>."
ItemInfo_鹅羽扇图纸,"After use, you can forge <#68cf24>Butterfly fan</color>."
ItemInfo_铁骨扇图纸,"After use, you can forge <#68cf24>Steel fan</color>."
ItemInfo_团扇图纸,"After use, you can forge <#68cf24>Round fan</color>."
ItemInfo_绢宫扇图纸,"After use, you can forge <#00c6f3>Silk palace fan</color>."
ItemInfo_雕翎扇图纸,"After use, you can forge <#00c6f3>Eagle feather fan</color>."
ItemInfo_留香扇图纸,"After use, you can forge <#00c6f3>Liuxiang fan</color>."
ItemInfo_西江月图纸,"After use, you can forge <#c851ff>Moon over West River</color>."
ItemInfo_满江红图纸,"After use, you can forge <#c851ff>Prismatic River</color>."
ItemInfo_破阵子图纸,"After use, you can forge <#c851ff>Formation Breaker</color>."
ItemInfo_定风波图纸,"After use, you can forge <#c851ff>Ding Fengbo</color>."
ItemInfo_浪淘沙图纸,"After use, you can forge <#c851ff>Waves Scouring the Sands</color>."
ItemInfo_卜算子图纸,"After use, you can forge <#c851ff>Fortune Teller</color>."
ItemInfo_祝融图纸,"After use, you can forge <#d09a09>Zhurong</color>."
ItemInfo_夸父图纸,"After use, you can forge <#d09a09>Kuafu</color>."
ItemInfo_青丘图纸,"After use, you can forge <#d09a09>Qingqiu</color>."
ItemInfo_短剑图纸,"After use, you can forge <#68cf24>Short sword</color>."
ItemInfo_匕首图纸,"After use, you can forge <#68cf24>Dagger</color>."
ItemInfo_峨嵋刺图纸,"After use, you can forge <#68cf24>Emei dagger</color>."
ItemInfo_短刀图纸,"After use, you can forge <#68cf24>Short blade</color>."
ItemInfo_狼牙匕图纸,"After use, you can forge <#00c6f3>Wolf fang dagger</color>."
ItemInfo_点钢刺图纸,"After use, you can forge <#00c6f3>Diangang dagger</color>."
ItemInfo_三棱锥图纸,"After use, you can forge <#00c6f3>Tri-dagger</color>."
ItemInfo_飞来梭图纸,"After use, you can forge <#c851ff>Flying dagger</color>."
ItemInfo_流云锥图纸,"After use, you can forge <#c851ff>Drifting Cloud</color>."
ItemInfo_孤星刺图纸,"After use, you can forge <#c851ff>Lone Star</color>."
ItemInfo_飞影匕图纸,"After use, you can forge <#c851ff>Flying Shadow</color>."
ItemInfo_织女梭图纸,"After use, you can forge <#c851ff>Weaver Girl</color>."
ItemInfo_残雪刺图纸,"After use, you can forge <#c851ff>Last Snow</color>."
ItemInfo_嘲风图纸,"After use, you can forge <#d09a09>Wind Jester</color>."
ItemInfo_精卫图纸,"After use, you can forge <#d09a09>Jingwei</color>."
ItemInfo_睚眦图纸,"After use, you can forge <#d09a09>Vengeful</color>."
ItemInfo_狼毫笔图纸,"After use, you can forge <#68cf24>Wolf hair pen</color>."
ItemInfo_羊毫笔图纸,"After use, you can forge <#68cf24>Goat hair pen</color>."
ItemInfo_猪鬃笔图纸,"After use, you can forge <#68cf24>Pig hair pen</color>."
ItemInfo_鼠须笔图纸,"After use, you can forge <#68cf24>Mouse whisker pen</color>."
ItemInfo_圆锋图纸,"After use, you can forge <#00c6f3>Round Edge</color>."
ItemInfo_昌化图纸,"After use, you can forge <#00c6f3>Changhua</color>."
ItemInfo_佩阿图纸,"After use, you can forge <#00c6f3>Peia</color>."
ItemInfo_鸡距图纸,"After use, you can forge <#c851ff>Cockspur</color>."
ItemInfo_鹿毛笔图纸,"After use, you can forge <#c851ff>Deer hair pen</color>."
ItemInfo_龙须图纸,"After use, you can forge <#c851ff>Dragon Whisker</color>."
ItemInfo_麟角图纸,"After use, you can forge <#c851ff>Unicorn Horn</color>."
ItemInfo_太虚图纸,"After use, you can forge <#d09a09>Taixu</color>."
ItemInfo_玄黄图纸,"After use, you can forge <#d09a09>Mysterious Yellow</color>."
ItemInfo_洪荒图纸,"After use, you can forge <#d09a09>Primal Land</color>."
ItemInfo_梧桐琴图纸,"After use, you can forge <#68cf24>Parasol Tree</color>."
ItemInfo_玉瑶琴图纸,"After use, you can forge <#68cf24>Beautiful Jade</color>."
ItemInfo_响泉琴图纸,"After use, you can forge <#68cf24>Melody River</color>."
ItemInfo_百纳琴图纸,"After use, you can forge <#68cf24>Assimilator</color>."
ItemInfo_七弦图纸,"After use, you can forge <#00c6f3>Seven Strings</color>."
ItemInfo_落霞图纸,"After use, you can forge <#00c6f3>Sunset</color>."
ItemInfo_独幽图纸,"After use, you can forge <#00c6f3>Loneliness</color>."
ItemInfo_春雷图纸,"After use, you can forge <#c851ff>Spring Thunder</color>."
ItemInfo_焦尾图纸,"After use, you can forge <#c851ff>Scorched Tail</color>."
ItemInfo_绿绮图纸,"After use, you can forge <#c851ff>Green Beauty</color>."
ItemInfo_绕梁图纸,"After use, you can forge <#d09a09>Lingering</color>."
ItemInfo_号钟图纸,"After use, you can forge <#d09a09>Bell Sound</color>."
ItemInfo_囚牛图纸,"After use, you can forge <#d09a09>Qiuniu</color>."
ItemInfo_木箫图纸,"After use, you can forge <#68cf24>Wooden flute</color>."
ItemInfo_洞箫图纸,"After use, you can forge <#68cf24>Hole flute</color>."
ItemInfo_竹箫图纸,"After use, you can forge <#68cf24>Bamboo flute</color>."
ItemInfo_铁箫图纸,"After use, you can forge <#68cf24>Iron flute</color>."
ItemInfo_紫竹箫图纸,"After use, you can forge <#00c6f3>Violet bamboo flute</color>."
ItemInfo_玉屏箫图纸,"After use, you can forge <#00c6f3>Jade flute</color>."
ItemInfo_九节箫图纸,"After use, you can forge <#00c6f3>Nine-sections flute</color>."
ItemInfo_枉凝眉图纸,"After use, you can forge <#c851ff>Vain Eyebrows</color>."
ItemInfo_关山月图纸,"After use, you can forge <#c851ff>Mountain Moon</color>."
ItemInfo_冷沧浪图纸,"After use, you can forge <#c851ff>Blue Waves</color>."
ItemInfo_有凤来仪图纸,"After use, you can forge <#d09a09>Phoenix's Grace</color>."
ItemInfo_碧海潮声图纸,"After use, you can forge <#d09a09>Sound of the Tide</color>."
ItemInfo_笑傲江湖图纸,"After use, you can forge <#d09a09>Proud Wanderer</color>."
ItemInfo_硬木琵琶图纸,"After use, you can forge <#68cf24>Wooden lute</color>."
ItemInfo_鸡翅琵琶图纸,"After use, you can forge <#68cf24>Chicken wing lute</color>."
ItemInfo_花梨琵琶图纸,"After use, you can forge <#68cf24>Pear lute</color>."
ItemInfo_紫檀琵琶图纸,"After use, you can forge <#68cf24>Rosewood lute</color>."
ItemInfo_牛角琵琶图纸,"After use, you can forge <#00c6f3>Ox horn lute</color>."
ItemInfo_象牙琵琶图纸,"After use, you can forge <#00c6f3>Elephant tooth lute</color>."
ItemInfo_玉石琵琶图纸,"After use, you can forge <#00c6f3>Jade lute</color>."
ItemInfo_双凤琵琶图纸,"After use, you can forge <#c851ff>Twin Phoenix lute</color>."
ItemInfo_绕殿雷图纸,"After use, you can forge <#c851ff>Circling Thunder</color>."
ItemInfo_烧槽图纸,"After use, you can forge <#c851ff>Burning Hole</color>."
ItemInfo_玄象图纸,"After use, you can forge <#d09a09>Mysterious Elephant</color>."
ItemInfo_青山图纸,"After use, you can forge <#d09a09>Blue Mountain</color>."
ItemInfo_狮子丸图纸,"After use, you can forge <#d09a09>Lion Ball</color>."
ItemInfo_窄袖衣图纸,"After use, you can forge <#68cf24>Female clothes</color>."
ItemInfo_绢麻衣图纸,"After use, you can forge <#68cf24>Linen clothes</color>."
ItemInfo_兽皮袄图纸,"After use, you can forge <#68cf24>Leather clothes</color>."
ItemInfo_护心铠图纸,"After use, you can forge <#68cf24>Protection armor</color>."
ItemInfo_粗布衣图纸,"After use, you can forge <#68cf24>Rugged clothes</color>."
ItemInfo_麻布衣图纸,"After use, you can forge <#68cf24>Cloth robe</color>."
ItemInfo_戎装图纸,"After use, you can forge <#68cf24>Uniform</color>."
ItemInfo_百衲衣图纸,"After use, you can forge <#68cf24>Monk clothes</color>."
ItemInfo_官差服图纸,"After use, you can forge <#68cf24>Official uniform</color>."
ItemInfo_逍遥衣图纸,"After use, you can forge <#00c6f3>Wanderer clothes</color>."
ItemInfo_精铁内甲图纸,"After use, you can forge <#00c6f3>Steel armor</color>."
ItemInfo_锁子铠图纸,"After use, you can forge <#00c6f3>Chain armor</color>."
ItemInfo_僧袍图纸,"After use, you can forge <#00c6f3>Monk robe</color>."
ItemInfo_道袍图纸,"After use, you can forge <#00c6f3>Taoist robe</color>."
ItemInfo_夜行衣图纸,"After use, you can forge <#00c6f3>Night clothes</color>."
ItemInfo_儒生服图纸,"After use, you can forge <#00c6f3>Student clothes</color>."
ItemInfo_赤翎服图纸,"After use, you can forge <#00c6f3>Chiling robe</color>."
ItemInfo_飞鱼锦服图纸,"After use, you can forge <#00c6f3>Flying Fish uniform</color>."
ItemInfo_侠客装图纸,"After use, you can forge <#00c6f3>Jianghu outfit</color>."
ItemInfo_蚕丝衣图纸,"After use, you can forge <#00c6f3>Silk clothes</color>."
ItemInfo_青红襦图纸,"After use, you can forge <#00c6f3>Blue outfit</color>."
ItemInfo_流云衫图纸,"After use, you can forge <#c851ff>Drifting Cloud robe</color>."
ItemInfo_金刚甲图纸,"After use, you can forge <#c851ff>Diamond armor</color>."
ItemInfo_明光铠图纸,"After use, you can forge <#c851ff>Glorious armor</color>."
ItemInfo_朱雀服图纸,"After use, you can forge <#c851ff>Phoenix outfit</color>."
ItemInfo_麒麟甲图纸,"After use, you can forge <#c851ff>Unicorn armor</color>."
ItemInfo_玄武铠图纸,"After use, you can forge <#c851ff>Turtle armor</color>."
ItemInfo_紫罗裙图纸,"After use, you can forge <#c851ff>Purple dress</color>."
ItemInfo_山海袍图纸,"After use, you can forge <#c851ff>Mountain and Sea robe</color>."
ItemInfo_袈裟图纸,"After use, you can forge <#c851ff>袈裟</color>."
ItemInfo_太极服图纸,"After use, you can forge <#c851ff>Taichi outfit</color>."
ItemInfo_黑色披风图纸,"After use, you can forge <#c851ff>Black cape</color>."
ItemInfo_秀才服图纸,"After use, you can forge <#c851ff>Hongru Qingjin</color>."
ItemInfo_天蚕宝衣图纸,"After use, you can forge <#d09a09>Silk armor</color>."
ItemInfo_兽王宝甲图纸,"After use, you can forge <#d09a09>Beast King armor</color>."
ItemInfo_霹雳宝铠图纸,"After use, you can forge <#d09a09>Thunder armor</color>."
ItemInfo_紫薇图纸,"After use, you can forge <#d09a09>Emperor</color>."
ItemInfo_狻猊图纸,"After use, you can forge <#d09a09>Suanni</color>."
ItemInfo_真武图纸,"After use, you can forge <#d09a09>Zhenwu</color>."
ItemInfo_碧霞图纸,"After use, you can forge <#d09a09>Jade Cloud</color>."
ItemInfo_彩绣香囊图纸,
ItemInfo_粗糙的护身符图纸,
ItemInfo_香包图纸,
ItemInfo_护心镜图纸,
ItemInfo_艾草束图纸,
ItemInfo_狼牙吊坠图纸,
ItemInfo_长命锁图纸,
ItemInfo_玉石吊坠图纸,
ItemInfo_佛手玉坠图纸,
ItemInfo_冠凤鸟玉佩图纸,
ItemInfo_工字佩图纸,
ItemInfo_葫芦图纸,
ItemInfo_檀木念珠图纸,
ItemInfo_茱萸花图纸,
ItemInfo_牡丹花图纸,
ItemInfo_花环图纸,
ItemInfo_狗皮膏药图纸,
ItemInfo_静心玉环图纸,
ItemInfo_锦帕图纸,
ItemInfo_脆响风铃图纸,
ItemInfo_青须剑穗图纸,
ItemInfo_腰牌图纸,
ItemInfo_金彩龙纹香囊图纸,
ItemInfo_金镶珠石香囊图纸,
ItemInfo_双鱼玉佩图纸,
ItemInfo_玉莲花图纸,
ItemInfo_滴水观音图纸,
ItemInfo_玉辟邪图纸,
ItemInfo_金雕长羽图纸,
ItemInfo_镂空香囊球图纸,
ItemInfo_云纹琉璃珠图纸,
ItemInfo_青铜面具图纸,
